asset_id,asset_type,asset_criticality,owner_ou,in_inventory,in_endpoint_mgmt,inventory_mismatch_flag,source_freshness_flag,last_updated_at
cebf8d0d-27d8-9ef6-8c0a-f1bfa95dc14f,endpoint,low,"OU=Workstations,DC=corp,DC=local",True,True,False,fresh,2024-01-01T00:00:00
fc053eda-cdc0-a226-7b5b-329525fcad6a,endpoint,high,"OU=Workstations,DC=corp,DC=local",True,True,False,fresh,2024-01-01T00:00:00
07da44d5-92f7-544a-321f-590238398ede,endpoint,medium,"OU=Workstations,DC=corp,DC=local",True,True,False,fresh,2024-01-01T00:00:00
1d08bf60-3dfb-5a41-d816-c58ac0b2a8b7,endpoint,high,"OU=Workstations,DC=corp,DC=local",True,True,False,fresh,2024-01-01T00:00:00
ce56b64d-3b7a-9a92-4350-7d2338b395ae,endpoint,medium,"OU=Workstations,DC=corp,DC=local",True,True,False,fresh,2024-01-01T00:00:00
d02115e8-f743-e2e8-feed-2b288e48de71,endpoint,medium,"OU=Workstations,DC=corp,DC=local",True,True,False,fresh,2024-01-01T00:00:00
129893f4-c3de-d792-9444-5aa0d8c50e92,endpoint,medium,"OU=Workstations,DC=corp,DC=local",True,True,False,fresh,2024-01-01T00:00:00
80df3a15-3b82-12c0-43f4-ef4c815f91e5,endpoint,high,"OU=Workstations,DC=corp,DC=local",True,True,False,fresh,2024-01-01T00:00:00
e079ef13-b205-6cb5-5435-88ea23414aca,endpoint,medium,"OU=Workstations,DC=corp,DC=local",True,True,False,fresh,2024-01-01T00:00:00
231dda6c-cfe3-c282-e76f-48d3753f47eb,endpoint,low,"OU=Workstations,DC=corp,DC=local",True,True,False,fresh,2024-01-01T00:00:00
626e517e-dd9c-61a9-846e-13f1e7ba8489,endpoint,low,"OU=Workstations,DC=corp,DC=local",True,True,False,fresh,2024-01-01T00:00:00
6681cef8-c85c-fa06-1820-9938ba4c4cfc,endpoint,medium,"OU=Workstations,DC=corp,DC=local",True,True,False,fresh,2024-01-01T00:00:00
44b0643d-5a89-a952-72f6-723a4251f7d4,endpoint,high,"OU=Workstations,DC=corp,DC=local",True,True,False,fresh,2024-01-01T00:00:00
d3a5c1ea-6ffe-86c0-79d1-a5d415dd858a,endpoint,medium,"OU=Workstations,DC=corp,DC=local",True,True,False,fresh,2024-01-01T00:00:00
8f092115-54e6-bf6c-6c36-316f396d9a8d,endpoint,low,"OU=Workstations,DC=corp,DC=local",True,True,False,fresh,2024-01-01T00:00:00
f9cdaa33-ed1c-ded6-6cf4-9713314c7b5e,endpoint,critical,"OU=Workstations,DC=corp,DC=local",True,True,False,fresh,2024-01-01T00:00:00
b5dcf9ee-f579-e67f-8578-03d972cee7e1,endpoint,low,"OU=Workstations,DC=corp,DC=local",True,True,False,fresh,2024-01-01T00:00:00
9e1e5d79-9111-38b4-33de-e4ff5a51d4a5,endpoint,low,"OU=Workstations,DC=corp,DC=local",True,True,False,fresh,2024-01-01T00:00:00
652803d1-dc78-57f1-6e21-b5365debc317,endpoint,low,"OU=Workstations,DC=corp,DC=local",True,True,False,fresh,2024-01-01T00:00:00
7d2061a7-f393-f021-5ab4-f62d877a9867,endpoint,medium,"OU=Workstations,DC=corp,DC=local",True,True,False,fresh,2024-01-01T00:00:00
0d924ec2-206e-fb1e-d2b1-443aeebc70fa,endpoint,medium,"OU=Workstations,DC=corp,DC=local",True,True,False,fresh,2024-01-01T00:00:00
eca79d04-fb18-a69b-d249-52ab300f5c53,endpoint,high,"OU=Workstations,DC=corp,DC=local",True,True,False,fresh,2024-01-01T00:00:00
19bb66aa-a2de-28e3-9040-dfcbd5d3c893,endpoint,low,"OU=Workstations,DC=corp,DC=local",True,True,False,fresh,2024-01-01T00:00:00
7a605aaa-f3da-ce76-a2b1-e37ea3c0e8f1,endpoint,low,"OU=Workstations,DC=corp,DC=local",True,True,False,fresh,2024-01-01T00:00:00
fca8364d-04c3-dc14-1fe1-ad4be405a22a,endpoint,high,"OU=Workstations,DC=corp,DC=local",True,True,False,fresh,2024-01-01T00:00:00
542b0063-e1ba-8576-d955-223616f7eb40,endpoint,low,"OU=Workstations,DC=corp,DC=local",True,True,False,fresh,2024-01-01T00:00:00
7738692d-3b9c-0e0e-434c-beecd8eaedc8,endpoint,medium,"OU=Workstations,DC=corp,DC=local",True,True,False,fresh,2024-01-01T00:00:00
116ec50d-4a2c-58f1-1939-222af4a0bf86,endpoint,medium,"OU=Workstations,DC=corp,DC=local",True,True,False,fresh,2024-01-01T00:00:00
9c7a6f84-742e-acac-3ebb-112778c4c4e0,endpoint,low,"OU=Workstations,DC=corp,DC=local",True,True,False,fresh,2024-01-01T00:00:00
4b02a1ab-4ccd-9e0b-ffa4-2229e2e758a2,endpoint,low,"OU=Workstations,DC=corp,DC=local",True,True,False,fresh,2024-01-01T00:00:00
cede00ac-20ab-78c9-d317-9b118f48bcc7,endpoint,low,"OU=Workstations,DC=corp,DC=local",True,True,False,fresh,2024-01-01T00:00:00
1b905ae5-5381-bd95-bd1c-f96bc820956e,endpoint,medium,"OU=Workstations,DC=corp,DC=local",True,True,False,fresh,2024-01-01T00:00:00
024d633c-e1ac-e3db-08f5-4f5c851a19ca,endpoint,medium,"OU=Workstations,DC=corp,DC=local",True,True,False,fresh,2024-01-01T00:00:00
86797408-7181-18e9-c9cc-cd2c51c0b23e,endpoint,low,"OU=Workstations,DC=corp,DC=local",True,True,False,fresh,2024-01-01T00:00:00
a8b90638-8364-8e10-b0d8-77568aaaf42a,endpoint,critical,"OU=Workstations,DC=corp,DC=local",True,True,False,fresh,2024-01-01T00:00:00
30d2ceb5-7fea-33f1-fd3a-0e1f52d9edb2,endpoint,low,"OU=Workstations,DC=corp,DC=local",True,True,False,fresh,2024-01-01T00:00:00
e998c222-b4b9-1cd7-c337-5535311c58b5,endpoint,high,"OU=Workstations,DC=corp,DC=local",True,True,False,fresh,2024-01-01T00:00:00
26a8d590-2357-42d1-4870-1aa3c71ab9ff,endpoint,medium,"OU=Workstations,DC=corp,DC=local",True,True,False,fresh,2024-01-01T00:00:00
a6d1f070-9dd3-fab6-1106-ade5829a84ff,endpoint,medium,"OU=Workstations,DC=corp,DC=local",True,True,False,fresh,2024-01-01T00:00:00
8b1d2d49-1e55-7400-4eaa-8aaee4e24881,endpoint,medium,"OU=Workstations,DC=corp,DC=local",True,True,False,fresh,2024-01-01T00:00:00
437e3e30-5d9e-4b3c-98eb-ba5e1394b196,endpoint,critical,"OU=Workstations,DC=corp,DC=local",True,True,False,fresh,2024-01-01T00:00:00
38085765-66eb-bacc-fc47-ac1d94c143ef,endpoint,medium,"OU=Workstations,DC=corp,DC=local",True,True,False,fresh,2024-01-01T00:00:00
95e1e5e1-16d6-840c-8617-8c34fdd1970a,endpoint,high,"OU=Workstations,DC=corp,DC=local",True,True,False,fresh,2024-01-01T00:00:00
b9cc3875-77e2-bb39-820d-7e3ea33c340f,endpoint,low,"OU=Workstations,DC=corp,DC=local",True,True,False,fresh,2024-01-01T00:00:00
f75aa37d-1034-fcbb-c59f-0fad5ca923f1,endpoint,high,"OU=Workstations,DC=corp,DC=local",True,True,False,fresh,2024-01-01T00:00:00
a3fb2212-fcf1-3c18-d424-4f2ce322e444,endpoint,medium,"OU=Workstations,DC=corp,DC=local",True,True,False,fresh,2024-01-01T00:00:00
af8c36c8-ee94-fd8e-55ff-1a2c718e7dad,endpoint,medium,"OU=Workstations,DC=corp,DC=local",True,True,False,fresh,2024-01-01T00:00:00
c5190507-f8fa-d373-2d4d-8964fd5cca5d,endpoint,low,"OU=Workstations,DC=corp,DC=local",True,True,False,fresh,2024-01-01T00:00:00
d7699c38-fd60-761c-c85e-f61a4d21f0bf,endpoint,high,"OU=Workstations,DC=corp,DC=local",True,True,False,fresh,2024-01-01T00:00:00
1c4e71de-88bb-ca05-5cbe-611e873f113f,endpoint,medium,"OU=Workstations,DC=corp,DC=local",False,True,True,fresh,2024-01-01T00:00:00
df5d358d-96e3-1094-0c73-e1119fcd745c,endpoint,medium,"OU=Workstations,DC=corp,DC=local",True,True,False,fresh,2024-01-01T00:00:00
e644ce7f-df18-0cc7-d2d2-3ea15d7a3705,endpoint,low,"OU=Workstations,DC=corp,DC=local",True,True,False,fresh,2024-01-01T00:00:00
2ba19a0d-1405-156a-44ae-9ff6e51f71fa,endpoint,medium,"OU=Workstations,DC=corp,DC=local",False,True,True,fresh,2024-01-01T00:00:00
ad694f9a-d24e-8ce5-e354-8a75fe2a6a11,endpoint,low,"OU=Workstations,DC=corp,DC=local",True,True,False,fresh,2024-01-01T00:00:00
ae706f43-06e4-c989-b9e4-e3b172f5561f,endpoint,medium,"OU=Workstations,DC=corp,DC=local",True,True,False,fresh,2024-01-01T00:00:00
315db770-3c47-b62a-44b9-c0000fe7b385,endpoint,low,"OU=Workstations,DC=corp,DC=local",True,True,False,fresh,2024-01-01T00:00:00
4c4e4a84-ee73-ce7b-1c91-1d1d098fc660,endpoint,medium,"OU=Workstations,DC=corp,DC=local",True,True,False,fresh,2024-01-01T00:00:00
63745383-4c43-8349-fcd6-d15d3281fd5c,endpoint,low,"OU=Workstations,DC=corp,DC=local",True,True,False,fresh,2024-01-01T00:00:00
266718da-54cc-b5ee-94f9-73e892040807,endpoint,medium,"OU=Workstations,DC=corp,DC=local",True,True,False,fresh,2024-01-01T00:00:00
e44e6283-2deb-ff50-9e54-b49b2728e09e,endpoint,low,"OU=Workstations,DC=corp,DC=local",True,True,False,fresh,2024-01-01T00:00:00
b8805125-baf3-d341-c53c-1f0f40546957,endpoint,medium,"OU=Workstations,DC=corp,DC=local",True,True,False,fresh,2024-01-01T00:00:00
f5cb358c-522f-2e5a-5cf9-36bfad231d31,endpoint,medium,"OU=Workstations,DC=corp,DC=local",True,True,False,fresh,2024-01-01T00:00:00
cec7a69f-b334-7a48-5af2-85c76d5d10ec,endpoint,medium,"OU=Workstations,DC=corp,DC=local",True,True,False,fresh,2024-01-01T00:00:00
003871ca-6a0a-10cc-76aa-9405dce98ee1,endpoint,high,"OU=Workstations,DC=corp,DC=local",True,True,False,fresh,2024-01-01T00:00:00
2dc59623-e25b-6763-d116-2c4c8a374dab,endpoint,low,"OU=Workstations,DC=corp,DC=local",True,True,False,fresh,2024-01-01T00:00:00
b1145de7-5110-83db-0bd9-c06dd1a784d3,endpoint,medium,"OU=Workstations,DC=corp,DC=local",True,True,False,fresh,2024-01-01T00:00:00
858ee757-f9e7-021d-bc27-bf00d6d65254,endpoint,low,"OU=Workstations,DC=corp,DC=local",True,True,False,fresh,2024-01-01T00:00:00
a7bbe0a8-9723-0436-d370-14fd0b987b8b,endpoint,high,"OU=Workstations,DC=corp,DC=local",False,True,True,fresh,2024-01-01T00:00:00
da7a831d-17f6-79a2-9a6f-2a1cf2ee7c16,endpoint,medium,"OU=Workstations,DC=corp,DC=local",True,True,False,fresh,2024-01-01T00:00:00
f2599b77-d808-6fa4-bd78-b42b880ab571,endpoint,medium,"OU=Workstations,DC=corp,DC=local",True,True,False,fresh,2024-01-01T00:00:00
81d07c30-f8d9-495c-bb5e-c1d716a6ac90,endpoint,low,"OU=Workstations,DC=corp,DC=local",True,True,False,fresh,2024-01-01T00:00:00
2a5034e6-0107-ee55-cb94-6799e4df4a4d,endpoint,low,"OU=Workstations,DC=corp,DC=local",False,True,True,fresh,2024-01-01T00:00:00
29765e2c-0697-6bdd-e93f-48a8caf0e08a,endpoint,medium,"OU=Workstations,DC=corp,DC=local",True,True,False,fresh,2024-01-01T00:00:00
1edb8546-f740-78f6-f40a-1b1046a24a00,endpoint,high,"OU=Workstations,DC=corp,DC=local",True,True,False,fresh,2024-01-01T00:00:00
c5148dcd-f8e1-1d4d-31eb-c0ba07992e4c,endpoint,low,"OU=Workstations,DC=corp,DC=local",True,True,False,fresh,2024-01-01T00:00:00
338ae7a5-7c12-51e4-e5f3-46284da34b60,endpoint,high,"OU=Workstations,DC=corp,DC=local",True,True,False,fresh,2024-01-01T00:00:00
d1372631-2618-7ddd-13d3-c3fab2aa71d5,endpoint,low,"OU=Workstations,DC=corp,DC=local",True,True,False,fresh,2024-01-01T00:00:00
5512026a-d3ba-0a56-37b1-87eae9fc1f8c,endpoint,medium,"OU=Workstations,DC=corp,DC=local",True,True,False,fresh,2024-01-01T00:00:00
2ed2028a-3aa3-0b03-54af-0fbcfb2ffbfa,endpoint,medium,"OU=Workstations,DC=corp,DC=local",True,True,False,fresh,2024-01-01T00:00:00
34631ca3-924b-367d-2c53-f54c86b893db,endpoint,medium,"OU=Workstations,DC=corp,DC=local",True,True,False,fresh,2024-01-01T00:00:00
7a9591f1-468e-df84-1c54-7a2f9f54941c,endpoint,medium,"OU=Workstations,DC=corp,DC=local",True,True,False,fresh,2024-01-01T00:00:00
79c262f6-1cea-34fb-e048-f47e3454d65a,endpoint,critical,"OU=Workstations,DC=corp,DC=local",True,True,False,fresh,2024-01-01T00:00:00
487a5474-b313-374c-3c05-0197e7198d02,endpoint,high,"OU=Workstations,DC=corp,DC=local",True,True,False,fresh,2024-01-01T00:00:00
cdd732af-a9a2-626c-3da5-1bd224f728db,endpoint,high,"OU=Workstations,DC=corp,DC=local",True,True,False,fresh,2024-01-01T00:00:00
5dd5d47c-c019-49a0-af55-73ad8dfa88a9,endpoint,low,"OU=Workstations,DC=corp,DC=local",True,True,False,fresh,2024-01-01T00:00:00
5017c91a-d929-15f6-4863-88f24c244419,endpoint,high,"OU=Workstations,DC=corp,DC=local",True,True,False,fresh,2024-01-01T00:00:00
9ec05b34-b0b2-d815-0c62-f49adb9d0a83,endpoint,low,"OU=Workstations,DC=corp,DC=local",True,True,False,fresh,2024-01-01T00:00:00
b6f6c805-e929-2eec-dce4-dfebc55c9a7a,endpoint,low,"OU=Workstations,DC=corp,DC=local",True,True,False,fresh,2024-01-01T00:00:00
863579bc-c75b-5e86-f537-b598b01a34d5,endpoint,high,"OU=Workstations,DC=corp,DC=local",True,True,False,fresh,2024-01-01T00:00:00
c36eaca4-2f74-b464-d4a7-bdb653ab262e,endpoint,medium,"OU=Workstations,DC=corp,DC=local",True,True,False,fresh,2024-01-01T00:00:00
d36e928f-51b6-fd36-e5d8-64470f7c4755,endpoint,low,"OU=Workstations,DC=corp,DC=local",True,True,False,fresh,2024-01-01T00:00:00
4dc7b645-944f-e6fb-f4f6-15f2e94aa73a,endpoint,medium,"OU=Workstations,DC=corp,DC=local",True,True,False,fresh,2024-01-01T00:00:00
895b465d-1102-d88e-c18d-a81351b6c767,endpoint,medium,"OU=Workstations,DC=corp,DC=local",False,True,True,fresh,2024-01-01T00:00:00
76809fab-45ef-d83f-af5c-a0ad9f558724,endpoint,critical,"OU=Workstations,DC=corp,DC=local",True,True,False,fresh,2024-01-01T00:00:00
5679758f-1a6d-fb9f-2b82-337d2ddde64c,endpoint,medium,"OU=Workstations,DC=corp,DC=local",True,True,False,fresh,2024-01-01T00:00:00
a7fc1a7a-9074-1d39-2493-2a4f4c381023,endpoint,low,"OU=Workstations,DC=corp,DC=local",True,True,False,fresh,2024-01-01T00:00:00
cff46a51-4873-b8b9-0793-62cafd1d3d8f,endpoint,medium,"OU=Workstations,DC=corp,DC=local",True,True,False,fresh,2024-01-01T00:00:00
