event_id,user_id,group_id,action,event_timestamp,actor_user_id,is_privileged_group,is_anomalous,anomaly_class
e52d2eee-0446-a512-52fa-4a75753d80d5,b729e567-6dc1-6036-7c26-cbc449fc8514,b6361f7d-8035-4349-5fdb-965984f9d9b1,add,2024-03-13T13:00:00,f4128a3d-4f95-feb1-042f-4a1b5115f494,False,False,
5c303ec4-ae0e-2a65-a0a8-b2f50c60cfb4,1800910d-c6d7-392b-eabd-f59fb1e468f1,6c118031-166b-50d3-a9f6-230024d9332e,add,2024-01-11T13:00:00,5ab79326-759b-ee3a-e147-254853cb45d0,False,False,
c3d971df-1883-d8b7-cd23-9b2dae9f2f68,bb5e0094-3826-f9a7-d0d6-2ad993b875b6,1c893ee9-84c2-4dbd-6170-edecaa77e341,add,2024-02-15T13:00:00,ed9c0cda-1a63-7bd9-24b5-4542c331d9f5,False,False,
44121546-dc61-cd40-3ca2-05d08f30ea69,5dc15613-cdab-e0b9-9a89-df58a162653c,2a4be2eb-c730-e32f-8b6a-d5af82fa03b0,add,2024-03-11T10:00:00,5ab79326-759b-ee3a-e147-254853cb45d0,False,False,
7cc226e5-2069-8a37-2a6b-a4206c381c71,714bdd60-dfbc-b100-3c3a-ff3f9904b481,094d71a6-3ff5-3318-4c91-eea7e994d721,add,2024-02-27T16:00:00,ed9c0cda-1a63-7bd9-24b5-4542c331d9f5,False,False,
fadc09f9-cd02-e119-fd21-8b2e278a1c26,6edb4bdc-a1e1-f821-f5da-aa77f47d0a20,52a1e84c-cebc-2b05-7345-a01b103cbc58,add,2024-02-08T13:00:00,e038a534-3b6e-09f0-7d25-4faa7ba0f260,False,False,
4dad7e7b-9f9d-fac0-cc52-6eb1e88a5cc0,276145ba-565a-482f-52ea-162665cc55d7,7d470ce4-9bdf-caaf-942e-d7d5914c910c,add,2024-01-19T10:00:00,1980de7c-f800-448c-ad9d-45a2e7686d2f,False,False,
15a614e1-d7e4-1b5c-4fa3-06edca6b7da7,32fea187-d15f-cebc-b256-71797afc05d1,67941fd0-b354-7315-2242-f9cab3aab560,add,2024-01-31T19:00:00,2f56aa76-ed2a-28ff-f25a-1c66bb456eea,False,True,group_membership_drift
947dc935-1688-79c2-f65f-8b14d3a58b6b,6d955373-b8c0-6058-4bda-055f61fb7356,f55e310b-84da-1fc4-c003-5202f859bc6d,add,2024-03-05T02:00:00,2f56aa76-ed2a-28ff-f25a-1c66bb456eea,False,True,group_membership_drift
357c6f9a-de55-f409-cbf0-c662ae51ff2b,55d990bc-5244-23aa-c245-48616fff8cde,1e0e10c6-0cb9-0e2f-3ba7-a8252f66f525,add,2024-01-18T05:00:00,2f56aa76-ed2a-28ff-f25a-1c66bb456eea,False,True,group_membership_drift
897bb5a8-3682-5f1b-1c4d-4dc0d1a09d35,f13aec99-c7a2-3b59-85d8-12aeb07a6a71,d012404b-6394-5acc-933d-4bc32377a402,add,2024-02-22T16:00:00,2f56aa76-ed2a-28ff-f25a-1c66bb456eea,False,True,group_membership_drift
dabf7e94-d3bc-b512-dc94-edce7930c576,a4432af2-4195-1eb2-b55a-e3b8e7b73e49,5acd55cd-2598-29c3-9961-af43f500608a,add,2024-03-08T04:00:00,2f56aa76-ed2a-28ff-f25a-1c66bb456eea,True,True,privilege_escalation_drift
ec6865ce-aa84-8d40-2b0d-f95c19fcfcc5,d0dc157e-c602-71d2-9743-dc332cbcbed6,5acd55cd-2598-29c3-9961-af43f500608a,add,2024-02-10T05:00:00,2f56aa76-ed2a-28ff-f25a-1c66bb456eea,True,True,privilege_escalation_drift
631b187d-8ea7-8c06-8f0a-42ea415e11b2,b729e567-6dc1-6036-7c26-cbc449fc8514,f762b7a3-4563-d8fe-0dba-a992f0abb139,add,2024-01-15T09:00:00,2f56aa76-ed2a-28ff-f25a-1c66bb456eea,True,True,privilege_escalation_drift
b8b4cd08-ea25-597d-6496-d42444c33064,b729e567-6dc1-6036-7c26-cbc449fc8514,5acd55cd-2598-29c3-9961-af43f500608a,add,2024-01-19T09:00:00,2f56aa76-ed2a-28ff-f25a-1c66bb456eea,True,True,privilege_escalation_drift
9bc85825-d60e-dd5a-2aac-2ee5f141123e,b729e567-6dc1-6036-7c26-cbc449fc8514,5acd55cd-2598-29c3-9961-af43f500608a,add,2024-01-24T09:00:00,2f56aa76-ed2a-28ff-f25a-1c66bb456eea,True,True,privilege_escalation_drift
f01206a3-da1a-9354-b931-2b72b6544989,b729e567-6dc1-6036-7c26-cbc449fc8514,1e08d8a2-9472-b7d8-e1e0-e38e4f46fb0e,add,2024-01-28T09:00:00,2f56aa76-ed2a-28ff-f25a-1c66bb456eea,True,True,privilege_escalation_drift
a03590ec-df67-301a-2547-4bbcab96ba0f,e2b8a177-dd01-0d58-58a8-42439a96c6c4,f762b7a3-4563-d8fe-0dba-a992f0abb139,add,2024-02-02T09:00:00,2f56aa76-ed2a-28ff-f25a-1c66bb456eea,True,True,privilege_escalation_drift
a6dec3b0-edcd-b86e-654c-dc9c239b85ec,e2b8a177-dd01-0d58-58a8-42439a96c6c4,1e08d8a2-9472-b7d8-e1e0-e38e4f46fb0e,add,2024-02-08T13:00:00,2f56aa76-ed2a-28ff-f25a-1c66bb456eea,True,True,privilege_escalation_drift
a5169863-4ad1-437b-5c01-4a4b037d939c,e2b8a177-dd01-0d58-58a8-42439a96c6c4,1e08d8a2-9472-b7d8-e1e0-e38e4f46fb0e,add,2024-02-13T12:00:00,2f56aa76-ed2a-28ff-f25a-1c66bb456eea,True,True,privilege_escalation_drift
cbefd1bb-264e-82ea-c4d1-d35cca03962e,e2b8a177-dd01-0d58-58a8-42439a96c6c4,f762b7a3-4563-d8fe-0dba-a992f0abb139,add,2024-02-25T12:00:00,2f56aa76-ed2a-28ff-f25a-1c66bb456eea,True,True,privilege_escalation_drift
bc1705d3-a255-6e32-27d5-adfefd9b743f,e2b8a177-dd01-0d58-58a8-42439a96c6c4,5acd55cd-2598-29c3-9961-af43f500608a,add,2024-02-28T16:00:00,2f56aa76-ed2a-28ff-f25a-1c66bb456eea,True,True,privilege_escalation_drift
