event_id,user_id,computer_id,event_timestamp,logon_type,success,is_off_hours,is_cross_segment,is_anomalous,anomaly_class
4ab257be-ddce-3560-68ab-752c499968e3,718b9a18-45e1-9cd1-c970-07b5407fdae1,c9d4e04d-23d2-5028-4118-69bbbfa71e64,2024-02-29T13:08:00,service,True,False,False,False,
30d797db-3329-a52d-28b1-a781fb2c264e,718b9a18-45e1-9cd1-c970-07b5407fdae1,9b1a83e6-9688-0751-eae9-d9f6447329dd,2024-01-19T12:51:00,service,True,False,False,False,
117ca7a8-c7fe-948c-ec41-b19a388401a1,718b9a18-45e1-9cd1-c970-07b5407fdae1,00f15c2c-d71b-22f0-a7cd-c4d48a0b76b6,2024-01-03T11:50:00,service,True,False,False,False,
30115336-a964-b3d1-3ecf-7781d865611b,718b9a18-45e1-9cd1-c970-07b5407fdae1,abcbd60e-8ca2-ce16-1e3c-847dbe9210a8,2024-03-27T16:02:00,service,True,False,False,False,
a6e4bd14-dd90-71b9-0ca1-49bb1c3c4560,718b9a18-45e1-9cd1-c970-07b5407fdae1,9d613f7f-f168-91af-0cf5-5db6bbd4ae07,2024-03-25T21:32:00,service,True,True,False,False,
cc729fc3-4ccc-e681-2542-8cc1319707e7,718b9a18-45e1-9cd1-c970-07b5407fdae1,228b15c3-f60f-4e3d-fa63-9656c7b46b71,2024-02-24T00:09:00,service,True,True,False,False,
82551560-af1c-fc60-8a5d-3f7b2ce4b322,718b9a18-45e1-9cd1-c970-07b5407fdae1,db5890aa-b792-ef05-b877-32fbf0695f13,2024-01-31T13:10:00,service,True,False,True,False,
d888eddf-8433-58ee-e8db-ab1fda28c2f0,718b9a18-45e1-9cd1-c970-07b5407fdae1,6d896d21-eaf2-b8df-112c-701595a53411,2024-03-19T13:59:00,service,True,False,False,False,
908afb86-d1e8-1abc-d1a8-fb75ecb75f52,718b9a18-45e1-9cd1-c970-07b5407fdae1,7969ac88-9cc8-a74b-599f-87994da37a52,2024-03-01T07:27:00,service,True,True,False,False,
4ef86a7b-0bca-f88e-0a3f-84ba79739582,718b9a18-45e1-9cd1-c970-07b5407fdae1,1b06f755-3b53-e28c-3118-f4f11a018ef7,2024-01-20T04:44:00,service,True,True,False,False,
bae7b380-fd2f-4d96-c5da-6981e0a43610,718b9a18-45e1-9cd1-c970-07b5407fdae1,52e33229-d202-a83d-44b7-6f0ba000e134,2024-03-16T11:27:00,service,True,True,True,False,
f53e35d6-c076-e7bc-294e-7a9f8d5c3b8d,718b9a18-45e1-9cd1-c970-07b5407fdae1,aab3bd24-cb82-f7ec-c6b8-b15f9f113c71,2024-01-21T13:11:00,service,True,True,False,False,
bab58758-e784-e222-64fd-a44967eef300,718b9a18-45e1-9cd1-c970-07b5407fdae1,228b15c3-f60f-4e3d-fa63-9656c7b46b71,2024-02-17T17:37:00,service,True,True,False,False,
a73f23fe-7e15-0146-52dc-d019ceafc55c,718b9a18-45e1-9cd1-c970-07b5407fdae1,b5c630df-78ec-d5c0-703f-f058a4ee6cce,2024-01-13T18:58:00,service,True,True,False,False,
d1ae67bd-7060-74cb-fe5c-01c40926b4a7,718b9a18-45e1-9cd1-c970-07b5407fdae1,3131fc13-95ce-3e5f-a043-3409b8b8dcf6,2024-02-26T19:29:00,service,True,True,False,False,
ba44e820-1285-09a5-4d94-52cbeba8043c,718b9a18-45e1-9cd1-c970-07b5407fdae1,f9045ce3-7aca-4181-5a12-2129e697fa7d,2024-02-08T11:11:00,service,True,False,False,False,
123d9a00-7001-a605-9363-1519a3dc2147,718b9a18-45e1-9cd1-c970-07b5407fdae1,a6e5880d-8680-7c37-0598-d21804602352,2024-02-05T11:20:00,service,True,False,False,False,
3bf64904-e639-c02d-91dd-3bc76bc8c8e7,718b9a18-45e1-9cd1-c970-07b5407fdae1,3ee0b81d-d221-aa0f-d882-8123eb6ea881,2024-03-08T10:48:00,service,True,False,False,False,
6a660be8-448d-faec-d4c8-1a10e9037364,718b9a18-45e1-9cd1-c970-07b5407fdae1,228b15c3-f60f-4e3d-fa63-9656c7b46b71,2024-03-08T08:37:00,service,True,False,False,False,
77e515b7-2b5b-d856-1871-a44cb7ebac3f,718b9a18-45e1-9cd1-c970-07b5407fdae1,78ac376a-243f-b2a3-aff1-dbc7d3d13599,2024-02-01T09:07:00,service,True,False,False,False,
1298d9bc-9343-9dcf-e656-b9ae9f80b079,718b9a18-45e1-9cd1-c970-07b5407fdae1,31f63417-1bc9-06a2-d325-4a1ffe257e9c,2024-01-04T07:37:00,service,True,True,False,False,
40e050f6-3f08-86e9-34bd-0bb8a790d803,718b9a18-45e1-9cd1-c970-07b5407fdae1,b3db64c7-e46d-c99b-e3cb-c2059279144d,2024-03-23T01:36:00,service,True,True,False,False,
15aab8c1-c9cf-02c4-63e3-5f4aaad92614,718b9a18-45e1-9cd1-c970-07b5407fdae1,98f6de67-e0b9-c2d2-1ba1-59e372294306,2024-03-13T21:29:00,service,True,True,False,False,
28a401f1-5174-d049-e0c0-0ed082212433,718b9a18-45e1-9cd1-c970-07b5407fdae1,bb796155-1b96-40e0-8606-cbcf67ae6201,2024-03-22T16:26:00,service,True,False,True,False,
4f9c714a-7fb9-88b9-5bff-f7dc265e0af4,718b9a18-45e1-9cd1-c970-07b5407fdae1,9d613f7f-f168-91af-0cf5-5db6bbd4ae07,2024-03-18T17:01:00,service,True,False,False,False,
a2e0520e-4863-de6f-6541-9b337730fdee,718b9a18-45e1-9cd1-c970-07b5407fdae1,00f15c2c-d71b-22f0-a7cd-c4d48a0b76b6,2024-01-05T17:26:00,service,True,False,False,False,
a2655ecc-bde7-19d3-1e64-b536bed34d16,718b9a18-45e1-9cd1-c970-07b5407fdae1,12dcb5d4-2008-77b0-5b3e-779448f6360d,2024-03-13T16:04:00,service,True,False,False,False,
d0e72067-25f6-9bac-dc81-fbc4cbdc9def,718b9a18-45e1-9cd1-c970-07b5407fdae1,f415ace5-b877-505a-528b-009a8680e2f6,2024-02-27T07:56:00,service,True,True,False,False,
ca80349a-11f4-aa1b-a029-1b1b90ecf355,718b9a18-45e1-9cd1-c970-07b5407fdae1,fbfbea7e-0e83-d12a-1bbb-6202279c37c8,2024-02-16T09:02:00,service,True,False,False,False,
48f7b95a-407d-7548-f9a8-6699c4bcd550,718b9a18-45e1-9cd1-c970-07b5407fdae1,8cc5b1c8-2337-b14b-69c7-82cbf3eb3b5f,2024-02-06T16:19:00,service,True,False,False,False,
cdfdb3db-ddad-2032-959c-9497c284058c,718b9a18-45e1-9cd1-c970-07b5407fdae1,9008112c-602f-d434-4026-6c036d0f82ec,2024-02-01T13:08:00,service,True,False,False,False,
ccbb138f-1175-c1b7-4856-8ef9f124d571,718b9a18-45e1-9cd1-c970-07b5407fdae1,710209ea-cce9-d568-16e3-9252ec7b0045,2024-02-01T08:18:00,service,True,False,False,False,
15dabe6e-6ba2-cf7a-5dc5-2f40b710f0bb,718b9a18-45e1-9cd1-c970-07b5407fdae1,6376b60e-7ed7-0c76-ef08-359a2ec609c9,2024-02-20T10:27:00,service,True,False,False,False,
9addb935-d506-a943-cc02-fad4e90b6a6e,718b9a18-45e1-9cd1-c970-07b5407fdae1,d798cecb-e5b7-6096-e056-75f26812713b,2024-03-19T03:34:00,service,True,True,False,False,
711a11fc-95b5-96dc-5220-a42f92bb32ea,718b9a18-45e1-9cd1-c970-07b5407fdae1,59d36806-ec01-7be2-ac58-9b152b45afd3,2024-01-03T22:55:00,service,True,True,False,False,
0177bba7-bed8-ce00-7c04-9f95fc7b2deb,718b9a18-45e1-9cd1-c970-07b5407fdae1,aeebf240-1747-d1e0-7575-e5f588acde07,2024-03-06T11:12:00,service,True,False,False,False,
7eef9fca-84e3-649a-3bdc-eaaaafa0ee52,718b9a18-45e1-9cd1-c970-07b5407fdae1,abcbd60e-8ca2-ce16-1e3c-847dbe9210a8,2024-02-24T05:05:00,service,True,True,False,False,
4f20560a-7f39-e604-2781-913699e1a784,718b9a18-45e1-9cd1-c970-07b5407fdae1,fc223c02-b9c6-d08e-baf8-bdcf0208a904,2024-03-22T10:26:00,service,True,False,False,False,
65cf11ff-de13-a8ca-01a6-0da46c1a70fe,718b9a18-45e1-9cd1-c970-07b5407fdae1,fbfbea7e-0e83-d12a-1bbb-6202279c37c8,2024-02-15T15:52:00,service,True,False,False,False,
cb7ef9eb-ea9f-64a4-9a92-f63eec1814fb,718b9a18-45e1-9cd1-c970-07b5407fdae1,9b1a83e6-9688-0751-eae9-d9f6447329dd,2024-01-01T23:21:00,service,True,True,False,False,
2c05748d-0f7e-0b01-2d1d-e656e1bb29f3,718b9a18-45e1-9cd1-c970-07b5407fdae1,1403356f-547a-9d2b-2d83-51e62824e2cb,2024-01-20T12:08:00,service,True,True,False,False,
