record_id,computer_id,snapshot_timestamp,missing_patch_count,critical_missing_patch_count,patch_compliance_score,days_since_last_patch_applied,open_kev_count,source_freshness_flag,last_updated_at,is_anomalous,anomaly_class
54d62ca9-d66c-1f70-22d7-84f46dacf576,cebf8d0d-27d8-9ef6-8c0a-f1bfa95dc14f,2024-01-01T00:00:00,3,0,0.958,6.2,0,fresh,2024-01-01T00:00:00,False,
9e5912b4-989f-22b3-7d8e-668ddfd075b3,fc053eda-cdc0-a226-7b5b-329525fcad6a,2024-01-01T00:00:00,4,1,0.902,47.5,0,fresh,2024-01-01T00:00:00,False,
a520ba3d-92fe-f109-320a-e86479376bfa,07da44d5-92f7-544a-321f-590238398ede,2024-01-01T00:00:00,0,0,0.601,10.1,0,fresh,2024-01-01T00:00:00,False,
3422f6bc-1f49-031c-f36f-1024a686894a,1d08bf60-3dfb-5a41-d816-c58ac0b2a8b7,2024-01-01T00:00:00,1,1,0.62,31.3,0,fresh,2024-01-01T00:00:00,False,
0dd81a29-2dfe-f8cb-91cd-1852d425decf,ce56b64d-3b7a-9a92-4350-7d2338b395ae,2024-01-01T00:00:00,4,2,0.732,11.1,0,fresh,2024-01-01T00:00:00,False,
728575cf-3ae1-4cfd-05d9-47f88ed7ced0,d02115e8-f743-e2e8-feed-2b288e48de71,2024-01-01T00:00:00,2,1,0.806,106.8,0,fresh,2024-01-01T00:00:00,False,
4cd44b98-693a-c8c6-1728-8bec87728d3f,129893f4-c3de-d792-9444-5aa0d8c50e92,2024-01-01T00:00:00,4,1,0.807,5.5,0,fresh,2024-01-01T00:00:00,False,
ed07e51b-7d07-663c-4970-195bebe53453,80df3a15-3b82-12c0-43f4-ef4c815f91e5,2024-01-01T00:00:00,0,0,0.895,15.7,0,fresh,2024-01-01T00:00:00,False,
3999ae09-0b0d-b0bf-1a06-0152d50e045e,e079ef13-b205-6cb5-5435-88ea23414aca,2024-01-01T00:00:00,4,1,0.606,12.4,0,fresh,2024-01-01T00:00:00,False,
9ee21e2c-e8e8-ac90-3bd5-f776f1ff0760,231dda6c-cfe3-c282-e76f-48d3753f47eb,2024-01-01T00:00:00,1,0,0.783,109.8,0,fresh,2024-01-01T00:00:00,False,
3140da44-f499-86bd-c1c5-49c654253f44,626e517e-dd9c-61a9-846e-13f1e7ba8489,2024-01-01T00:00:00,1,0,0.923,8.3,0,fresh,2024-01-01T00:00:00,False,
58672935-c040-218c-729e-f3fb5168ed47,6681cef8-c85c-fa06-1820-9938ba4c4cfc,2024-01-01T00:00:00,4,0,0.916,25.4,0,fresh,2024-01-01T00:00:00,False,
12c48b79-315d-f9b8-b4fd-d3af2fed01b3,44b0643d-5a89-a952-72f6-723a4251f7d4,2024-01-01T00:00:00,2,0,0.964,7.1,0,fresh,2024-01-01T00:00:00,False,
