user_id,username,display_name,department,ou_path,account_enabled,account_created_at,account_last_logon,days_since_last_logon,is_privileged,privileged_group_count,is_service_account,password_last_set,days_since_password_change,mfa_enabled,source_freshness_flag,last_updated_at,split
141c30fe-8b51-005f-cde1-1a5c1b37f14f,user_00000,Synthetic User 00000,Operations,"OU=Operations,DC=corp,DC=local",True,2020-05-12T00:00:00,2023-12-27T07:56:29.637787,4.7,False,0,False,2023-10-31T00:00:00,62,False,fresh,2024-01-01T00:00:00,train
b7d8a76f-9ce6-3584-a979-b97e92bdda93,user_00001,Synthetic User 00001,Legal,"OU=Legal,DC=corp,DC=local",True,2021-05-19T00:00:00,2023-12-27T09:35:31.802391,4.6,False,0,False,2023-10-30T00:00:00,63,True,fresh,2024-01-01T00:00:00,test
db737261-e37d-a87b-890f-55a409d29b6a,user_00002,Synthetic User 00002,Executive,"OU=Executive,DC=corp,DC=local",True,2020-05-01T00:00:00,2023-12-28T00:25:41.149810,4.0,False,0,False,2023-07-22T00:00:00,163,False,fresh,2024-01-01T00:00:00,train
a3a2f6be-02de-feb3-f51f-c817eb4bb274,user_00003,Synthetic User 00003,Legal,"OU=Legal,DC=corp,DC=local",True,2021-01-16T00:00:00,2023-12-28T13:58:50.701385,3.4,False,0,False,2023-08-01T00:00:00,153,True,fresh,2024-01-01T00:00:00,train
d5024124-795a-a78f-23c8-5252b7af5182,svc_00004,Synthetic User 00004,Engineering,"OU=Engineering,DC=corp,DC=local",True,2021-12-18T00:00:00,2023-12-31T21:36:00,0.1,False,0,True,2023-07-28T00:00:00,157,False,fresh,2024-01-01T00:00:00,test
7ffc490c-4f87-c307-c641-f9661d80d05c,user_00005,Synthetic User 00005,Legal,"OU=Legal,DC=corp,DC=local",True,2020-08-26T00:00:00,2023-12-20T08:55:36.066975,11.6,False,0,False,2023-07-30T00:00:00,155,False,fresh,2024-01-01T00:00:00,test
ecc762fb-3847-7f04-4792-ec3e7d0f3864,user_00006,Synthetic User 00006,HR,"OU=HR,DC=corp,DC=local",True,2022-03-28T00:00:00,2023-12-27T22:44:27.483898,4.1,False,0,False,2023-08-08T00:00:00,146,False,fresh,2024-01-01T00:00:00,train
47be8083-75a9-e8f8-5d8d-13cbb833488c,user_00007,Synthetic User 00007,Engineering,"OU=Engineering,DC=corp,DC=local",True,2021-04-26T00:00:00,2023-12-11T22:34:24.927607,20.1,False,0,False,2023-10-16T00:00:00,77,False,fresh,2024-01-01T00:00:00,train
bb7831ac-0b71-78b9-b4d4-03d3328c75ed,svc_00008,Synthetic User 00008,Operations,"OU=Operations,DC=corp,DC=local",True,2020-03-14T00:00:00,2023-12-31T21:36:00,0.1,False,0,True,2023-10-15T00:00:00,78,False,fresh,2024-01-01T00:00:00,train
561317a4-190c-5aa6-29ad-e9384bf56d35,user_00009,Synthetic User 00009,IT,"OU=IT,DC=corp,DC=local",True,2022-11-18T00:00:00,2023-12-31T01:18:48.682772,0.9,False,0,False,2023-09-20T00:00:00,103,True,fresh,2024-01-01T00:00:00,train
d5a204a3-53a0-9670-b80b-e7c45ca46c0e,user_00010,Synthetic User 00010,Finance,"OU=Finance,DC=corp,DC=local",True,2020-08-19T00:00:00,2023-12-27T00:39:23.649292,5.0,False,0,False,2023-11-06T00:00:00,56,True,fresh,2024-01-01T00:00:00,test
784876ef-1c2c-f558-64e5-33684df5cc4c,user_00011,Synthetic User 00011,Security,"OU=Security,DC=corp,DC=local",True,2022-10-27T00:00:00,2023-12-29T05:29:39.690886,2.8,False,0,False,2023-10-12T00:00:00,81,True,fresh,2024-01-01T00:00:00,train
fe653114-1373-9210-fb0f-e7fc0d113187,user_00012,Synthetic User 00012,Engineering,"OU=Engineering,DC=corp,DC=local",True,2022-04-24T00:00:00,2023-12-26T00:23:05.850620,6.0,False,0,False,2023-10-18T00:00:00,75,True,fresh,2024-01-01T00:00:00,train
316f29e6-447c-2218-d038-e41d8007f5c2,user_00013,Synthetic User 00013,Engineering,"OU=Engineering,DC=corp,DC=local",True,2022-12-31T00:00:00,2023-12-26T21:19:46.235398,5.1,False,0,False,2023-11-12T00:00:00,50,True,fresh,2024-01-01T00:00:00,val
c30348e6-3a00-6079-9d51-57183791813f,user_00014,Synthetic User 00014,HR,"OU=HR,DC=corp,DC=local",True,2021-05-08T00:00:00,2023-12-29T07:54:49.552442,2.7,False,0,False,2023-08-14T00:00:00,140,True,fresh,2024-01-01T00:00:00,train
