label_id,entity_type,entity_id,anomaly_class,anomaly_severity,injected_at,observable_from,source_record_ids,benchmark_task_id,split
8f4aada6-1734-e093-532b-1f4d514f489b,user,7bb3d427-4ff3-1530-e408-48c7896adaea,stale_privileged_account,high,2024-01-01T00:00:00,2024-01-01T00:00:00,7bb3d427-4ff3-1530-e408-48c7896adaea,T1,train
123a0389-edee-2fe1-d098-b5385fb141d5,user,791d5bf7-0beb-d8b6-8454-4e957fcf59ac,stale_privileged_account,high,2024-01-01T00:00:00,2024-01-01T00:00:00,791d5bf7-0beb-d8b6-8454-4e957fcf59ac,T1,train
83ab8f51-3c5e-a1b9-ea3f-a759a7611323,user,66570146-ce6c-4cb9-f506-dcc8404c8fc6,stale_privileged_account,high,2024-01-01T00:00:00,2024-01-01T00:00:00,66570146-ce6c-4cb9-f506-dcc8404c8fc6,T1,test
0d65355a-d117-32ba-bb53-06d7e6bd4cd1,user,17925f9a-d929-ad2c-f877-07dfb1d5aeda,stale_privileged_account,high,2024-01-01T00:00:00,2024-01-01T00:00:00,17925f9a-d929-ad2c-f877-07dfb1d5aeda,T1,val
4ae6067c-f8ad-902e-9430-080826843808,event,78b63cc9-1c82-7025-2f07-16330bb97a3c,group_membership_drift,medium,2024-01-01T00:00:00,2024-02-15 03:00:00,78b63cc9-1c82-7025-2f07-16330bb97a3c,T2,train
ca6526ad-283d-6c64-a3a7-5aa9cccef75d,event,d87a5795-8365-d692-3fdd-3d5c9436af4f,group_membership_drift,medium,2024-01-01T00:00:00,2024-03-04 04:00:00,d87a5795-8365-d692-3fdd-3d5c9436af4f,T2,test
6421f02a-1c39-805e-919f-2f7cb664d8ca,event,e8f38fec-1333-1150-aaf2-2bcbae687d3a,group_membership_drift,medium,2024-01-01T00:00:00,2024-01-25 06:00:00,e8f38fec-1333-1150-aaf2-2bcbae687d3a,T2,val
940a7cd6-ae73-94ac-80c4-512ef9121854,event,9cfd5bc7-f5f0-dc45-7a10-36cab4d5d602,group_membership_drift,medium,2024-01-01T00:00:00,2024-03-09 11:00:00,9cfd5bc7-f5f0-dc45-7a10-36cab4d5d602,T2,train
ac6dfa7b-db58-353b-406b-82aa2c555240,event,76372b5f-b8e2-d21d-b09b-c20b7ca9f955,privilege_escalation_drift,critical,2024-01-01T00:00:00,2024-03-20 04:00:00,76372b5f-b8e2-d21d-b09b-c20b7ca9f955,T2,train
e29c5f58-3684-e707-076b-e857816ba9bc,event,cfb96e5d-9146-f835-8eca-6f52d19b5b57,privilege_escalation_drift,critical,2024-01-01T00:00:00,2024-02-06 02:00:00,cfb96e5d-9146-f835-8eca-6f52d19b5b57,T2,val
04e34554-7737-9c5b-31ea-690f93b40cbc,computer,6b837cce-c261-ad42-0612-342d0babd09f,endpoint_identity_risk_correlation,critical,2024-01-01T00:00:00,2024-01-01T00:00:00,"6b837cce-c261-ad42-0612-342d0babd09f,4a4c3e68-eb56-546b-fc83-568e594b8802",T3,val
2afe6af5-2f1e-7c13-a6ec-351da6112572,computer,3e9c93e2-154e-02cd-410c-67b7cf84ce04,endpoint_identity_risk_correlation,critical,2024-01-01T00:00:00,2024-01-01T00:00:00,"3e9c93e2-154e-02cd-410c-67b7cf84ce04,17925f9a-d929-ad2c-f877-07dfb1d5aeda",T3,train
c73710c7-6a43-d187-f920-aea1fadefa5c,computer,8613c5de-0903-711a-2b28-47ac355281c3,endpoint_identity_risk_correlation,critical,2024-01-01T00:00:00,2024-01-01T00:00:00,"8613c5de-0903-711a-2b28-47ac355281c3,555b2602-3940-115b-0267-70fdb1521ca6",T3,test
6585576c-0377-2232-0e77-58e456c74bfc,computer,7a2dd15a-4c86-fa0a-1a0f-39b96799c8bd,missing_endpoint_agent,high,2024-01-01T00:00:00,2024-01-01T00:00:00,7a2dd15a-4c86-fa0a-1a0f-39b96799c8bd,T4,train
7873ecb1-0858-58f2-f86d-1f060942d8e5,computer,dc356e56-e270-2a9e-79b0-cd0b19058968,missing_endpoint_agent,high,2024-01-01T00:00:00,2024-01-01T00:00:00,dc356e56-e270-2a9e-79b0-cd0b19058968,T4,val
b0afc1e5-bbe3-c3bc-96ea-c96bdcadc01e,computer,8a9b06ef-6287-bec0-13a0-fd1c1e6d672e,missing_endpoint_agent,high,2024-01-01T00:00:00,2024-01-01T00:00:00,8a9b06ef-6287-bec0-13a0-fd1c1e6d672e,T4,test
cf28be9a-f668-4f88-aaee-ef94ea238a30,computer,eda8e437-cd68-e168-52f6-0b45395654e3,missing_endpoint_agent,high,2024-01-01T00:00:00,2024-01-01T00:00:00,eda8e437-cd68-e168-52f6-0b45395654e3,T4,train
3db48996-ba12-ba56-3022-e94ad8e45a15,computer,466e4921-2e33-8e8f-725c-d15493ec6852,missing_endpoint_agent,high,2024-01-01T00:00:00,2024-01-01T00:00:00,466e4921-2e33-8e8f-725c-d15493ec6852,T4,train
2d7e9ce6-e403-937d-fa11-2019f58a55ef,computer,e35bbf41-4552-221d-3041-951f7b86bef0,missing_endpoint_agent,high,2024-01-01T00:00:00,2024-01-01T00:00:00,e35bbf41-4552-221d-3041-951f7b86bef0,T4,val
ef3fabe6-2ca3-03cc-e3de-52ab1bca2eee,computer,2bfada57-f288-cc1d-10ae-e2fd65e08e1c,missing_endpoint_agent,high,2024-01-01T00:00:00,2024-01-01T00:00:00,2bfada57-f288-cc1d-10ae-e2fd65e08e1c,T4,test
8a587ec7-b2f0-1c6d-8d7d-f1469087775d,computer,fca8364d-04c3-dc14-1fe1-ad4be405a22a,missing_endpoint_agent,high,2024-01-01T00:00:00,2024-01-01T00:00:00,fca8364d-04c3-dc14-1fe1-ad4be405a22a,T4,val
748c5f5f-4bbf-6cee-210a-f9efed477973,computer,fd9c8b5c-bfdc-e91f-5ff7-50d08d88aa56,missing_endpoint_agent,high,2024-01-01T00:00:00,2024-01-01T00:00:00,fd9c8b5c-bfdc-e91f-5ff7-50d08d88aa56,T4,val
7651bed5-425c-98cb-6a51-25338c775169,computer,5679758f-1a6d-fb9f-2b82-337d2ddde64c,missing_endpoint_agent,high,2024-01-01T00:00:00,2024-01-01T00:00:00,5679758f-1a6d-fb9f-2b82-337d2ddde64c,T4,test
7bd23fca-d79b-f134-8b11-0082df3f6ca8,computer,03f08379-1059-c740-0a8d-09abdea72fb2,missing_endpoint_agent,high,2024-01-01T00:00:00,2024-01-01T00:00:00,03f08379-1059-c740-0a8d-09abdea72fb2,T4,train
50ee00cf-2a30-cb1f-d474-6404dd468b7b,computer,8f4a1682-7d0f-67b2-7a49-3cd1d06a27b7,missing_endpoint_agent,high,2024-01-01T00:00:00,2024-01-01T00:00:00,8f4a1682-7d0f-67b2-7a49-3cd1d06a27b7,T4,train
4f7fbebf-4821-22ab-8f71-8ce36640b729,computer,b2d263c3-5b7c-f4e0-068b-63bd27d5780d,missing_endpoint_agent,high,2024-01-01T00:00:00,2024-01-01T00:00:00,b2d263c3-5b7c-f4e0-068b-63bd27d5780d,T4,test
4717da1d-57b7-d1fd-83be-b37f7c96e50a,computer,aa5994b6-8e8b-4175-f31e-b7f013516645,missing_endpoint_agent,high,2024-01-01T00:00:00,2024-01-01T00:00:00,aa5994b6-8e8b-4175-f31e-b7f013516645,T4,train
43741f80-7f04-7851-64d2-b900025eb41a,computer,80df3a15-3b82-12c0-43f4-ef4c815f91e5,missing_endpoint_agent,high,2024-01-01T00:00:00,2024-01-01T00:00:00,80df3a15-3b82-12c0-43f4-ef4c815f91e5,T4,val
a1e89932-695d-1813-3632-323052121d59,computer,ef5c04e8-72a4-ac5d-c81f-54560380bac0,missing_endpoint_agent,high,2024-01-01T00:00:00,2024-01-01T00:00:00,ef5c04e8-72a4-ac5d-c81f-54560380bac0,T4,test
44ada54c-7536-7830-129d-fe83748c7308,computer,4d6c0c22-2de9-8e6e-ab81-d3e7942ca129,missing_endpoint_agent,high,2024-01-01T00:00:00,2024-01-01T00:00:00,4d6c0c22-2de9-8e6e-ab81-d3e7942ca129,T4,test
20661800-bef6-d79d-01bb-1213b653d2f2,computer,f3a7381b-9590-33ce-7527-cda59cd9a6fa,missing_endpoint_agent,high,2024-01-01T00:00:00,2024-01-01T00:00:00,f3a7381b-9590-33ce-7527-cda59cd9a6fa,T4,val
49d076c2-8919-97c1-7325-535ff17406f1,computer,228a028e-bbbd-a719-f939-c8b16b7c8932,missing_endpoint_agent,high,2024-01-01T00:00:00,2024-01-01T00:00:00,228a028e-bbbd-a719-f939-c8b16b7c8932,T4,train
