event_id,computer_id,cve_id,action_type,action_timestamp,actor_type,remediation_latency_days,is_anomalous,anomaly_class
efef4829-7cbe-eafb-1a07-3d4c094a692c,fc053eda-cdc0-a226-7b5b-329525fcad6a,CVE-SYNTH-2024-39209,patch_applied,2023-10-06T04:48:00,manual,86.8,False,
9b775074-948c-e618-7437-202f7d1eb650,ce56b64d-3b7a-9a92-4350-7d2338b395ae,CVE-SYNTH-2024-30718,patch_applied,2023-12-18T09:36:00,manual,13.6,False,
32cdbae2-9084-ff1b-7206-810da99773f0,129893f4-c3de-d792-9444-5aa0d8c50e92,CVE-SYNTH-2024-86371,patch_applied,2023-11-24T19:12:00,automated,37.2,False,
124d89ba-d87e-d2be-c30f-353598dd55cb,80df3a15-3b82-12c0-43f4-ef4c815f91e5,CVE-SYNTH-2024-18264,patch_applied,2023-11-20T14:24:00,manual,41.4,False,
e8d1991f-fbe6-6390-e30e-dbd9463bf203,d3a5c1ea-6ffe-86c0-79d1-a5d415dd858a,CVE-SYNTH-2024-12832,patch_applied,2023-08-30T21:36:00,automated,123.1,False,
15cc275b-03db-fe2f-d33a-87bad772568c,8f092115-54e6-bf6c-6c36-316f396d9a8d,CVE-SYNTH-2024-57817,patch_applied,2023-09-11T07:12:00,manual,111.7,False,
5d9b6a3b-2d01-66b9-4734-483f2ba43963,fca8364d-04c3-dc14-1fe1-ad4be405a22a,CVE-SYNTH-2024-37823,patch_applied,2023-12-08T12:00:00,manual,23.5,False,
2c830db8-561a-ec6d-1459-31a94d20c3a8,7738692d-3b9c-0e0e-434c-beecd8eaedc8,CVE-SYNTH-2024-75785,patch_applied,2023-10-25T16:48:00,automated,67.3,False,
906c9078-4919-acbd-fe49-26f81f1fb274,86797408-7181-18e9-c9cc-cd2c51c0b23e,CVE-SYNTH-2024-10267,patch_applied,2023-10-01T21:36:00,manual,91.1,False,
85fad353-0471-d440-7dd1-b393392c3213,437e3e30-5d9e-4b3c-98eb-ba5e1394b196,CVE-SYNTH-2024-19830,patch_applied,2023-12-08T21:36:00,automated,23.1,False,
72c71d2c-3fd1-7c80-2c97-5efb0ddcc121,95e1e5e1-16d6-840c-8617-8c34fdd1970a,CVE-SYNTH-2024-21850,patch_applied,2023-10-04T09:36:00,manual,88.6,False,
e20ff822-c100-2b55-8da0-7e8e71f63d0d,c5190507-f8fa-d373-2d4d-8964fd5cca5d,CVE-SYNTH-2024-06217,patch_applied,2023-11-04T12:00:00,manual,57.5,False,
a43af600-762c-be69-ce89-f6119037615e,d7699c38-fd60-761c-c85e-f61a4d21f0bf,CVE-SYNTH-2024-06303,patch_applied,2023-12-02T02:24:00,automated,29.9,False,
fd8f09ae-8520-fb09-b6e5-d816c2f1d20b,63745383-4c43-8349-fcd6-d15d3281fd5c,CVE-SYNTH-2024-30090,patch_applied,2023-09-05T16:48:00,automated,117.3,False,
8e844fd4-95ce-5a65-c5f1-303a1d1e517d,cec7a69f-b334-7a48-5af2-85c76d5d10ec,CVE-SYNTH-2024-70892,patch_applied,2023-11-13T21:36:00,automated,48.1,False,
8fec67d0-5743-37d3-8a54-e8970ee4fd8b,cec7a69f-b334-7a48-5af2-85c76d5d10ec,CVE-SYNTH-2024-16321,patch_applied,2023-10-31T12:00:00,manual,61.5,False,
8d2e72e1-7dc3-af03-2af5-f6773edb7430,2dc59623-e25b-6763-d116-2c4c8a374dab,CVE-SYNTH-2024-75912,patch_applied,2023-12-13T02:24:00,automated,18.9,False,
14d0083a-40e5-e6a9-df0f-83974bdb1df0,2dc59623-e25b-6763-d116-2c4c8a374dab,CVE-SYNTH-2024-27718,patch_applied,2023-11-06T19:12:00,automated,55.2,False,
72b44173-85f8-5f8a-9a0a-28d64640b83a,da7a831d-17f6-79a2-9a6f-2a1cf2ee7c16,CVE-SYNTH-2024-45499,patch_applied,2023-12-14T09:36:00,automated,17.6,False,
f37ac558-6add-4e15-c2e6-031084de197a,81d07c30-f8d9-495c-bb5e-c1d716a6ac90,CVE-SYNTH-2024-01323,patch_applied,2023-12-24T02:24:00,manual,7.9,False,
e3c11078-e85c-4d5a-005b-d61eb7115557,2a5034e6-0107-ee55-cb94-6799e4df4a4d,CVE-SYNTH-2024-30145,patch_applied,2023-12-06T19:12:00,automated,25.2,False,
1bcfa77c-6b9e-dcec-75c6-b69ce7612b42,29765e2c-0697-6bdd-e93f-48a8caf0e08a,CVE-SYNTH-2024-78948,patch_applied,2023-11-14T21:36:00,automated,47.1,False,
d9e27b45-d367-feff-149c-29b207d1db1c,338ae7a5-7c12-51e4-e5f3-46284da34b60,CVE-SYNTH-2024-61823,patch_applied,2023-12-27T02:24:00,automated,4.9,False,
49ee7bb4-8584-35b5-e765-49416bb66305,d1372631-2618-7ddd-13d3-c3fab2aa71d5,CVE-SYNTH-2024-72951,patch_applied,2023-11-18T14:24:00,automated,43.4,False,
9f0981b2-a74a-d76e-ce85-9839ac3b628b,d1372631-2618-7ddd-13d3-c3fab2aa71d5,CVE-SYNTH-2024-34046,patch_applied,2023-07-25T02:24:00,manual,159.9,False,
c57da5f5-e97e-98fd-18ad-7a1997a2188e,d1372631-2618-7ddd-13d3-c3fab2aa71d5,CVE-SYNTH-2024-28947,patch_applied,2023-11-21T21:36:00,automated,40.1,False,
864f920e-567f-66cf-2de7-0abd7e62f420,5512026a-d3ba-0a56-37b1-87eae9fc1f8c,CVE-SYNTH-2024-65383,patch_applied,2023-06-04T21:36:00,manual,210.1,False,
249338af-b12f-b2be-1234-87f82baccb49,5512026a-d3ba-0a56-37b1-87eae9fc1f8c,CVE-SYNTH-2024-32958,patch_applied,2023-11-10T12:00:00,automated,51.5,False,
b08a375e-297b-a99d-3869-562aaa73e9bb,2ed2028a-3aa3-0b03-54af-0fbcfb2ffbfa,CVE-SYNTH-2024-50307,patch_applied,2023-10-16T07:12:00,manual,76.7,False,
4e0c5c2d-bb64-05db-5d63-b227a4115452,34631ca3-924b-367d-2c53-f54c86b893db,CVE-SYNTH-2024-76816,patch_applied,2023-10-06T21:36:00,automated,86.1,False,
14c8afa1-7fe6-d4ca-36c2-bc5cee31d444,34631ca3-924b-367d-2c53-f54c86b893db,CVE-SYNTH-2024-67670,patch_applied,2023-09-04T21:36:00,automated,118.1,False,
43266710-d3d1-b1fb-1fb2-33238fe063c3,7a9591f1-468e-df84-1c54-7a2f9f54941c,CVE-SYNTH-2024-80859,patch_applied,2023-09-27T14:24:00,manual,95.4,False,
55fcb3e6-e0c2-f926-414d-90896252d276,79c262f6-1cea-34fb-e048-f47e3454d65a,CVE-SYNTH-2024-29377,patch_applied,2023-06-18T09:36:00,automated,196.6,False,
55c91a3f-3908-928e-2100-440d6231588a,79c262f6-1cea-34fb-e048-f47e3454d65a,CVE-SYNTH-2024-53477,patch_applied,2023-12-09T16:48:00,automated,22.3,False,
5458fe48-9902-a195-3760-c5ef5a314e38,863579bc-c75b-5e86-f537-b598b01a34d5,CVE-SYNTH-2024-72855,patch_applied,2023-10-26T09:36:00,automated,66.6,False,
154a1528-4135-93ba-0124-8b716029dba4,863579bc-c75b-5e86-f537-b598b01a34d5,CVE-SYNTH-2024-58231,patch_applied,2023-10-17T14:24:00,manual,75.4,False,
74bc4956-9154-88c0-8d47-62bd477facb4,863579bc-c75b-5e86-f537-b598b01a34d5,CVE-SYNTH-2024-67174,patch_applied,2023-07-09T16:48:00,automated,175.3,False,
d35fe431-fbee-a347-801c-2a1411ef9e82,863579bc-c75b-5e86-f537-b598b01a34d5,CVE-SYNTH-2024-78535,patch_applied,2023-11-30T21:36:00,automated,31.1,False,
555850a2-cf25-794d-6921-90ffa2bd1d52,d36e928f-51b6-fd36-e5d8-64470f7c4755,CVE-SYNTH-2024-02490,patch_applied,2023-06-23T02:24:00,manual,191.9,False,
0082dea1-2141-e38e-b2f1-a8977e50e6be,895b465d-1102-d88e-c18d-a81351b6c767,CVE-SYNTH-2024-00973,patch_applied,2023-11-19T09:36:00,automated,42.6,False,
159e6419-d668-aa77-bbb9-9122ae6c6538,5679758f-1a6d-fb9f-2b82-337d2ddde64c,CVE-SYNTH-2024-21015,patch_applied,2023-12-08T04:48:00,automated,23.8,False,
b67491f8-daaf-b6f7-323b-8a3f71f8112f,5679758f-1a6d-fb9f-2b82-337d2ddde64c,CVE-SYNTH-2024-62073,patch_applied,2023-08-28T04:48:00,automated,125.8,False,
5497121d-194e-c01d-e210-c14e878f482d,5679758f-1a6d-fb9f-2b82-337d2ddde64c,CVE-SYNTH-2024-46644,patch_applied,2023-12-03T19:12:00,manual,28.2,False,
8bd15d1a-6b98-ac9f-254b-d2f8a49e3aa5,af8f3b90-68cd-e3ed-fca5-82cc57edc16a,CVE-SYNTH-2024-35743,patch_applied,2023-11-18T00:00:00,automated,44.0,False,
779d707d-d02e-a336-4fde-c82fee8ca05f,af8f3b90-68cd-e3ed-fca5-82cc57edc16a,CVE-SYNTH-2024-67991,patch_applied,2023-06-21T07:12:00,automated,193.7,False,
50c672db-3130-c141-0a3e-25841bbdb8f0,f91f8f16-c44f-26e7-dd54-4d3ed7713acf,CVE-SYNTH-2024-14975,patch_applied,2023-11-26T07:12:00,automated,35.7,False,
3d0e77bc-f28d-1a7e-29f4-6418f43541da,c9237bcd-60ea-64a3-da26-6e2af21d39cb,CVE-SYNTH-2024-24673,patch_applied,2023-09-12T04:48:00,manual,110.8,False,
71b4c02a-5776-859a-e91b-a04e66af2cd6,18b8245b-237f-7cc0-951b-cfcbe19bafdd,CVE-SYNTH-2024-08830,patch_applied,2023-12-16T14:24:00,manual,15.4,False,
a58d053a-e420-b5ce-f25e-3b5e6e998b21,9f2ae55e-b764-07d0-9cf7-2ea171d538c9,CVE-SYNTH-2024-75260,patch_applied,2023-11-27T14:24:00,automated,34.4,False,
4d9f99b0-85bd-9085-3648-4449051c41f6,9f2ae55e-b764-07d0-9cf7-2ea171d538c9,CVE-SYNTH-2024-48468,patch_applied,2023-11-29T02:24:00,automated,32.9,False,
0a5cd931-c3e1-7b1d-3e4a-6755e7d47c83,e7aa6356-779e-bdf8-e903-862973d27b8f,CVE-SYNTH-2024-28744,patch_applied,2023-12-12T00:00:00,automated,20.0,False,
50618963-8607-d98d-303c-0a34398c6c3d,71d80f72-f498-9e89-0366-f4089cfdbe86,CVE-SYNTH-2024-85191,patch_applied,2023-10-07T07:12:00,manual,85.7,False,
