record_id,computer_id,snapshot_timestamp,missing_patch_count,critical_missing_patch_count,patch_compliance_score,days_since_last_patch_applied,open_kev_count,source_freshness_flag,last_updated_at,is_anomalous,anomaly_class
54d62ca9-d66c-1f70-22d7-84f46dacf576,cebf8d0d-27d8-9ef6-8c0a-f1bfa95dc14f,2024-01-01T00:00:00,1,1,0.735,34.1,1,fresh,2024-01-01T00:00:00,False,
9e5912b4-989f-22b3-7d8e-668ddfd075b3,fc053eda-cdc0-a226-7b5b-329525fcad6a,2024-01-01T00:00:00,5,2,0.838,7.5,0,fresh,2024-01-01T00:00:00,False,
a520ba3d-92fe-f109-320a-e86479376bfa,07da44d5-92f7-544a-321f-590238398ede,2024-01-01T00:00:00,3,0,0.712,36.2,0,fresh,2024-01-01T00:00:00,False,
3422f6bc-1f49-031c-f36f-1024a686894a,1d08bf60-3dfb-5a41-d816-c58ac0b2a8b7,2024-01-01T00:00:00,0,0,0.957,10.3,0,fresh,2024-01-01T00:00:00,False,
0dd81a29-2dfe-f8cb-91cd-1852d425decf,ce56b64d-3b7a-9a92-4350-7d2338b395ae,2024-01-01T00:00:00,3,0,0.85,34.3,0,fresh,2024-01-01T00:00:00,False,
728575cf-3ae1-4cfd-05d9-47f88ed7ced0,d02115e8-f743-e2e8-feed-2b288e48de71,2024-01-01T00:00:00,0,0,0.943,10.1,0,fresh,2024-01-01T00:00:00,False,
4cd44b98-693a-c8c6-1728-8bec87728d3f,129893f4-c3de-d792-9444-5aa0d8c50e92,2024-01-01T00:00:00,0,0,0.98,12.4,0,fresh,2024-01-01T00:00:00,False,
ed07e51b-7d07-663c-4970-195bebe53453,80df3a15-3b82-12c0-43f4-ef4c815f91e5,2024-01-01T00:00:00,5,0,0.804,9.4,0,fresh,2024-01-01T00:00:00,False,
3999ae09-0b0d-b0bf-1a06-0152d50e045e,e079ef13-b205-6cb5-5435-88ea23414aca,2024-01-01T00:00:00,1,0,0.858,52.7,0,fresh,2024-01-01T00:00:00,False,
9ee21e2c-e8e8-ac90-3bd5-f776f1ff0760,231dda6c-cfe3-c282-e76f-48d3753f47eb,2024-01-01T00:00:00,0,0,0.951,34.3,0,fresh,2024-01-01T00:00:00,False,
3140da44-f499-86bd-c1c5-49c654253f44,626e517e-dd9c-61a9-846e-13f1e7ba8489,2024-01-01T00:00:00,3,0,0.949,44.7,0,fresh,2024-01-01T00:00:00,False,
58672935-c040-218c-729e-f3fb5168ed47,6681cef8-c85c-fa06-1820-9938ba4c4cfc,2024-01-01T00:00:00,3,1,0.908,34.0,0,fresh,2024-01-01T00:00:00,False,
12c48b79-315d-f9b8-b4fd-d3af2fed01b3,44b0643d-5a89-a952-72f6-723a4251f7d4,2024-01-01T00:00:00,0,0,0.915,108.7,0,fresh,2024-01-01T00:00:00,False,
f9607ffd-f742-5c04-225d-5d03052d9246,d3a5c1ea-6ffe-86c0-79d1-a5d415dd858a,2024-01-01T00:00:00,0,0,0.98,2.8,0,fresh,2024-01-01T00:00:00,False,
84a0b811-bc96-6101-957c-88e0cbf4e06d,8f092115-54e6-bf6c-6c36-316f396d9a8d,2024-01-01T00:00:00,1,0,0.758,7.8,0,fresh,2024-01-01T00:00:00,False,
f3e971af-daa5-52de-38e7-00d8bf726085,f9cdaa33-ed1c-ded6-6cf4-9713314c7b5e,2024-01-01T00:00:00,2,2,0.852,37.7,0,fresh,2024-01-01T00:00:00,False,
f3b7ea69-ee46-5288-a26f-3e6c4bc58a9c,b5dcf9ee-f579-e67f-8578-03d972cee7e1,2024-01-01T00:00:00,3,1,0.756,40.0,0,fresh,2024-01-01T00:00:00,False,
0ddc0e8b-3d38-14a5-c288-941dce7a0905,9e1e5d79-9111-38b4-33de-e4ff5a51d4a5,2024-01-01T00:00:00,1,1,0.768,31.2,0,fresh,2024-01-01T00:00:00,False,
c955f661-e064-e4c7-e483-3d541a5128ec,652803d1-dc78-57f1-6e21-b5365debc317,2024-01-01T00:00:00,2,1,0.91,36.2,0,fresh,2024-01-01T00:00:00,False,
c64b221c-5cd5-bee9-7f26-4e83db45811b,7d2061a7-f393-f021-5ab4-f62d877a9867,2024-01-01T00:00:00,2,1,0.916,31.9,0,fresh,2024-01-01T00:00:00,False,
e3922f4c-e827-106f-6696-6bc6a0b4b3c4,0d924ec2-206e-fb1e-d2b1-443aeebc70fa,2024-01-01T00:00:00,1,0,0.859,51.1,0,fresh,2024-01-01T00:00:00,False,
