user_id,username,display_name,department,ou_path,account_enabled,account_created_at,account_last_logon,days_since_last_logon,is_privileged,privileged_group_count,is_service_account,password_last_set,days_since_password_change,mfa_enabled,source_freshness_flag,last_updated_at,split
9d1af36d-9a7f-0631-197d-1dca49b882a9,user_00000,Synthetic User 00000,Engineering,"OU=Engineering,DC=corp,DC=local",False,2022-01-22T00:00:00,2023-12-29T06:18:49.098276,2.7,False,0,False,2023-08-01T00:00:00,153,False,fresh,2024-01-01T00:00:00,train
aa77f6f5-e684-5511-0353-9e9d9a8f950f,user_00001,Synthetic User 00001,Finance,"OU=Finance,DC=corp,DC=local",True,2020-04-27T00:00:00,2023-12-28T01:35:46.636645,3.9,False,0,False,2023-12-21T00:00:00,11,True,fresh,2024-01-01T00:00:00,train
eac8d972-f566-eb07-74bf-d6a85f60f91a,user_00002,Synthetic User 00002,Executive,"OU=Executive,DC=corp,DC=local",True,2022-02-17T00:00:00,2023-12-29T21:40:09.709556,2.1,False,0,False,2023-10-05T00:00:00,88,True,fresh,2024-01-01T00:00:00,train
cc820863-37d1-4b78-c851-74a36c90bf36,user_00003,Synthetic User 00003,Legal,"OU=Legal,DC=corp,DC=local",True,2021-12-04T00:00:00,2023-12-25T07:30:56.178121,6.7,False,0,False,2023-11-16T00:00:00,46,True,fresh,2024-01-01T00:00:00,val
042345ef-6bc7-3eda-9c85-4d078cba2591,user_00004,Synthetic User 00004,Executive,"OU=Executive,DC=corp,DC=local",True,2021-06-24T00:00:00,2023-12-27T12:52:00.609638,4.5,False,0,False,2023-11-18T00:00:00,44,True,fresh,2024-01-01T00:00:00,train
efa3355b-7e46-2333-5977-7d38f8c30250,user_00005,Synthetic User 00005,HR,"OU=HR,DC=corp,DC=local",True,2020-09-19T00:00:00,2023-12-23T08:16:16.733777,8.7,False,0,False,2023-07-19T00:00:00,166,True,fresh,2024-01-01T00:00:00,val
cfab1faf-16ae-0b89-371b-fd4c702ce8c8,user_00006,Synthetic User 00006,Engineering,"OU=Engineering,DC=corp,DC=local",True,2022-05-24T00:00:00,2023-12-27T15:46:28.837672,4.3,False,0,False,2023-07-20T00:00:00,165,True,fresh,2024-01-01T00:00:00,train
632beba0-0006-718f-c224-25ce041bdbb1,svc_00007,Synthetic User 00007,Finance,"OU=Finance,DC=corp,DC=local",True,2021-03-12T00:00:00,2023-12-31T11:41:44.123657,0.5,False,0,True,2023-08-16T00:00:00,138,False,fresh,2024-01-01T00:00:00,train
20a14947-e82b-9208-fffd-ed5cb0ac7a45,user_00008,Synthetic User 00008,IT,"OU=IT,DC=corp,DC=local",True,2020-06-15T00:00:00,2023-12-30T12:01:22.520310,1.5,False,0,False,2023-07-06T00:00:00,179,True,fresh,2024-01-01T00:00:00,test
2598af14-b2df-9a3b-0017-5a39121284e6,user_00009,Synthetic User 00009,IT,"OU=IT,DC=corp,DC=local",True,2021-02-28T00:00:00,2023-11-21T08:12:08.523702,40.7,False,0,False,2023-09-20T00:00:00,103,False,fresh,2024-01-01T00:00:00,test
6ab09b82-4714-ee02-7e84-422649ee4f73,user_00010,Synthetic User 00010,Executive,"OU=Executive,DC=corp,DC=local",True,2021-09-24T00:00:00,2023-12-28T01:42:35.409112,3.9,False,0,False,2023-11-17T00:00:00,45,False,fresh,2024-01-01T00:00:00,test
97b66935-b8c5-bce4-1c50-3fad49e7146a,user_00011,Synthetic User 00011,Executive,"OU=Executive,DC=corp,DC=local",True,2022-11-01T00:00:00,2023-12-29T07:09:13.410447,2.7,False,0,False,2023-07-26T00:00:00,159,False,fresh,2024-01-01T00:00:00,val
1e970dca-be01-ff65-d034-9efe08c8965b,user_00012,Synthetic User 00012,HR,"OU=HR,DC=corp,DC=local",True,2021-08-30T00:00:00,2023-12-24T09:08:58.090402,7.6,False,0,False,2023-11-23T00:00:00,39,False,fresh,2024-01-01T00:00:00,test
123a3151-cd30-4c9a-86f0-08a8eaa9544d,user_00013,Synthetic User 00013,Finance,"OU=Finance,DC=corp,DC=local",True,2020-07-20T00:00:00,2023-12-29T11:34:39.931397,2.5,False,0,False,2023-12-26T00:00:00,6,False,fresh,2024-01-01T00:00:00,train
0c6a104d-46b4-9aef-9ea0-ead7bb92a9cb,user_00014,Synthetic User 00014,Engineering,"OU=Engineering,DC=corp,DC=local",True,2022-04-21T00:00:00,2023-12-29T14:12:17.105077,2.4,False,0,False,2023-11-14T00:00:00,48,True,fresh,2024-01-01T00:00:00,test
fdbb06e5-6055-b1fa-9075-51d66f08ad21,user_00015,Synthetic User 00015,Security,"OU=Security,DC=corp,DC=local",True,2022-11-26T00:00:00,2023-12-27T18:35:32.344706,4.2,False,0,False,2023-07-24T00:00:00,161,True,fresh,2024-01-01T00:00:00,train
d66e4ae7-5354-aa4f-efec-a0ba5d86bba5,user_00016,Synthetic User 00016,Executive,"OU=Executive,DC=corp,DC=local",True,2022-02-26T00:00:00,2023-12-22T01:04:27.626489,10.0,False,0,False,2023-07-07T00:00:00,178,False,fresh,2024-01-01T00:00:00,train
4f97ae5b-6069-030f-d73e-970e2cc7a7ec,user_00017,Synthetic User 00017,IT,"OU=IT,DC=corp,DC=local",True,2022-10-11T00:00:00,2023-12-28T07:00:34.618920,3.7,False,0,False,2023-09-19T00:00:00,104,True,fresh,2024-01-01T00:00:00,test
46791af5-5fe9-f623-ae50-54ba376c112d,user_00018,Synthetic User 00018,Executive,"OU=Executive,DC=corp,DC=local",True,2022-07-23T00:00:00,2023-12-30T08:19:19.988631,1.7,False,0,False,2023-12-22T00:00:00,10,False,fresh,2024-01-01T00:00:00,train
3074c3d2-7e01-9b69-2874-2a6233706d95,user_00019,Synthetic User 00019,Executive,"OU=Executive,DC=corp,DC=local",True,2022-06-14T00:00:00,2023-12-28T11:37:28.636714,3.5,False,0,False,2023-07-16T00:00:00,169,False,fresh,2024-01-01T00:00:00,train
4022b259-5f4e-1384-cd3c-8334c80d7b7c,user_00020,Synthetic User 00020,Operations,"OU=Operations,DC=corp,DC=local",True,2022-02-12T00:00:00,2023-12-28T08:56:09.410023,3.6,False,0,False,2023-08-14T00:00:00,140,True,fresh,2024-01-01T00:00:00,val
4106cae1-7a24-3570-c4a0-92030550d6a4,user_00021,Synthetic User 00021,Operations,"OU=Operations,DC=corp,DC=local",True,2021-06-03T00:00:00,2023-12-15T23:46:55.984640,16.0,False,0,False,2023-10-22T00:00:00,71,True,fresh,2024-01-01T00:00:00,train
429ea10b-809c-8792-a115-b87f7920aaf5,user_00022,Synthetic User 00022,Operations,"OU=Operations,DC=corp,DC=local",True,2021-05-29T00:00:00,2023-12-28T06:12:55.623124,3.7,False,0,False,2023-11-20T00:00:00,42,True,fresh,2024-01-01T00:00:00,train
24c7c97e-6b16-5815-bed6-45bec907e0f1,user_00023,Synthetic User 00023,Security,"OU=Security,DC=corp,DC=local",False,2020-06-08T00:00:00,2023-12-27T11:09:57.511707,4.5,False,0,False,2023-09-10T00:00:00,113,False,fresh,2024-01-01T00:00:00,val
fc1a5671-6ac8-3623-d7a3-db4de20a8518,user_00024,Synthetic User 00024,Engineering,"OU=Engineering,DC=corp,DC=local",True,2021-11-07T00:00:00,2023-12-28T16:32:37.169003,3.3,False,0,False,2023-08-03T00:00:00,151,True,fresh,2024-01-01T00:00:00,test
d4a97b5e-c982-f9aa-a93b-e9b27dc79bf1,user_00025,Synthetic User 00025,Executive,"OU=Executive,DC=corp,DC=local",True,2022-07-08T00:00:00,2023-12-29T16:34:29.365514,2.3,False,0,False,2023-12-27T00:00:00,5,True,fresh,2024-01-01T00:00:00,train
d1de2ea7-4216-965f-be0a-44ba80178a03,user_00026,Synthetic User 00026,Security,"OU=Security,DC=corp,DC=local",True,2020-04-29T00:00:00,2023-02-24T15:55:27.045436,310.3,True,1,False,2023-07-08T00:00:00,177,True,fresh,2024-01-01T00:00:00,test
ef3ab93c-951a-0b11-11d5-9d7baf81964e,user_00027,Synthetic User 00027,Engineering,"OU=Engineering,DC=corp,DC=local",True,2021-01-07T00:00:00,2023-12-30T17:15:20.805750,1.3,False,0,False,2023-12-10T00:00:00,22,False,fresh,2024-01-01T00:00:00,val
d05c6828-0418-3b6c-ce02-2cbf78378939,user_00028,Synthetic User 00028,Executive,"OU=Executive,DC=corp,DC=local",True,2022-10-06T00:00:00,2023-12-26T23:22:42.369862,5.0,False,0,False,2023-07-23T00:00:00,162,True,fresh,2024-01-01T00:00:00,train
9cf8bf33-8635-19d2-f3b6-060d84e8db7a,svc_00029,Synthetic User 00029,Executive,"OU=Executive,DC=corp,DC=local",True,2020-06-07T00:00:00,2023-12-31T12:51:18.369197,0.5,False,0,True,2023-12-07T00:00:00,25,True,fresh,2024-01-01T00:00:00,train
baeb63f7-62dc-e71c-1fda-cbd5ef09fced,user_00030,Synthetic User 00030,Security,"OU=Security,DC=corp,DC=local",True,2022-03-26T00:00:00,2023-11-02T12:06:09.361671,59.5,False,0,False,2023-10-02T00:00:00,91,False,fresh,2024-01-01T00:00:00,train
d2b008a3-20bf-29eb-f892-91f9629351a8,user_00031,Synthetic User 00031,HR,"OU=HR,DC=corp,DC=local",True,2022-03-01T00:00:00,2023-12-22T18:58:35.782030,9.2,False,0,False,2023-10-24T00:00:00,69,False,fresh,2024-01-01T00:00:00,train
03993ffd-c7b6-dcc4-0267-5187d43b2831,user_00032,Synthetic User 00032,Operations,"OU=Operations,DC=corp,DC=local",True,2022-01-10T00:00:00,2023-12-28T01:07:32.109804,4.0,False,0,False,2023-09-10T00:00:00,113,True,fresh,2024-01-01T00:00:00,val
cf6caf5a-5475-3d33-449c-da8c6ad95b1f,svc_00033,Synthetic User 00033,Executive,"OU=Executive,DC=corp,DC=local",True,2021-03-13T00:00:00,2023-12-30T22:56:44.444431,1.0,False,0,True,2023-09-08T00:00:00,115,True,fresh,2024-01-01T00:00:00,train
