user_id,username,display_name,department,ou_path,account_enabled,account_created_at,account_last_logon,days_since_last_logon,is_privileged,privileged_group_count,is_service_account,password_last_set,days_since_password_change,mfa_enabled,source_freshness_flag,last_updated_at,split
141c30fe-8b51-005f-cde1-1a5c1b37f14f,user_00000,Synthetic User 00000,HR,"OU=HR,DC=corp,DC=local",True,2020-12-28T00:00:00,2023-12-23T13:44:04.064459,45.85817682584303,False,0,False,2023-10-05T00:00:00,88,False,stale_heavy,2024-01-01T00:00:00,train
b7d8a76f-9ce6-3584-a979-b97e92bdda93,svc_00001,Synthetic User 00001,Security,"OU=Security,DC=corp,DC=local",True,2022-03-15T00:00:00,2023-12-31T14:57:28.365789,0.4,False,0,True,2023-09-25T00:00:00,98,True,fresh,2024-01-01T00:00:00,val
db737261-e37d-a87b-890f-55a409d29b6a,user_00002,Synthetic User 00002,Legal,"OU=Legal,DC=corp,DC=local",True,2021-11-29T00:00:00,2023-12-25T03:22:16.650858,6.9,False,0,False,2023-08-06T00:00:00,148,True,fresh,2024-01-01T00:00:00,train
a3a2f6be-02de-feb3-f51f-c817eb4bb274,user_00003,Synthetic User 00003,IT,"OU=IT,DC=corp,DC=local",True,2022-09-05T00:00:00,2023-12-27T21:36:11.796339,4.1,False,0,False,2023-12-10T00:00:00,22,False,fresh,2024-01-01T00:00:00,train
d5024124-795a-a78f-23c8-5252b7af5182,user_00004,Synthetic User 00004,IT,"OU=IT,DC=corp,DC=local",True,2020-03-10T00:00:00,2023-12-18T17:18:05.486766,53.352903919560305,False,0,False,2023-08-16T00:00:00,138,False,stale_heavy,2024-01-01T00:00:00,train
7ffc490c-4f87-c307-c641-f9661d80d05c,user_00005,Synthetic User 00005,Engineering,"OU=Engineering,DC=corp,DC=local",True,2022-11-22T00:00:00,2023-12-29T07:15:32.192478,2.7,True,2,False,2023-09-25T00:00:00,98,False,fresh,2024-01-01T00:00:00,train
ecc762fb-3847-7f04-4792-ec3e7d0f3864,user_00006,Synthetic User 00006,Executive,"OU=Executive,DC=corp,DC=local",True,2022-01-19T00:00:00,2023-12-19T06:05:00.543008,12.7,False,0,False,2023-09-09T00:00:00,114,True,fresh,2024-01-01T00:00:00,test
47be8083-75a9-e8f8-5d8d-13cbb833488c,user_00007,Synthetic User 00007,IT,"OU=IT,DC=corp,DC=local",True,2020-01-12T00:00:00,2023-12-23T08:32:44.133824,54.294301839176036,False,0,False,2023-07-17T00:00:00,168,True,stale_heavy,2024-01-01T00:00:00,train
bb7831ac-0b71-78b9-b4d4-03d3328c75ed,user_00008,Synthetic User 00008,Executive,"OU=Executive,DC=corp,DC=local",True,2020-01-11T00:00:00,2023-12-25T01:18:42.982194,6.9,False,0,False,2023-12-15T00:00:00,17,False,fresh,2024-01-01T00:00:00,train
561317a4-190c-5aa6-29ad-e9384bf56d35,user_00009,Synthetic User 00009,Operations,"OU=Operations,DC=corp,DC=local",True,2022-08-28T00:00:00,2023-12-14T19:14:40.473789,17.2,False,0,False,2023-09-30T00:00:00,93,False,fresh,2024-01-01T00:00:00,train
d5a204a3-53a0-9670-b80b-e7c45ca46c0e,svc_00010,Synthetic User 00010,HR,"OU=HR,DC=corp,DC=local",True,2021-11-18T00:00:00,2023-12-31T21:36:00,50.120973263849365,False,0,True,2023-08-22T00:00:00,132,True,stale_heavy,2024-01-01T00:00:00,val
784876ef-1c2c-f558-64e5-33684df5cc4c,user_00011,Synthetic User 00011,Operations,"OU=Operations,DC=corp,DC=local",True,2020-02-29T00:00:00,2023-12-09T08:04:59.750762,22.7,False,0,False,2023-11-18T00:00:00,44,False,fresh,2024-01-01T00:00:00,val
fe653114-1373-9210-fb0f-e7fc0d113187,user_00012,Synthetic User 00012,Operations,"OU=Operations,DC=corp,DC=local",True,2022-06-19T00:00:00,2023-12-12T12:35:19.881957,19.5,False,0,False,2023-08-25T00:00:00,129,True,fresh,2024-01-01T00:00:00,train
316f29e6-447c-2218-d038-e41d8007f5c2,svc_00013,Synthetic User 00013,Security,"OU=Security,DC=corp,DC=local",True,2020-01-05T00:00:00,2023-12-30T23:11:30.291008,1.0,False,0,True,2023-08-14T00:00:00,140,True,fresh,2024-01-01T00:00:00,train
c30348e6-3a00-6079-9d51-57183791813f,user_00014,Synthetic User 00014,Executive,"OU=Executive,DC=corp,DC=local",True,2022-12-17T00:00:00,2023-12-13T08:20:15.452682,51.637631075725125,False,0,False,2023-11-12T00:00:00,50,False,stale_heavy,2024-01-01T00:00:00,test
3f8c1739-95bb-4f67-0be9-9a5f2ee1cebd,user_00015,Synthetic User 00015,Engineering,"OU=Engineering,DC=corp,DC=local",True,2022-02-11T00:00:00,2023-12-28T22:02:38.588407,3.1,False,0,False,2023-10-02T00:00:00,91,False,fresh,2024-01-01T00:00:00,test
aded6bd6-db23-2be9-2436-70e96cae1898,user_00016,Synthetic User 00016,Security,"OU=Security,DC=corp,DC=local",True,2020-08-04T00:00:00,2023-12-19T09:53:40.667535,12.6,False,0,False,2023-12-16T00:00:00,16,True,fresh,2024-01-01T00:00:00,test
958e516c-47e5-0516-3b1b-a6d80b96bce3,user_00017,Synthetic User 00017,Operations,"OU=Operations,DC=corp,DC=local",True,2021-04-20T00:00:00,2023-12-27T21:26:05.270935,40.529438931210315,False,0,False,2023-07-18T00:00:00,167,True,stale_heavy,2024-01-01T00:00:00,val
6f34c819-b8a1-29cd-ae34-775a40d316ab,user_00018,Synthetic User 00018,Legal,"OU=Legal,DC=corp,DC=local",True,2021-01-06T00:00:00,2023-12-14T08:44:45.836702,41.13081810040961,False,0,False,2023-09-29T00:00:00,94,False,stale_heavy,2024-01-01T00:00:00,train
62750059-4bef-1d23-6416-cf07b043e4e8,user_00019,Synthetic User 00019,IT,"OU=IT,DC=corp,DC=local",True,2021-03-19T00:00:00,2023-12-25T00:46:46.671770,7.0,False,0,False,2023-09-23T00:00:00,100,True,fresh,2024-01-01T00:00:00,test
3e4a6a9a-bef6-77ca-4102-0bd5ca308bb6,user_00020,Synthetic User 00020,Operations,"OU=Operations,DC=corp,DC=local",True,2021-09-30T00:00:00,2023-11-16T16:04:08.188162,45.3,False,0,False,2023-12-02T00:00:00,30,False,fresh,2024-01-01T00:00:00,train
306d6875-f27e-4ab1-4ae1-d750d0d78302,user_00021,Synthetic User 00021,Legal,"OU=Legal,DC=corp,DC=local",True,2021-09-15T00:00:00,2023-12-28T05:29:14.916433,3.8,False,0,False,2023-10-09T00:00:00,84,True,fresh,2024-01-01T00:00:00,train
4e818c2b-5ce5-9e27-dab4-a0b3136e1b5a,user_00022,Synthetic User 00022,IT,"OU=IT,DC=corp,DC=local",True,2020-07-07T00:00:00,2023-12-28T09:57:59.423847,3.6,False,0,False,2023-10-10T00:00:00,83,True,fresh,2024-01-01T00:00:00,test
5fb598bd-5513-34b7-9534-c60a421d062f,user_00023,Synthetic User 00023,Engineering,"OU=Engineering,DC=corp,DC=local",True,2020-03-16T00:00:00,2023-11-26T12:35:43.616007,68.75161427154738,False,0,False,2023-07-29T00:00:00,156,True,stale_heavy,2024-01-01T00:00:00,test
2e12f164-db10-95d6-cf9a-924b92c9558c,user_00024,Synthetic User 00024,Executive,"OU=Executive,DC=corp,DC=local",True,2021-09-22T00:00:00,2023-12-26T09:21:16.981265,5.6,False,0,False,2023-07-12T00:00:00,173,True,fresh,2024-01-01T00:00:00,train
a073a399-ae79-ea3b-1484-692e23080ced,user_00025,Synthetic User 00025,Security,"OU=Security,DC=corp,DC=local",True,2022-03-13T00:00:00,2023-12-29T11:37:19.076668,2.5,False,0,False,2023-11-19T00:00:00,43,False,fresh,2024-01-01T00:00:00,train
20370ea6-25b4-f043-c954-a3aeb856db7f,svc_00026,Synthetic User 00026,Executive,"OU=Executive,DC=corp,DC=local",True,2022-10-21T00:00:00,2023-12-31T19:40:08.510997,0.2,False,0,True,2023-10-28T00:00:00,65,False,fresh,2024-01-01T00:00:00,val
00c3d4c3-c986-0771-1ec8-0fc3b5d0e3ee,user_00027,Synthetic User 00027,Engineering,"OU=Engineering,DC=corp,DC=local",True,2020-03-26T00:00:00,2023-12-20T17:35:39.025035,11.3,False,0,False,2023-12-06T00:00:00,26,True,fresh,2024-01-01T00:00:00,train
968c7ed1-f4dc-c525-5df3-e887ca324fe9,user_00028,Synthetic User 00028,Legal,"OU=Legal,DC=corp,DC=local",True,2022-07-17T00:00:00,2023-12-29T23:39:57.262976,2.0,False,0,False,2023-09-26T00:00:00,97,True,fresh,2024-01-01T00:00:00,train
2f32dc69-c8f4-10ff-76cb-196476185e39,user_00029,Synthetic User 00029,Finance,"OU=Finance,DC=corp,DC=local",True,2020-07-06T00:00:00,2023-12-23T04:16:32.754945,8.8,False,0,False,2023-12-22T00:00:00,10,False,fresh,2024-01-01T00:00:00,train
dafde682-bba9-baa3-1197-a20b3cd839d3,user_00030,Synthetic User 00030,Security,"OU=Security,DC=corp,DC=local",True,2022-01-18T00:00:00,2023-12-25T16:30:04.099505,6.3,False,0,False,2023-08-22T00:00:00,132,False,fresh,2024-01-01T00:00:00,test
0b4775b4-74f8-fcf1-7cd9-a4ab4ce7aaea,user_00031,Synthetic User 00031,Executive,"OU=Executive,DC=corp,DC=local",True,2021-07-11T00:00:00,2023-11-04T12:42:52.048493,57.5,False,0,False,2023-11-29T00:00:00,33,True,fresh,2024-01-01T00:00:00,test
b8778bbe-45c3-fa7b-52e3-ccb7d9b9c247,user_00032,Synthetic User 00032,Executive,"OU=Executive,DC=corp,DC=local",True,2021-10-03T00:00:00,2023-12-28T17:08:42.755213,3.3,False,0,False,2023-12-30T00:00:00,2,True,fresh,2024-01-01T00:00:00,train
1fd04636-2923-0576-6d27-58e8e33cd410,user_00033,Synthetic User 00033,IT,"OU=IT,DC=corp,DC=local",True,2022-09-21T00:00:00,2023-12-24T12:50:40.801969,7.5,False,0,False,2023-08-04T00:00:00,150,False,fresh,2024-01-01T00:00:00,train
a3237cbd-831b-463d-c774-853640232eed,user_00034,Synthetic User 00034,Security,"OU=Security,DC=corp,DC=local",True,2020-06-22T00:00:00,2023-12-25T20:09:26.707711,6.2,True,3,False,2023-11-19T00:00:00,43,False,fresh,2024-01-01T00:00:00,test
75b8284c-803b-328b-bf4e-c5494d8a4a71,user_00035,Synthetic User 00035,Operations,"OU=Operations,DC=corp,DC=local",True,2021-01-28T00:00:00,2023-12-27T05:04:14.633777,4.8,False,0,False,2023-08-21T00:00:00,133,True,fresh,2024-01-01T00:00:00,test
52aa84b7-0679-89bf-13da-915c43c97a07,user_00036,Synthetic User 00036,Engineering,"OU=Engineering,DC=corp,DC=local",True,2020-02-08T00:00:00,2023-12-31T05:22:15.092234,0.8,False,0,False,2023-07-31T00:00:00,154,True,fresh,2024-01-01T00:00:00,test
5f0a1e7c-f391-354e-9fe8-0edb1d500978,user_00037,Synthetic User 00037,Engineering,"OU=Engineering,DC=corp,DC=local",True,2022-03-16T00:00:00,2023-12-27T12:10:25.100193,4.5,False,0,False,2023-10-15T00:00:00,78,True,fresh,2024-01-01T00:00:00,train
dc7eb55c-bab2-02ad-34a4-06d0262e6fcc,user_00038,Synthetic User 00038,HR,"OU=HR,DC=corp,DC=local",True,2021-12-27T00:00:00,2023-12-19T22:13:18.022512,12.1,False,0,False,2023-10-27T00:00:00,66,True,fresh,2024-01-01T00:00:00,train
5dc040c0-91bb-0408-e507-5495327f1ea0,user_00039,Synthetic User 00039,Engineering,"OU=Engineering,DC=corp,DC=local",True,2020-12-12T00:00:00,2023-12-27T08:53:36.723323,4.6,False,0,False,2023-08-12T00:00:00,142,False,fresh,2024-01-01T00:00:00,train
2a27a4a7-a9ca-c23e-9c55-955ce93db5ea,user_00040,Synthetic User 00040,Executive,"OU=Executive,DC=corp,DC=local",True,2020-09-10T00:00:00,2023-12-23T09:42:06.124549,8.6,False,0,False,2023-11-03T00:00:00,59,False,fresh,2024-01-01T00:00:00,val
f7108318-cfe2-60f0-71bf-357d78500a8a,user_00041,Synthetic User 00041,Engineering,"OU=Engineering,DC=corp,DC=local",True,2020-08-04T00:00:00,2023-12-27T05:28:28.380626,4.8,False,0,False,2023-08-16T00:00:00,138,True,fresh,2024-01-01T00:00:00,test
