event_id,user_id,group_id,action,event_timestamp,actor_user_id,is_privileged_group,is_anomalous,anomaly_class
7c0e6783-3f61-dade-bfd6-269c65da2628,f587eaeb-b241-9442-6a5c-743d52873b5b,e514df14-0f4d-f837-fed5-e9616449a75c,add,2024-02-10T12:00:00,97c47c90-49d2-07c4-be96-73a04442a20d,True,False,
1be2487e-0438-2b24-b8d2-e6e633e76fb1,7ffc490c-4f87-c307-c641-f9661d80d05c,1b2eb18b-14ae-83b5-c8a0-6f3d92a65b54,add,2024-03-27T09:00:00,ce906c6b-65db-1bcc-323f-fc865cf8e51a,False,False,
2ff00dd9-eb46-e6a1-1254-c568894fe340,6049a223-be3e-80fd-2429-2c7edb9e493c,e98be451-8e59-69d6-e8d3-6e4bec0df15f,add,2024-01-10T14:00:00,7ffc490c-4f87-c307-c641-f9661d80d05c,False,False,
30ea3f37-78fe-c8c0-fd45-e53528b62f01,f8973a29-ce1d-c1b0-3d14-6b5b9f223835,6f83be9a-1296-c988-f7f1-28581fbc354a,add,2024-01-29T13:00:00,e9fb05d9-a688-2ec1-74ff-3c9ecd2cd349,False,False,
ff71738c-8907-e88c-c831-f19c7c8e0d06,f5c21736-cf71-ed39-6012-3e59209913b2,49f1da6b-3a8f-7a63-b30d-e447ac877532,add,2024-02-16T13:00:00,36335bd9-7ac6-e01b-7293-c7a7287c1280,False,False,
69ed5941-3eb7-56e9-de9e-32d7fdb9012a,c30348e6-3a00-6079-9d51-57183791813f,f652bbf0-c6ca-3b36-0fa3-29c0a4941a36,add,2024-03-05T09:00:00,e9fb05d9-a688-2ec1-74ff-3c9ecd2cd349,False,False,
0008b84e-5b98-fed0-0b02-5eb7cd3a7b68,d90221b4-504d-2d45-818a-156100c1c2a9,eecf63e7-da2c-82f9-9049-58bf86044909,add,2024-01-01T13:00:00,97c47c90-49d2-07c4-be96-73a04442a20d,False,False,
78b63cc9-1c82-7025-2f07-16330bb97a3c,0aa43882-6269-0efd-cd84-2bb73c648cb7,4a73a13a-e4dd-cecf-5574-7dea8b867fae,add,2024-02-15T03:00:00,7ffc490c-4f87-c307-c641-f9661d80d05c,False,True,group_membership_drift
d87a5795-8365-d692-3fdd-3d5c9436af4f,20d832bf-4b64-f641-ba20-29af1b8ea374,1b2eb18b-14ae-83b5-c8a0-6f3d92a65b54,add,2024-03-04T04:00:00,7ffc490c-4f87-c307-c641-f9661d80d05c,False,True,group_membership_drift
e8f38fec-1333-1150-aaf2-2bcbae687d3a,0aa43882-6269-0efd-cd84-2bb73c648cb7,e51ddacf-25bd-b2bf-ae5a-a97e5b9569d4,add,2024-01-25T06:00:00,7ffc490c-4f87-c307-c641-f9661d80d05c,False,True,group_membership_drift
