asset_id,asset_type,asset_criticality,owner_ou,in_inventory,in_endpoint_mgmt,inventory_mismatch_flag,source_freshness_flag,last_updated_at
cebf8d0d-27d8-9ef6-8c0a-f1bfa95dc14f,endpoint,medium,"OU=Workstations,DC=corp,DC=local",True,True,False,fresh,2024-01-01T00:00:00
fc053eda-cdc0-a226-7b5b-329525fcad6a,endpoint,low,"OU=Workstations,DC=corp,DC=local",True,True,False,fresh,2024-01-01T00:00:00
07da44d5-92f7-544a-321f-590238398ede,endpoint,medium,"OU=Workstations,DC=corp,DC=local",True,True,False,fresh,2024-01-01T00:00:00
1d08bf60-3dfb-5a41-d816-c58ac0b2a8b7,endpoint,low,"OU=Workstations,DC=corp,DC=local",True,True,False,fresh,2024-01-01T00:00:00
ce56b64d-3b7a-9a92-4350-7d2338b395ae,endpoint,medium,"OU=Workstations,DC=corp,DC=local",True,True,False,fresh,2024-01-01T00:00:00
d02115e8-f743-e2e8-feed-2b288e48de71,endpoint,medium,"OU=Workstations,DC=corp,DC=local",False,True,True,fresh,2024-01-01T00:00:00
129893f4-c3de-d792-9444-5aa0d8c50e92,endpoint,medium,"OU=Workstations,DC=corp,DC=local",True,True,False,fresh,2024-01-01T00:00:00
80df3a15-3b82-12c0-43f4-ef4c815f91e5,endpoint,critical,"OU=Workstations,DC=corp,DC=local",True,True,False,fresh,2024-01-01T00:00:00
e079ef13-b205-6cb5-5435-88ea23414aca,endpoint,low,"OU=Workstations,DC=corp,DC=local",True,True,False,fresh,2024-01-01T00:00:00
231dda6c-cfe3-c282-e76f-48d3753f47eb,endpoint,medium,"OU=Workstations,DC=corp,DC=local",True,True,False,fresh,2024-01-01T00:00:00
626e517e-dd9c-61a9-846e-13f1e7ba8489,endpoint,low,"OU=Workstations,DC=corp,DC=local",True,True,False,fresh,2024-01-01T00:00:00
6681cef8-c85c-fa06-1820-9938ba4c4cfc,endpoint,medium,"OU=Workstations,DC=corp,DC=local",True,True,False,fresh,2024-01-01T00:00:00
44b0643d-5a89-a952-72f6-723a4251f7d4,endpoint,medium,"OU=Workstations,DC=corp,DC=local",True,True,False,fresh,2024-01-01T00:00:00
d3a5c1ea-6ffe-86c0-79d1-a5d415dd858a,endpoint,high,"OU=Workstations,DC=corp,DC=local",True,True,False,fresh,2024-01-01T00:00:00
8f092115-54e6-bf6c-6c36-316f396d9a8d,endpoint,low,"OU=Workstations,DC=corp,DC=local",True,True,False,fresh,2024-01-01T00:00:00
f9cdaa33-ed1c-ded6-6cf4-9713314c7b5e,endpoint,low,"OU=Workstations,DC=corp,DC=local",True,True,False,fresh,2024-01-01T00:00:00
b5dcf9ee-f579-e67f-8578-03d972cee7e1,endpoint,low,"OU=Workstations,DC=corp,DC=local",True,True,False,fresh,2024-01-01T00:00:00
9e1e5d79-9111-38b4-33de-e4ff5a51d4a5,endpoint,medium,"OU=Workstations,DC=corp,DC=local",True,True,False,fresh,2024-01-01T00:00:00
652803d1-dc78-57f1-6e21-b5365debc317,endpoint,high,"OU=Workstations,DC=corp,DC=local",True,True,False,fresh,2024-01-01T00:00:00
7d2061a7-f393-f021-5ab4-f62d877a9867,endpoint,medium,"OU=Workstations,DC=corp,DC=local",True,True,False,fresh,2024-01-01T00:00:00
0d924ec2-206e-fb1e-d2b1-443aeebc70fa,endpoint,medium,"OU=Workstations,DC=corp,DC=local",False,True,True,fresh,2024-01-01T00:00:00
eca79d04-fb18-a69b-d249-52ab300f5c53,endpoint,high,"OU=Workstations,DC=corp,DC=local",True,True,False,fresh,2024-01-01T00:00:00
19bb66aa-a2de-28e3-9040-dfcbd5d3c893,endpoint,low,"OU=Workstations,DC=corp,DC=local",True,True,False,fresh,2024-01-01T00:00:00
7a605aaa-f3da-ce76-a2b1-e37ea3c0e8f1,endpoint,critical,"OU=Workstations,DC=corp,DC=local",True,True,False,fresh,2024-01-01T00:00:00
fca8364d-04c3-dc14-1fe1-ad4be405a22a,endpoint,low,"OU=Workstations,DC=corp,DC=local",True,True,False,fresh,2024-01-01T00:00:00
542b0063-e1ba-8576-d955-223616f7eb40,endpoint,high,"OU=Workstations,DC=corp,DC=local",True,True,False,fresh,2024-01-01T00:00:00
7738692d-3b9c-0e0e-434c-beecd8eaedc8,endpoint,high,"OU=Workstations,DC=corp,DC=local",True,True,False,fresh,2024-01-01T00:00:00
116ec50d-4a2c-58f1-1939-222af4a0bf86,endpoint,low,"OU=Workstations,DC=corp,DC=local",True,True,False,fresh,2024-01-01T00:00:00
9c7a6f84-742e-acac-3ebb-112778c4c4e0,endpoint,high,"OU=Workstations,DC=corp,DC=local",True,True,False,fresh,2024-01-01T00:00:00
4b02a1ab-4ccd-9e0b-ffa4-2229e2e758a2,endpoint,medium,"OU=Workstations,DC=corp,DC=local",True,True,False,fresh,2024-01-01T00:00:00
cede00ac-20ab-78c9-d317-9b118f48bcc7,endpoint,low,"OU=Workstations,DC=corp,DC=local",True,True,False,fresh,2024-01-01T00:00:00
1b905ae5-5381-bd95-bd1c-f96bc820956e,endpoint,high,"OU=Workstations,DC=corp,DC=local",True,True,False,fresh,2024-01-01T00:00:00
024d633c-e1ac-e3db-08f5-4f5c851a19ca,endpoint,medium,"OU=Workstations,DC=corp,DC=local",True,True,False,fresh,2024-01-01T00:00:00
86797408-7181-18e9-c9cc-cd2c51c0b23e,endpoint,medium,"OU=Workstations,DC=corp,DC=local",True,True,False,fresh,2024-01-01T00:00:00
a8b90638-8364-8e10-b0d8-77568aaaf42a,endpoint,low,"OU=Workstations,DC=corp,DC=local",True,True,False,fresh,2024-01-01T00:00:00
30d2ceb5-7fea-33f1-fd3a-0e1f52d9edb2,endpoint,medium,"OU=Workstations,DC=corp,DC=local",True,True,False,fresh,2024-01-01T00:00:00
