group_id,group_name,group_type,is_privileged,member_count,ou_path,source_freshness_flag,last_updated_at
5acd55cd-2598-29c3-9961-af43f500608a,Domain Admins,security,True,0,"OU=PrivilegedGroups,DC=corp,DC=local",fresh,2024-01-01T00:00:00
1e08d8a2-9472-b7d8-e1e0-e38e4f46fb0e,Enterprise Admins,security,True,0,"OU=PrivilegedGroups,DC=corp,DC=local",fresh,2024-01-01T00:00:00
f762b7a3-4563-d8fe-0dba-a992f0abb139,Schema Admins,security,True,0,"OU=PrivilegedGroups,DC=corp,DC=local",fresh,2024-01-01T00:00:00
e9f05c70-312b-e866-6eb1-d142402a447b,Account Operators,security,True,0,"OU=PrivilegedGroups,DC=corp,DC=local",fresh,2024-01-01T00:00:00
6a41a252-2bb9-b72f-689a-466f1248f4a6,Backup Operators,security,True,0,"OU=PrivilegedGroups,DC=corp,DC=local",fresh,2024-01-01T00:00:00
d012404b-6394-5acc-933d-4bc32377a402,Finance_Staff_000,security,False,0,"OU=Finance,DC=corp,DC=local",fresh,2024-01-01T00:00:00
f55e310b-84da-1fc4-c003-5202f859bc6d,Engineering_Staff_001,security,False,0,"OU=Engineering,DC=corp,DC=local",fresh,2024-01-01T00:00:00
1e0e10c6-0cb9-0e2f-3ba7-a8252f66f525,IT_Staff_002,security,False,0,"OU=IT,DC=corp,DC=local",fresh,2024-01-01T00:00:00
5b0d61b2-c78e-7260-e25d-548e58a91f2a,HR_Staff_003,security,False,0,"OU=HR,DC=corp,DC=local",fresh,2024-01-01T00:00:00
6fe78591-27ff-103e-bd56-e70f47ab7e6e,Legal_Staff_004,security,False,0,"OU=Legal,DC=corp,DC=local",fresh,2024-01-01T00:00:00
54cd6b80-a3fc-2007-71f1-9dcae0407108,Operations_Staff_005,security,False,0,"OU=Operations,DC=corp,DC=local",fresh,2024-01-01T00:00:00
1621d1f4-b8b1-6cc3-cc54-00a943e91aa3,Security_Staff_006,security,False,0,"OU=Security,DC=corp,DC=local",fresh,2024-01-01T00:00:00
2a4be2eb-c730-e32f-8b6a-d5af82fa03b0,Executive_Staff_007,security,False,0,"OU=Executive,DC=corp,DC=local",fresh,2024-01-01T00:00:00
e387023e-f211-ee4f-91a7-1cd1a61f253a,Finance_Staff_008,security,False,0,"OU=Finance,DC=corp,DC=local",fresh,2024-01-01T00:00:00
67941fd0-b354-7315-2242-f9cab3aab560,Engineering_Staff_009,security,False,0,"OU=Engineering,DC=corp,DC=local",fresh,2024-01-01T00:00:00
094d71a6-3ff5-3318-4c91-eea7e994d721,IT_Staff_010,security,False,0,"OU=IT,DC=corp,DC=local",fresh,2024-01-01T00:00:00
52a1e84c-cebc-2b05-7345-a01b103cbc58,HR_Staff_011,security,False,0,"OU=HR,DC=corp,DC=local",fresh,2024-01-01T00:00:00
26e936e6-c500-9445-e889-ff1cc86038cc,Legal_Staff_012,security,False,0,"OU=Legal,DC=corp,DC=local",fresh,2024-01-01T00:00:00
3407c08a-d423-3a1a-62f5-5ea80410ab7e,Operations_Staff_013,security,False,0,"OU=Operations,DC=corp,DC=local",fresh,2024-01-01T00:00:00
6c118031-166b-50d3-a9f6-230024d9332e,Security_Staff_014,security,False,0,"OU=Security,DC=corp,DC=local",fresh,2024-01-01T00:00:00
095263e0-c698-5802-387c-2d9e6efc25d2,Executive_Staff_015,security,False,0,"OU=Executive,DC=corp,DC=local",fresh,2024-01-01T00:00:00
bc32d5dd-4d00-8b08-07b7-c66def0ad9a3,Finance_Staff_016,security,False,0,"OU=Finance,DC=corp,DC=local",fresh,2024-01-01T00:00:00
dce23824-75ba-f226-be72-43a6a410372c,Engineering_Staff_017,security,False,0,"OU=Engineering,DC=corp,DC=local",fresh,2024-01-01T00:00:00
a9a405c4-490c-3f57-8576-343fc9be77fc,IT_Staff_018,security,False,0,"OU=IT,DC=corp,DC=local",fresh,2024-01-01T00:00:00
138530cc-3b6f-6149-7d17-2b61fc607ed8,HR_Staff_019,security,False,0,"OU=HR,DC=corp,DC=local",fresh,2024-01-01T00:00:00
8cfa9bf7-78c6-c1b5-354c-8cd9ff0ecb92,Legal_Staff_020,security,False,0,"OU=Legal,DC=corp,DC=local",fresh,2024-01-01T00:00:00
ad2e40bc-3c58-2433-4463-96d66615a880,Operations_Staff_021,security,False,0,"OU=Operations,DC=corp,DC=local",fresh,2024-01-01T00:00:00
957e8049-bfae-ef98-8cf6-80b27e68619b,Security_Staff_022,security,False,0,"OU=Security,DC=corp,DC=local",fresh,2024-01-01T00:00:00
1cd0618b-bd3b-9bfc-c3f2-fae9b31792f2,Executive_Staff_023,security,False,0,"OU=Executive,DC=corp,DC=local",fresh,2024-01-01T00:00:00
8717a698-20bc-f763-eff9-43ab98066dba,Finance_Staff_024,security,False,0,"OU=Finance,DC=corp,DC=local",fresh,2024-01-01T00:00:00
d8c67bcc-4a81-6da2-5170-d93b09d05cc4,Engineering_Staff_025,security,False,0,"OU=Engineering,DC=corp,DC=local",fresh,2024-01-01T00:00:00
86740719-af71-6bfb-7ef8-0668b9755263,IT_Staff_026,security,False,0,"OU=IT,DC=corp,DC=local",fresh,2024-01-01T00:00:00
aee16e52-ccec-31bd-b729-567e8da23146,HR_Staff_027,security,False,0,"OU=HR,DC=corp,DC=local",fresh,2024-01-01T00:00:00
4567beef-68ca-7675-67c2-cd1ccfde4b43,Legal_Staff_028,security,False,0,"OU=Legal,DC=corp,DC=local",fresh,2024-01-01T00:00:00
6e001236-73f3-cdbc-fd9e-c67e6d2fc157,Operations_Staff_029,security,False,0,"OU=Operations,DC=corp,DC=local",fresh,2024-01-01T00:00:00
0726c9f9-0863-c214-d22b-17f0ba758004,Security_Staff_030,security,False,0,"OU=Security,DC=corp,DC=local",fresh,2024-01-01T00:00:00
6e3cff1c-c781-4204-d253-8744872161be,Executive_Staff_031,security,False,0,"OU=Executive,DC=corp,DC=local",fresh,2024-01-01T00:00:00
af55bb99-e0e7-deae-ca94-b6034719bbe7,Finance_Staff_032,security,False,0,"OU=Finance,DC=corp,DC=local",fresh,2024-01-01T00:00:00
384105d5-91c0-f49f-c91d-1e0279c8b153,Engineering_Staff_033,security,False,0,"OU=Engineering,DC=corp,DC=local",fresh,2024-01-01T00:00:00
f7310f36-4c54-64d6-84c7-3f148c53a932,IT_Staff_034,security,False,0,"OU=IT,DC=corp,DC=local",fresh,2024-01-01T00:00:00
4d9673ce-92d7-e59f-164c-63d02c5afcc5,HR_Staff_035,security,False,0,"OU=HR,DC=corp,DC=local",fresh,2024-01-01T00:00:00
707b2814-52ab-15da-e88b-8f6836ae019a,Legal_Staff_036,security,False,0,"OU=Legal,DC=corp,DC=local",fresh,2024-01-01T00:00:00
f749252d-1e79-ee3c-48ba-3907071ec911,Operations_Staff_037,security,False,0,"OU=Operations,DC=corp,DC=local",fresh,2024-01-01T00:00:00
32a26ec7-189b-f6a3-2a10-0aea306d64ca,Security_Staff_038,security,False,0,"OU=Security,DC=corp,DC=local",fresh,2024-01-01T00:00:00
d6384633-7123-b531-e732-34b9048173db,Executive_Staff_039,security,False,0,"OU=Executive,DC=corp,DC=local",fresh,2024-01-01T00:00:00
9834a811-3a01-88dc-c454-55db9d03ca4e,Finance_DL_000,distribution,False,0,"OU=Finance,DC=corp,DC=local",fresh,2024-01-01T00:00:00
65bb041e-39a8-d1dd-f54c-eacf415897f7,Engineering_DL_001,distribution,False,0,"OU=Engineering,DC=corp,DC=local",fresh,2024-01-01T00:00:00
83a2dbf6-b94d-4b05-e62f-8a445f111fcd,IT_DL_002,distribution,False,0,"OU=IT,DC=corp,DC=local",fresh,2024-01-01T00:00:00
6e31f39a-96d9-87ef-ce1b-4f4c9b4b033a,HR_DL_003,distribution,False,0,"OU=HR,DC=corp,DC=local",fresh,2024-01-01T00:00:00
a6ffe6a3-f8de-71b2-a47f-deb9b827f0a7,Legal_DL_004,distribution,False,0,"OU=Legal,DC=corp,DC=local",fresh,2024-01-01T00:00:00
9f07691a-4618-9280-c3a0-cef085e899c9,Operations_DL_005,distribution,False,0,"OU=Operations,DC=corp,DC=local",fresh,2024-01-01T00:00:00
d1c8e979-b752-6c47-eb77-c52ef027b33e,Security_DL_006,distribution,False,0,"OU=Security,DC=corp,DC=local",fresh,2024-01-01T00:00:00
71132d05-f0af-a967-54c7-17c4f2bd357b,Executive_DL_007,distribution,False,0,"OU=Executive,DC=corp,DC=local",fresh,2024-01-01T00:00:00
9375186d-d40b-e6b7-6f35-b9193ef6fad2,Finance_DL_008,distribution,False,0,"OU=Finance,DC=corp,DC=local",fresh,2024-01-01T00:00:00
2cc47458-bbbc-b694-fcec-36d33cf77871,Engineering_DL_009,distribution,False,0,"OU=Engineering,DC=corp,DC=local",fresh,2024-01-01T00:00:00
05e1c657-5ae2-093c-76ce-71fe705cb621,IT_DL_010,distribution,False,0,"OU=IT,DC=corp,DC=local",fresh,2024-01-01T00:00:00
54418493-1037-47fe-52f9-6d651730c084,HR_DL_011,distribution,False,0,"OU=HR,DC=corp,DC=local",fresh,2024-01-01T00:00:00
