log_id,entity_type,entity_id,source_system,expected_refresh_interval_days,actual_gap_days,freshness_flag,observation_timestamp,is_anomalous,anomaly_class
3370d98f-abbe-d94b-e2f3-9b1b7e663633,user,718b9a18-45e1-9cd1-c970-07b5407fdae1,ad_events,1,0.7,fresh,2024-01-01T00:00:00,False,
08782812-92fe-72f3-bbc0-085c76d2a757,user,c3af5294-11ee-e09c-421b-a82f5dd8f997,ad_events,1,0.2,fresh,2024-01-01T00:00:00,False,
2ef793f4-0d86-8b8f-1db1-186335b25a2a,user,1b9f9c94-159c-c176-13aa-86cd3a964fcd,ad_events,1,0.1,fresh,2024-01-01T00:00:00,False,
5fa40361-7bd0-cc1a-4153-30437c7b4e4d,user,36325cee-a4cd-fc5b-3453-dd3bd5052b7c,ad_events,1,0.2,fresh,2024-01-01T00:00:00,False,
aee9e87e-05a1-ba32-0aa7-7f3faf7fbdb8,user,de7b2aaf-0c98-de3f-684c-120966e17a67,ad_events,1,0.8,stale_heavy,2024-01-01T00:00:00,False,
1e7fe733-47bb-97a0-1b24-65ef3cf2422a,user,fc02a85a-8884-2898-bb62-4abccaf0e7a3,ad_events,1,0.1,stale_heavy,2024-01-01T00:00:00,False,
befc224b-de6a-86e9-e6ac-7d537c7fab28,user,d0927350-761d-3c33-68dd-a93d420f68f2,ad_events,1,1.0,stale_mild,2024-01-01T00:00:00,False,
79d2bf59-f31c-7dc1-e384-cac228283d21,user,f1926e8b-c390-a92c-9715-7e85715b1dcf,ad_events,1,0.3,fresh,2024-01-01T00:00:00,False,
99234f41-4b6d-1cb4-df72-ac3ec25ad91a,user,74e3fa95-3054-a9f7-e5f0-06caf3fb1989,ad_events,1,0.3,fresh,2024-01-01T00:00:00,False,
07fdc002-3c36-618f-aa5c-c7ec2c7be78a,user,931a5fd9-3076-efdc-f8f2-882c7e8aa9de,ad_events,1,3.1,stale_heavy,2024-01-01T00:00:00,False,
2427c55e-60dc-836b-8b56-3743a5f62b5a,user,51767f17-6625-dce1-16ab-6bb9ad5cae74,ad_events,1,0.1,stale_heavy,2024-01-01T00:00:00,False,
89cb5927-0c5e-62f9-8cd8-cffdb2323ed4,user,05d9e439-07ea-0f56-2367-42a1e697dd5a,ad_events,1,0.6,fresh,2024-01-01T00:00:00,False,
5134d7bf-d661-4026-c157-bdec9121fe2e,user,fb7d82be-6b45-1cd3-48df-4602aa0e1a0e,ad_events,1,0.1,fresh,2024-01-01T00:00:00,False,
dfbd1291-7eed-c121-7e94-8ca5d3295379,user,528a4d4b-b3df-9a3d-f9a7-b26218c9dfe8,ad_events,1,0.1,fresh,2024-01-01T00:00:00,False,
2727d87e-d725-e9f5-b7d2-c60f4ad5736c,user,2a03bfc8-9c04-5ef2-8ec3-70d0eadca961,ad_events,1,1.6,stale_mild,2024-01-01T00:00:00,False,
4df7d377-a400-a721-4481-058886634d55,user,3e6f8be5-7d3d-b045-195c-a822f884787e,ad_events,1,0.1,stale_heavy,2024-01-01T00:00:00,False,
2d6b9fcb-e2ce-e4c1-2289-8c5850d76b7b,user,f13aec99-c7a2-3b59-85d8-12aeb07a6a71,ad_events,1,1.2,stale_mild,2024-01-01T00:00:00,False,
40ea962c-2844-33d0-7886-ee5be424a8f9,user,c6e3272c-0a29-6d74-acd9-733e4a388819,ad_events,1,0.5,fresh,2024-01-01T00:00:00,False,
425aab11-5d4a-6ea9-6ef8-9d75b56b58b6,user,e6d14d44-716c-a5ff-9b73-67353526ba6b,ad_events,1,1.0,stale_mild,2024-01-01T00:00:00,False,
27830878-daa5-5546-c58f-63099695bfba,user,f6ab1c9a-f361-a999-37a1-fba0b5f4154f,ad_events,1,0.1,stale_heavy,2024-01-01T00:00:00,False,
564190bf-05b4-c597-d1e7-ecc2a36c6d9b,user,a92b5fca-cbe0-94b8-c3d2-b37f568f6317,ad_events,1,0.9,stale_heavy,2024-01-01T00:00:00,False,
8fa5462d-6113-f647-d280-79ca81ac9b0c,user,6787df6b-2aef-a459-a545-6f35c791ce5c,ad_events,1,0.9,fresh,2024-01-01T00:00:00,False,
c902d182-74ef-6bfd-7b9f-6045c5122dba,user,97c00dca-13e5-73d2-8b4e-f630674f204f,ad_events,1,1.4,stale_mild,2024-01-01T00:00:00,False,
e19b583c-bea3-abd6-bbe0-f9ec9ea33173,user,2ede6636-2e7b-767c-d86a-1a8353e0efbe,ad_events,1,0.3,fresh,2024-01-01T00:00:00,False,
3df19d45-5e44-e625-8f2f-d899cd7d7189,user,165037d4-a2b1-31bd-ccb5-cc16f6a43345,ad_events,1,1.5,stale_mild,2024-01-01T00:00:00,False,
8880988a-0150-48cf-c49a-215591e743c2,user,e2e002d4-8664-4fd7-305e-529800a29f01,ad_events,1,0.5,fresh,2024-01-01T00:00:00,False,
7478264b-452b-6a01-0672-6ea6c6803259,user,2149da87-cf4c-1bdf-08ca-f5114838e84e,ad_events,1,0.7,fresh,2024-01-01T00:00:00,False,
ea46bedd-53ce-c4ae-7fdd-4ecf50ff602c,user,2f56aa76-ed2a-28ff-f25a-1c66bb456eea,ad_events,1,0.4,stale_heavy,2024-01-01T00:00:00,False,
16865b76-533e-86bf-c3ce-f3fa65c3891d,user,bb5e0094-3826-f9a7-d0d6-2ad993b875b6,ad_events,1,0.3,fresh,2024-01-01T00:00:00,False,
8271d5e3-3d4b-9634-674a-27b410176263,user,1122a6e0-d92d-7c69-9f73-b53a8d5a2770,ad_events,1,0.7,fresh,2024-01-01T00:00:00,False,
79b231e9-cf65-1b96-e2e6-d43609e42b6d,user,2a818da5-ae9b-68b4-ee65-0c075f529154,ad_events,1,0.1,fresh,2024-01-01T00:00:00,False,
181b040e-3b6c-be7f-0706-602763251b1e,user,3252ed8f-84cb-9647-00f3-713666465562,ad_events,1,0.3,fresh,2024-01-01T00:00:00,False,
25cd418e-077c-f745-8387-fb75ed1c3448,user,4e7a338e-18c8-78bd-4816-6ed3f98dbedd,ad_events,1,0.6,fresh,2024-01-01T00:00:00,False,
18882321-cbcf-0830-da02-f33dfc326097,user,8cb46543-1cee-63da-1b71-8f3e7c6eb977,ad_events,1,0.2,fresh,2024-01-01T00:00:00,False,
1cb1e8a5-c826-90f1-6c5e-9eaf9c46572d,user,c3bf72fe-3cf6-2c8f-8251-523ea655a083,ad_events,1,1.5,stale_mild,2024-01-01T00:00:00,False,
79f3f5d0-b0b6-85f3-ef5c-c2bb65b44c0d,user,292e3a1e-f41a-9bd3-b1ce-e2b07d6bc15d,ad_events,1,0.8,fresh,2024-01-01T00:00:00,False,
1c338c2d-dee1-ed11-4fa7-36d5bd87c705,user,cb21e3ea-144e-a108-6f08-db7177be1366,ad_events,1,0.4,fresh,2024-01-01T00:00:00,False,
e3578fb9-a0f7-85ea-befc-678c47bf5b76,user,987faaab-7762-e4fa-74e2-b2288823ff04,ad_events,1,0.2,fresh,2024-01-01T00:00:00,False,
675658e1-a60d-e4eb-c725-df0fff518899,user,5a793a81-5abe-5224-6fad-5405a044f5e2,ad_events,1,1.0,stale_mild,2024-01-01T00:00:00,False,
cec42663-930a-5b08-dadf-e27140a5cc62,user,8ad5ad1b-5511-fe4b-d9a0-52ad399f6bd3,ad_events,1,0.3,fresh,2024-01-01T00:00:00,False,
a4933cfb-4c0a-5ec9-b089-910d17dadfaf,user,48d21ad9-3560-ebd3-d2ab-2277ec2832cd,ad_events,1,0.5,stale_heavy,2024-01-01T00:00:00,False,
4b8cf14a-a535-bbcd-708b-f368d3b59a3a,user,7a2f7cba-8dc7-63b4-e414-f05c67023e9f,ad_events,1,0.1,fresh,2024-01-01T00:00:00,False,
080e9990-4e65-45f4-4ed5-1c0c15ea7cd1,user,4dc77c5b-f196-de0a-d68b-ddcdacb6cb59,ad_events,1,0.7,fresh,2024-01-01T00:00:00,False,
0b19cbc7-6821-c651-78c5-9fe9b828c615,user,b844c9c8-27a0-a449-6ab5-f182c8e1bfd8,ad_events,1,2.5,stale_heavy,2024-01-01T00:00:00,False,
3a13525f-0d14-06e5-4127-a188fa069c60,user,1cc50958-23e8-ee50-029d-feac0b02a145,ad_events,1,1.6,stale_mild,2024-01-01T00:00:00,False,
7862fc8d-bf19-f0d0-cff0-5c19f86fb154,user,de22d03a-c08e-a2e4-e389-921a9b4fe58e,ad_events,1,0.2,fresh,2024-01-01T00:00:00,False,
e1ff3c73-d539-fba7-92af-8350128a86b1,user,6d955373-b8c0-6058-4bda-055f61fb7356,ad_events,1,0.1,stale_heavy,2024-01-01T00:00:00,False,
bed4f5f1-3663-5e4e-cefb-1f4f9a3c3ac0,user,a4432af2-4195-1eb2-b55a-e3b8e7b73e49,ad_events,1,0.8,stale_heavy,2024-01-01T00:00:00,False,
2bb02baa-3866-6dd2-9782-475e4d4b2892,user,915b3358-23b9-fd3b-9fb6-ed8d73db0e10,ad_events,1,1.8,stale_heavy,2024-01-01T00:00:00,False,
9ec88e43-3442-1eaa-728a-2d2447638ff4,user,f4d452cc-aa59-bc89-0784-4a21cee0f6f6,ad_events,1,1.3,stale_mild,2024-01-01T00:00:00,False,
eb322bd5-21eb-8f03-b0d5-52f864b0f4e8,user,2f537147-1147-dfec-7090-ff59d9325ea7,ad_events,1,0.1,stale_heavy,2024-01-01T00:00:00,False,
b1bf1b14-7374-bd26-847b-7562fd47487d,user,32528502-a2d3-fda4-6156-a88d9f44f0e3,ad_events,1,1.3,stale_heavy,2024-01-01T00:00:00,False,
025d3fcc-70cf-2eb7-f97a-c63b05e90b66,user,8775171d-4dbc-be6c-d5f7-14b34c2cead9,ad_events,1,0.7,fresh,2024-01-01T00:00:00,False,
9b5a5e3a-6e94-686f-070b-35b6fe380b32,user,dada646c-a80e-89a8-d5ba-1888b31dbbd0,ad_events,1,0.7,fresh,2024-01-01T00:00:00,False,
80103c0e-7e1e-bdb0-d8d0-f2f6aa89ae01,user,50cd7a7d-e13a-5ae9-9906-53c52d009e09,ad_events,1,1.5,stale_mild,2024-01-01T00:00:00,False,
5fcc0cbf-253a-dcbf-3c5e-511701cb1b3c,user,68b7d9a3-bcb5-ce10-baf6-8e5c2b047487,ad_events,1,0.2,stale_heavy,2024-01-01T00:00:00,False,
d9d3a192-4084-157c-3bc6-8a97e037179c,user,ebdad5c9-363d-cc60-1542-7f6b4dc3304c,ad_events,1,0.7,fresh,2024-01-01T00:00:00,False,
35019d02-dab5-20e4-c9d7-7618fe9eafe3,user,a4af02fe-abf8-d1c7-b1b8-e6f1239204ac,ad_events,1,0.7,stale_heavy,2024-01-01T00:00:00,False,
9741cb73-169c-1d41-5bf2-4d7932538e21,user,e038a534-3b6e-09f0-7d25-4faa7ba0f260,ad_events,1,0.2,fresh,2024-01-01T00:00:00,False,
7873b646-cf16-f932-e6a2-8c195cf412fc,user,faf0039e-426e-22a6-110f-c34603f124e7,ad_events,1,2.5,stale_heavy,2024-01-01T00:00:00,False,
2809e45e-5db9-d5b6-8e8b-fb4395c1fd0a,user,eeb5cb92-e52b-b123-a056-76b471efe3a8,ad_events,1,1.3,stale_mild,2024-01-01T00:00:00,False,
4d086143-5e08-2f25-bb5f-cd15f368b32a,user,aed85492-4eb9-1d25-5e38-a0d4bf9e7ad6,ad_events,1,0.1,fresh,2024-01-01T00:00:00,False,
