event_id,user_id,computer_id,event_timestamp,logon_type,success,is_off_hours,is_cross_segment,is_anomalous,anomaly_class
97101dfc-41e7-da00-da54-6470038a5aa9,141c30fe-8b51-005f-cde1-1a5c1b37f14f,cebf8d0d-27d8-9ef6-8c0a-f1bfa95dc14f,2024-02-07T09:12:00,interactive,True,False,False,False,
580ed1c6-2837-e36f-d205-030ca74ae008,141c30fe-8b51-005f-cde1-1a5c1b37f14f,cebf8d0d-27d8-9ef6-8c0a-f1bfa95dc14f,2024-01-16T09:27:00,interactive,True,False,False,False,
b5bb4566-7fcd-8a98-cf5b-5c8ca94cff98,141c30fe-8b51-005f-cde1-1a5c1b37f14f,cebf8d0d-27d8-9ef6-8c0a-f1bfa95dc14f,2024-01-22T04:47:00,interactive,True,True,False,False,
f3d541ff-e9ea-a0e3-bff1-beba7a5b7759,141c30fe-8b51-005f-cde1-1a5c1b37f14f,cebf8d0d-27d8-9ef6-8c0a-f1bfa95dc14f,2024-01-20T21:32:00,interactive,True,True,False,False,
d1247c1b-a34d-bfaf-7c17-b27ebec9a9ff,141c30fe-8b51-005f-cde1-1a5c1b37f14f,cebf8d0d-27d8-9ef6-8c0a-f1bfa95dc14f,2024-03-13T10:36:00,interactive,True,False,False,False,
9b2f1837-d1bb-a647-674a-95c7106a45e2,141c30fe-8b51-005f-cde1-1a5c1b37f14f,cebf8d0d-27d8-9ef6-8c0a-f1bfa95dc14f,2024-01-25T06:16:00,interactive,True,True,False,False,
c256e86e-5be1-45fc-94ca-c18a13212c7c,141c30fe-8b51-005f-cde1-1a5c1b37f14f,cebf8d0d-27d8-9ef6-8c0a-f1bfa95dc14f,2024-01-13T00:56:00,interactive,True,True,False,False,
6f5f1015-1e7c-3828-8b2d-b91786731933,141c30fe-8b51-005f-cde1-1a5c1b37f14f,579423b7-bd95-fe9d-3442-72014c93e0e7,2024-02-16T17:13:00,interactive,True,False,False,False,
3fe4e499-95ee-5a40-e1c5-9de58e77161e,141c30fe-8b51-005f-cde1-1a5c1b37f14f,cebf8d0d-27d8-9ef6-8c0a-f1bfa95dc14f,2024-02-06T15:23:00,interactive,True,False,False,False,
32257fd2-84fd-ce88-a165-a4730c21d710,141c30fe-8b51-005f-cde1-1a5c1b37f14f,cebf8d0d-27d8-9ef6-8c0a-f1bfa95dc14f,2024-01-24T02:09:00,interactive,True,True,False,False,
