computer_id,hostname,os_type,os_version,network_segment,primary_user_id,asset_criticality,endpoint_agent_installed,endpoint_agent_last_heartbeat,days_since_agent_heartbeat,source_freshness_flag,last_updated_at
4622d450-4eb5-5d71-5ba7-5601475cde59,ws-00000,windows_workstation,Windows 11 22H2,workstation,c3af5294-11ee-e09c-421b-a82f5dd8f997,medium,True,2023-12-27T12:29:56.397689,4.5,fresh,2024-01-01T00:00:00
9008112c-602f-d434-4026-6c036d0f82ec,ws-00001,windows_workstation,Windows 11 22H2,workstation,1b9f9c94-159c-c176-13aa-86cd3a964fcd,low,True,2023-12-31T00:21:40.973418,1.0,fresh,2024-01-01T00:00:00
f25386ce-5469-c1e9-b369-f2c1bec43793,ws-00002,windows_workstation,Windows 11 22H2,workstation,36325cee-a4cd-fc5b-3453-dd3bd5052b7c,critical,True,2023-12-31T15:04:13.986072,0.4,fresh,2024-01-01T00:00:00
c2dd02a0-3c17-483d-e9df-a6ee36b56000,ws-00003,windows_workstation,Windows 11 22H2,workstation,fc02a85a-8884-2898-bb62-4abccaf0e7a3,critical,True,2023-12-29T19:45:37.101302,2.2,stale_mild,2024-01-01T00:00:00
e44d0cde-bd18-5f58-691d-f3e0a2e45fd4,ws-00004,windows_workstation,Windows 11 22H2,workstation,d0927350-761d-3c33-68dd-a93d420f68f2,low,True,2023-12-31T14:23:19.876857,0.4,fresh,2024-01-01T00:00:00
b026b415-6686-8f15-ce77-1ab6aa67c42c,ws-00005,windows_workstation,Windows 11 22H2,workstation,931a5fd9-3076-efdc-f8f2-882c7e8aa9de,high,True,2023-12-31T21:36:00,0.1,fresh,2024-01-01T00:00:00
bd65f109-a7c6-546c-bc3c-8191ea30086a,ws-00006,windows_workstation,Windows 11 22H2,workstation,51767f17-6625-dce1-16ab-6bb9ad5cae74,high,True,2023-12-31T11:30:21.093447,0.5,fresh,2024-01-01T00:00:00
abcff547-94d7-2998-6cc0-8223a80eb4d8,ws-00007,windows_workstation,Windows 11 22H2,workstation,05d9e439-07ea-0f56-2367-42a1e697dd5a,low,True,2023-12-31T08:52:30.169402,0.6,fresh,2024-01-01T00:00:00
778188d3-8915-b538-cd40-2f368e1ee25e,ws-00008,windows_workstation,Windows 11 22H2,workstation,fb7d82be-6b45-1cd3-48df-4602aa0e1a0e,high,True,2023-12-27T09:50:13.376483,4.6,fresh,2024-01-01T00:00:00
4384893f-ad8d-2d20-7b06-d9cb973f54ec,ws-00009,windows_workstation,Windows 11 22H2,workstation,528a4d4b-b3df-9a3d-f9a7-b26218c9dfe8,low,True,2023-12-31T14:34:51.876065,0.4,fresh,2024-01-01T00:00:00
197f523e-8143-24e4-894e-927494981087,ws-00010,windows_workstation,Windows 11 22H2,workstation,2a03bfc8-9c04-5ef2-8ec3-70d0eadca961,low,True,2023-12-30T05:10:01.524507,1.8,fresh,2024-01-01T00:00:00
a6e5880d-8680-7c37-0598-d21804602352,ws-00011,windows_workstation,Windows 11 22H2,workstation,3e6f8be5-7d3d-b045-195c-a822f884787e,critical,True,2023-12-31T21:36:00,0.1,stale_mild,2024-01-01T00:00:00
04d8c99c-e4ae-3be7-8e0f-cab4ce50d23c,ws-00012,windows_workstation,Windows 11 22H2,workstation,f13aec99-c7a2-3b59-85d8-12aeb07a6a71,high,True,2023-12-31T21:36:00,0.1,fresh,2024-01-01T00:00:00
645adf39-ff56-c704-11f5-d637ae24dbcf,ws-00013,windows_workstation,Windows 11 22H2,workstation,c6e3272c-0a29-6d74-acd9-733e4a388819,critical,True,2023-12-31T21:26:55.458063,0.1,fresh,2024-01-01T00:00:00
744452e4-5c41-6897-030b-9c97fa37f9ab,ws-00014,windows_workstation,Windows 11 22H2,workstation,e6d14d44-716c-a5ff-9b73-67353526ba6b,medium,True,2023-12-28T08:28:39.198573,3.6,stale_mild,2024-01-01T00:00:00
b672abbf-73aa-311c-2699-c1e769530834,ws-00015,windows_workstation,Windows 11 22H2,workstation,f6ab1c9a-f361-a999-37a1-fba0b5f4154f,high,True,2023-12-31T14:51:20.855857,0.4,fresh,2024-01-01T00:00:00
e65e0a6d-97b3-ec01-58b0-fabc2d6fdd70,ws-00016,windows_workstation,Windows 11 22H2,workstation,a92b5fca-cbe0-94b8-c3d2-b37f568f6317,low,True,2023-12-31T14:28:51.545689,0.4,fresh,2024-01-01T00:00:00
3ee0b81d-d221-aa0f-d882-8123eb6ea881,ws-00017,windows_workstation,Windows 11 22H2,workstation,6787df6b-2aef-a459-a545-6f35c791ce5c,medium,True,2023-12-30T14:07:36.678347,1.4,fresh,2024-01-01T00:00:00
9d613f7f-f168-91af-0cf5-5db6bbd4ae07,ws-00018,windows_workstation,Windows 11 22H2,workstation,97c00dca-13e5-73d2-8b4e-f630674f204f,medium,True,2023-12-28T08:48:52.204695,3.6,stale_mild,2024-01-01T00:00:00
2ca8bf17-663b-dcc7-fea5-36b8311e1828,ws-00019,windows_workstation,Windows 11 22H2,workstation,2ede6636-2e7b-767c-d86a-1a8353e0efbe,medium,True,2023-12-26T20:51:34.225180,5.1,fresh,2024-01-01T00:00:00
6b876c55-ee85-c702-c98c-083d452e55ea,ws-00020,windows_workstation,Windows 11 22H2,workstation,165037d4-a2b1-31bd-ccb5-cc16f6a43345,high,True,2023-12-30T05:03:29.913815,1.8,fresh,2024-01-01T00:00:00
3131fc13-95ce-3e5f-a043-3409b8b8dcf6,ws-00021,windows_workstation,Windows 11 22H2,workstation,e2e002d4-8664-4fd7-305e-529800a29f01,medium,True,2023-12-31T08:50:13.216530,0.6,fresh,2024-01-01T00:00:00
5ba13b0c-2d13-de1b-8274-6107a57d5d06,ws-00022,windows_workstation,Windows 11 22H2,workstation,2149da87-cf4c-1bdf-08ca-f5114838e84e,low,True,2023-12-31T21:36:00,0.1,fresh,2024-01-01T00:00:00
59d36806-ec01-7be2-ac58-9b152b45afd3,ws-00023,windows_workstation,Windows 11 22H2,workstation,2f56aa76-ed2a-28ff-f25a-1c66bb456eea,critical,True,2023-11-18T23:32:24.158561,43.01916483146946,fresh,2024-01-01T00:00:00
e827b30e-4d9b-0b33-f38a-b897b66af5d8,ws-00024,windows_workstation,Windows 11 22H2,workstation,bb5e0094-3826-f9a7-d0d6-2ad993b875b6,medium,True,2023-12-31T21:36:00,0.1,stale_mild,2024-01-01T00:00:00
f21beba8-29fa-c67a-3ffd-21a725db22e1,ws-00025,windows_workstation,Windows 11 22H2,workstation,1122a6e0-d92d-7c69-9f73-b53a8d5a2770,medium,True,2023-12-27T01:06:17.609077,5.0,fresh,2024-01-01T00:00:00
b405510d-1fcc-5267-05af-d6394a343516,ws-00026,windows_workstation,Windows 11 22H2,workstation,2a818da5-ae9b-68b4-ee65-0c075f529154,medium,True,2023-12-31T04:26:31.242572,0.8,fresh,2024-01-01T00:00:00
3617f531-9a55-d06c-9b93-e2b59f9ddbf2,ws-00027,windows_workstation,Windows 11 22H2,workstation,3252ed8f-84cb-9647-00f3-713666465562,low,True,2023-12-31T10:47:15.637737,0.6,fresh,2024-01-01T00:00:00
d9703d8e-6b92-cf46-ca91-039fc19ad631,ws-00028,windows_workstation,Windows 11 22H2,workstation,4e7a338e-18c8-78bd-4816-6ed3f98dbedd,low,True,2023-12-31T13:24:05.046671,0.4,fresh,2024-01-01T00:00:00
b9878832-bf30-e6b4-e0b4-0f3c73a67faf,ws-00029,windows_workstation,Windows 11 22H2,workstation,8cb46543-1cee-63da-1b71-8f3e7c6eb977,low,True,2023-12-31T05:31:37.752913,0.8,fresh,2024-01-01T00:00:00
83b66174-013e-881e-2675-b56b6d0b3737,ws-00030,windows_workstation,Windows 11 22H2,workstation,292e3a1e-f41a-9bd3-b1ce-e2b07d6bc15d,medium,True,2023-12-29T10:14:09.766898,2.6,fresh,2024-01-01T00:00:00
1b06f755-3b53-e28c-3118-f4f11a018ef7,ws-00031,windows_workstation,Windows 11 22H2,workstation,cb21e3ea-144e-a108-6f08-db7177be1366,low,False,2023-12-30T00:06:16.736743,999.0,fresh,2024-01-01T00:00:00
2fd6e236-093e-483c-d41f-4d656f747b40,ws-00032,windows_workstation,Windows 11 22H2,workstation,987faaab-7762-e4fa-74e2-b2288823ff04,medium,True,2023-12-30T06:17:34.894876,1.7,fresh,2024-01-01T00:00:00
78ac376a-243f-b2a3-aff1-dbc7d3d13599,ws-00033,windows_workstation,Windows 11 22H2,workstation,5a793a81-5abe-5224-6fad-5405a044f5e2,medium,True,2023-12-29T10:07:56.169909,2.6,fresh,2024-01-01T00:00:00
9c01127f-5069-32fc-af40-97cc6e360982,ws-00034,windows_workstation,Windows 11 22H2,workstation,8ad5ad1b-5511-fe4b-d9a0-52ad399f6bd3,high,True,2023-12-29T07:32:56.506485,2.7,fresh,2024-01-01T00:00:00
232183eb-c754-0fea-23b9-167a1ed0c7eb,ws-00035,windows_workstation,Windows 11 22H2,workstation,48d21ad9-3560-ebd3-d2ab-2277ec2832cd,medium,True,2023-12-26T06:16:12.901256,5.7,fresh,2024-01-01T00:00:00
ba25b822-f380-1e91-c3f0-4bfc1cd69db7,ws-00036,windows_workstation,Windows 11 22H2,workstation,7a2f7cba-8dc7-63b4-e414-f05c67023e9f,high,True,2023-12-30T11:25:30.421354,1.5,fresh,2024-01-01T00:00:00
9e5b596e-12be-f2c0-c2b6-5997e2df4e1e,ws-00037,windows_workstation,Windows 11 22H2,workstation,4dc77c5b-f196-de0a-d68b-ddcdacb6cb59,high,True,2023-12-30T00:26:40.750125,2.0,fresh,2024-01-01T00:00:00
766a65ea-c560-0d9d-2437-6b25f8d9a86c,ws-00038,windows_workstation,Windows 11 22H2,workstation,b844c9c8-27a0-a449-6ab5-f182c8e1bfd8,medium,True,2023-12-28T04:22:30.330298,3.8,fresh,2024-01-01T00:00:00
ee253237-d28b-76b0-1255-463a78b742fd,ws-00039,windows_workstation,Windows 11 22H2,workstation,1cc50958-23e8-ee50-029d-feac0b02a145,low,True,2023-12-30T15:11:41.357771,1.4,fresh,2024-01-01T00:00:00
7927b1f8-1143-97c4-cbe9-9c0bbd63b0ff,ws-00040,windows_workstation,Windows 11 22H2,workstation,6d955373-b8c0-6058-4bda-055f61fb7356,medium,True,2023-12-29T12:34:44.339469,2.5,fresh,2024-01-01T00:00:00
6c57b5c7-6649-b8d3-705c-68614f6e741b,ws-00041,windows_workstation,Windows 11 22H2,workstation,a4432af2-4195-1eb2-b55a-e3b8e7b73e49,low,True,2023-12-30T02:06:34.174886,1.9,fresh,2024-01-01T00:00:00
0304536d-2161-57af-ccaa-723c48fc8ca0,ws-00042,windows_workstation,Windows 11 22H2,workstation,915b3358-23b9-fd3b-9fb6-ed8d73db0e10,critical,True,2023-12-30T18:33:41.628417,1.2,fresh,2024-01-01T00:00:00
4a38adca-783a-92f9-e76f-b836c67705da,ws-00043,windows_workstation,Windows 11 22H2,workstation,f4d452cc-aa59-bc89-0784-4a21cee0f6f6,critical,True,2023-12-28T04:31:24.869300,3.8,fresh,2024-01-01T00:00:00
00f15c2c-d71b-22f0-a7cd-c4d48a0b76b6,ws-00044,windows_workstation,Windows 11 22H2,workstation,32528502-a2d3-fda4-6156-a88d9f44f0e3,medium,True,2023-12-28T09:31:41.629748,3.6,fresh,2024-01-01T00:00:00
7100c24d-d0fa-3231-092e-17e9655cbfcb,ws-00045,windows_workstation,Windows 11 22H2,workstation,8775171d-4dbc-be6c-d5f7-14b34c2cead9,high,False,2023-12-22T00:23:41.827825,999.0,fresh,2024-01-01T00:00:00
9ff379f7-6d6d-20eb-31c3-899be69d58a1,ws-00046,windows_workstation,Windows 11 22H2,workstation,dada646c-a80e-89a8-d5ba-1888b31dbbd0,medium,True,2023-12-29T17:12:24.171802,2.3,fresh,2024-01-01T00:00:00
f9045ce3-7aca-4181-5a12-2129e697fa7d,ws-00047,windows_workstation,Windows 11 22H2,workstation,50cd7a7d-e13a-5ae9-9906-53c52d009e09,medium,True,2023-12-30T22:14:06.177619,1.1,fresh,2024-01-01T00:00:00
6d896d21-eaf2-b8df-112c-701595a53411,ws-00048,windows_workstation,Windows 11 22H2,workstation,68b7d9a3-bcb5-ce10-baf6-8e5c2b047487,critical,True,2023-12-30T09:59:31.985529,1.6,fresh,2024-01-01T00:00:00
89ad7f37-d06c-2cea-1156-75d9a0d5e064,ws-00049,windows_workstation,Windows 11 22H2,workstation,ebdad5c9-363d-cc60-1542-7f6b4dc3304c,medium,True,2023-12-25T02:03:04.380164,6.9,stale_mild,2024-01-01T00:00:00
69035f45-4eb8-b0f0-73fb-4b5a105ff690,ws-00050,windows_workstation,Windows 11 22H2,workstation,a4af02fe-abf8-d1c7-b1b8-e6f1239204ac,critical,True,2023-12-31T11:52:49.013549,0.5,fresh,2024-01-01T00:00:00
b8fb5865-cc20-ca22-4bd2-9c80eeb3b4d1,ws-00051,windows_workstation,Windows 11 22H2,workstation,e038a534-3b6e-09f0-7d25-4faa7ba0f260,low,True,2023-12-31T06:55:01.174421,0.7,fresh,2024-01-01T00:00:00
1f196d36-f341-6214-7fec-5869fb44b57d,ws-00052,windows_workstation,Windows 11 22H2,workstation,faf0039e-426e-22a6-110f-c34603f124e7,low,True,2023-12-27T14:24:57.754419,4.4,fresh,2024-01-01T00:00:00
056ded11-01f4-252e-ee20-e11a8c9a6f3a,ws-00053,windows_workstation,Windows 11 22H2,workstation,eeb5cb92-e52b-b123-a056-76b471efe3a8,medium,False,2023-12-31T12:07:33.025758,999.0,fresh,2024-01-01T00:00:00
aab3bd24-cb82-f7ec-c6b8-b15f9f113c71,ws-00054,windows_workstation,Windows 11 22H2,workstation,9d8b99f2-897a-c859-5166-63dff9bade6e,low,True,2023-12-31T19:13:43.925302,0.2,fresh,2024-01-01T00:00:00
58dd3726-c495-38b5-b465-49e57d06477a,ws-00055,windows_workstation,Windows 11 22H2,workstation,ee4c1081-613d-c907-d1e2-d760dd0fa6b9,critical,True,2023-12-29T08:14:38.034799,2.7,stale_mild,2024-01-01T00:00:00
c3e9f88c-fe99-b43e-541a-d06df1536e00,ws-00056,windows_workstation,Windows 11 22H2,workstation,7203115a-bcda-1bba-4a30-d1fa53b6cd61,critical,True,2023-12-28T11:17:40.513870,3.5,fresh,2024-01-01T00:00:00
03f67132-7ef0-402a-3ede-4e6c9fc25d36,ws-00057,windows_workstation,Windows 11 22H2,workstation,276145ba-565a-482f-52ea-162665cc55d7,critical,True,2023-12-31T08:59:00.300498,0.6,fresh,2024-01-01T00:00:00
52dc25e3-760e-3daf-bc7b-74a172087ce2,ws-00058,windows_workstation,Windows 11 22H2,workstation,3814fec5-5071-ef6f-9db5-e5b61b8e9de4,low,True,2023-12-31T18:41:21.882252,0.2,fresh,2024-01-01T00:00:00
d30bbc48-21ac-584e-277f-7296a4f8d3f1,ws-00059,windows_workstation,Windows 11 22H2,workstation,a18124eb-0265-813d-d0b4-a7526fbd24e0,high,False,2023-12-30T16:16:59.740481,999.0,fresh,2024-01-01T00:00:00
abb70a1b-b635-5408-66f0-d70e229cd8e5,ws-00060,windows_workstation,Windows 11 22H2,workstation,c194d1fc-bd4d-0367-9f40-c17eee3dfc2d,medium,True,2023-12-29T10:49:32.676456,2.5,fresh,2024-01-01T00:00:00
e3f00ede-72dc-0fbe-fe6b-2df996847529,ws-00061,windows_workstation,Windows 11 22H2,workstation,68eff95e-0fbf-006b-4c2a-cf420c0032ba,medium,True,2023-12-30T04:12:52.792362,1.8,stale_mild,2024-01-01T00:00:00
0345bd2c-c653-3518-26d4-eaa1e3b19555,ws-00062,windows_workstation,Windows 11 22H2,workstation,c3bbb4d9-35b9-8b51-7018-d3c1ff33dfed,critical,False,2023-11-30T20:14:07.596858,999.0,fresh,2024-01-01T00:00:00
31f63417-1bc9-06a2-d325-4a1ffe257e9c,ws-00063,windows_workstation,Windows 11 22H2,workstation,5fc0fbe1-fd94-9199-6ca5-465ed5e6b314,medium,True,2023-12-29T21:36:22.058053,2.1,fresh,2024-01-01T00:00:00
f415ace5-b877-505a-528b-009a8680e2f6,ws-00064,windows_workstation,Windows 11 22H2,workstation,81c86ff0-5a4f-3149-5822-24ab2cef75f6,medium,True,2023-12-31T04:26:00.778333,0.8,stale_mild,2024-01-01T00:00:00
5d5b7060-1903-fdb3-e2b0-376f89b1d457,ws-00065,windows_workstation,Windows 11 22H2,workstation,958677a7-6a10-55ee-bef5-e933414d8d50,high,True,2023-12-27T10:40:31.331425,4.6,fresh,2024-01-01T00:00:00
5d475cc8-d335-0781-618d-4971fe0c8462,ws-00066,windows_workstation,Windows 11 22H2,workstation,22180f87-95ae-61d1-464a-d578d6df3a42,medium,True,2023-12-31T21:36:00,0.1,fresh,2024-01-01T00:00:00
203c7ccf-224d-70ed-ae6c-80d10626719e,ws-00067,windows_workstation,Windows 11 22H2,workstation,2f5c98cb-8bbe-e9d5-009e-61654bc59ca3,low,True,2023-12-29T19:00:26.017884,2.2,fresh,2024-01-01T00:00:00
1403356f-547a-9d2b-2d83-51e62824e2cb,ws-00068,windows_workstation,Windows 11 22H2,workstation,97426679-0bea-805c-3521-11911b89fda9,medium,True,2023-12-30T11:13:52.144082,1.5,fresh,2024-01-01T00:00:00
748635ca-d87f-3b20-db79-9713b4a19cd3,ws-00069,windows_workstation,Windows 11 22H2,workstation,83d83405-056f-9e36-cf7b-73365350638e,critical,True,2023-12-26T14:45:56.675669,5.4,fresh,2024-01-01T00:00:00
b2210e3e-dd1f-2414-ac8d-f817725bbacc,ws-00070,windows_workstation,Windows 11 22H2,workstation,7bcc2584-c3ed-3e94-a161-5825883b8665,medium,True,2023-12-31T15:10:41.329427,0.4,fresh,2024-01-01T00:00:00
d93f7b09-d84b-5d06-1ed4-6d2c6cb2d10c,ws-00071,windows_workstation,Windows 11 22H2,workstation,e49db712-224c-275d-9852-76aa8e73aa9f,medium,True,2023-12-31T06:07:11.958664,0.7,fresh,2024-01-01T00:00:00
766a57b0-115e-ef25-d078-105434cba8b4,ws-00072,windows_workstation,Windows 11 22H2,workstation,d39ec2ec-a1e7-7059-3d1a-f01921b1f586,low,True,2023-12-31T10:12:24.297457,0.6,fresh,2024-01-01T00:00:00
1c5ae001-1de2-e3ec-2c55-15f48c5f8a8e,ws-00073,windows_workstation,Windows 11 22H2,workstation,41e003e1-e214-632b-baaa-07d995663378,medium,True,2023-12-27T15:20:05.485474,4.4,fresh,2024-01-01T00:00:00
f5623f1a-433f-d733-b3db-285da8c80116,ws-00074,windows_workstation,Windows 11 22H2,workstation,64f6b5e9-0575-b262-65b7-2dc7925de541,critical,True,2023-12-29T06:36:00.371675,2.7,fresh,2024-01-01T00:00:00
557dffac-fab2-dc5d-f0a0-7aa417e378d7,ws-00075,windows_workstation,Windows 11 22H2,workstation,ef44f589-d099-4856-a5be-16b787b9eb6b,high,True,2023-12-26T02:17:00.534094,5.9,fresh,2024-01-01T00:00:00
deb2eaca-247e-f9da-49e7-0f340157a582,ws-00076,windows_workstation,Windows 11 22H2,workstation,d63b355d-60be-94ac-ff6e-8b71b40440ab,high,True,2023-12-31T20:57:52.301663,0.1,fresh,2024-01-01T00:00:00
69c5322c-ddfb-202e-75bc-7dd2368f1bb7,ws-00077,windows_workstation,Windows 11 22H2,workstation,ab796ff4-e6ef-0b96-0ef1-1c054adb79fc,medium,True,2023-12-30T19:17:41.997670,1.2,stale_mild,2024-01-01T00:00:00
da0e32a4-02b1-251c-c819-104a5e8919ea,ws-00078,windows_workstation,Windows 11 22H2,workstation,79b18b5c-ec16-493d-6bcd-da7a0e88b35d,low,True,2023-12-31T21:36:00,0.1,fresh,2024-01-01T00:00:00
06907069-8b6d-7619-8b7a-b6b37efb06d3,ws-00079,windows_workstation,Windows 11 22H2,workstation,13ff3602-819c-6a25-ff52-6bdba3e0b2de,medium,True,2023-12-30T23:44:04.392875,1.0,fresh,2024-01-01T00:00:00
99129d06-c02f-2df0-0311-9e719bbe8569,ws-00080,windows_workstation,Windows 11 22H2,workstation,cecac2d3-500f-1f4c-241a-1f296597bbae,high,True,2023-12-31T21:26:42.091294,0.1,fresh,2024-01-01T00:00:00
228b15c3-f60f-4e3d-fa63-9656c7b46b71,ws-00081,windows_workstation,Windows 11 22H2,workstation,5ab79326-759b-ee3a-e147-254853cb45d0,medium,True,2023-12-29T16:15:27.673482,2.3,fresh,2024-01-01T00:00:00
8dcdfd73-005e-4eb1-c2f0-0cd9f3033405,ws-00082,windows_workstation,Windows 11 22H2,workstation,e85f9b9c-5bd8-cf83-00ba-20a8ec25c4ee,medium,False,2023-12-31T16:12:38.709026,999.0,fresh,2024-01-01T00:00:00
fe4bb1cc-63d1-ab09-322d-35cd81d8ce68,ws-00083,windows_workstation,Windows 11 22H2,workstation,9be8af85-11df-e478-e3e7-c8f4a9a604e0,medium,True,2023-12-29T15:47:32.614343,2.3,fresh,2024-01-01T00:00:00
d798cecb-e5b7-6096-e056-75f26812713b,ws-00084,windows_workstation,Windows 11 22H2,workstation,89c29860-57c2-a321-3465-a304a027e629,medium,True,2023-12-31T08:10:39.292442,0.7,fresh,2024-01-01T00:00:00
04ee3f02-8f81-ce91-0426-ae1635823864,ws-00085,windows_workstation,Windows 11 22H2,workstation,f4128a3d-4f95-feb1-042f-4a1b5115f494,low,True,2023-12-31T07:55:14.776712,0.7,fresh,2024-01-01T00:00:00
581bc0b0-b64a-6de2-adcc-4bef80692f93,ws-00086,windows_workstation,Windows 11 22H2,workstation,1bf3dbf3-cbfd-59ee-6aa7-21d540a611fa,high,True,2023-12-30T18:09:29.295669,1.2,fresh,2024-01-01T00:00:00
dd53cbe2-4fc0-0e9b-3e0b-b2dec5b44587,ws-00087,windows_workstation,Windows 11 22H2,workstation,0fd7b2b8-f8b2-59d6-c7b9-3ec18f16c8d3,critical,True,2023-12-28T00:34:07.940721,4.0,fresh,2024-01-01T00:00:00
0d86dd35-7158-71b3-8005-09ee0c3c629d,ws-00088,windows_workstation,Windows 11 22H2,workstation,b729e567-6dc1-6036-7c26-cbc449fc8514,high,True,2023-12-27T13:21:19.669828,4.4,fresh,2024-01-01T00:00:00
