record_id,computer_id,snapshot_timestamp,missing_patch_count,critical_missing_patch_count,patch_compliance_score,days_since_last_patch_applied,open_kev_count,source_freshness_flag,last_updated_at,is_anomalous,anomaly_class
99a2f892-d0c2-1fc3-443d-9c8c228b96ea,4622d450-4eb5-5d71-5ba7-5601475cde59,2024-01-01T00:00:00,6,0,0.94,14.5,0,fresh,2024-01-01T00:00:00,False,
9fd9a80a-3780-77b3-2d26-7da7a4332cdc,9008112c-602f-d434-4026-6c036d0f82ec,2024-01-01T00:00:00,0,0,0.991,14.5,0,fresh,2024-01-01T00:00:00,False,
aca4d90b-0e61-b511-cdf3-0fc3aa859273,f25386ce-5469-c1e9-b369-f2c1bec43793,2024-01-01T00:00:00,6,0,0.784,5.4,0,fresh,2024-01-01T00:00:00,False,
626926ba-a686-eefa-6626-7a5d9275ff27,c2dd02a0-3c17-483d-e9df-a6ee36b56000,2024-01-01T00:00:00,4,0,0.836,25.7,0,fresh,2024-01-01T00:00:00,False,
259fd1ee-e7f7-f071-49b8-f95c3b411f68,e44d0cde-bd18-5f58-691d-f3e0a2e45fd4,2024-01-01T00:00:00,0,0,0.95,26.0,0,fresh,2024-01-01T00:00:00,False,
e3d6cac9-550b-5cbd-7d01-a7d1fe25bafa,b026b415-6686-8f15-ce77-1ab6aa67c42c,2024-01-01T00:00:00,5,1,0.879,20.2,0,fresh,2024-01-01T00:00:00,False,
ef650ff6-b314-7cc9-534f-a45e9370520d,bd65f109-a7c6-546c-bc3c-8191ea30086a,2024-01-01T00:00:00,2,0,0.645,28.0,0,fresh,2024-01-01T00:00:00,False,
a8a6c199-950d-fa22-842c-43d1bb36bd89,abcff547-94d7-2998-6cc0-8223a80eb4d8,2024-01-01T00:00:00,3,1,0.908,5.4,0,fresh,2024-01-01T00:00:00,False,
3e4819fc-d0f8-747f-d318-79de667ca58c,778188d3-8915-b538-cd40-2f368e1ee25e,2024-01-01T00:00:00,5,1,0.85,4.3,0,fresh,2024-01-01T00:00:00,False,
69e3bbc1-66f4-ffa1-7d27-0c55824d8316,4384893f-ad8d-2d20-7b06-d9cb973f54ec,2024-01-01T00:00:00,0,0,0.888,25.7,0,fresh,2024-01-01T00:00:00,False,
e22a4ccb-3edc-17ce-66a1-06758888c9e8,197f523e-8143-24e4-894e-927494981087,2024-01-01T00:00:00,0,0,0.888,8.6,0,fresh,2024-01-01T00:00:00,False,
50867f37-29e6-9f3c-3be8-22c384f10436,a6e5880d-8680-7c37-0598-d21804602352,2024-01-01T00:00:00,2,0,0.811,37.2,0,fresh,2024-01-01T00:00:00,False,
81ce4c63-ebd0-00f8-576a-977534fb9881,04d8c99c-e4ae-3be7-8e0f-cab4ce50d23c,2024-01-01T00:00:00,2,0,0.889,4.9,0,fresh,2024-01-01T00:00:00,False,
bec489d4-f7a6-df27-6a90-9bd8528d7467,645adf39-ff56-c704-11f5-d637ae24dbcf,2024-01-01T00:00:00,2,1,0.727,12.6,0,fresh,2024-01-01T00:00:00,False,
97e7f014-51e0-56cb-2543-83138985a282,744452e4-5c41-6897-030b-9c97fa37f9ab,2024-01-01T00:00:00,3,0,0.847,9.3,0,fresh,2024-01-01T00:00:00,False,
bbe4f78e-37de-f195-af18-f49e7ffd58ff,b672abbf-73aa-311c-2699-c1e769530834,2024-01-01T00:00:00,3,0,0.777,21.5,0,fresh,2024-01-01T00:00:00,False,
0d9ee5fa-ed1e-7517-f92f-c5264e398ee1,e65e0a6d-97b3-ec01-58b0-fabc2d6fdd70,2024-01-01T00:00:00,1,0,0.889,28.0,0,fresh,2024-01-01T00:00:00,False,
11d526d4-5907-7d5f-f642-9b0b7865cf83,3ee0b81d-d221-aa0f-d882-8123eb6ea881,2024-01-01T00:00:00,0,0,0.873,51.8,0,fresh,2024-01-01T00:00:00,False,
9c4428c2-d0e3-01e6-bb45-98a93e0ec063,9d613f7f-f168-91af-0cf5-5db6bbd4ae07,2024-01-01T00:00:00,5,0,0.823,50.6,0,fresh,2024-01-01T00:00:00,False,
fce8d798-8480-1ff6-6abf-a51444d00815,2ca8bf17-663b-dcc7-fea5-36b8311e1828,2024-01-01T00:00:00,0,0,0.915,32.8,0,fresh,2024-01-01T00:00:00,False,
22c6f150-65db-a7c3-ef94-bad3eb62eb3e,6b876c55-ee85-c702-c98c-083d452e55ea,2024-01-01T00:00:00,0,0,0.799,7.2,0,fresh,2024-01-01T00:00:00,False,
b99c5106-6baa-76bd-9acb-65d1190b9e54,3131fc13-95ce-3e5f-a043-3409b8b8dcf6,2024-01-01T00:00:00,3,0,0.771,4.4,0,fresh,2024-01-01T00:00:00,False,
605e2ea4-43ce-afd1-b24a-55b9b95731a5,5ba13b0c-2d13-de1b-8274-6107a57d5d06,2024-01-01T00:00:00,6,1,0.913,20.1,0,fresh,2024-01-01T00:00:00,False,
2184c573-e85c-eb66-ed7c-8c2206507af4,59d36806-ec01-7be2-ac58-9b152b45afd3,2024-01-01T00:00:00,1,3,0.258,13.0,1,fresh,2024-01-01T00:00:00,False,
afc70f7e-84c5-d8e5-b4a5-a77484e2cba1,e827b30e-4d9b-0b33-f38a-b897b66af5d8,2024-01-01T00:00:00,1,1,0.786,3.6,0,fresh,2024-01-01T00:00:00,False,
9808cf97-c02b-bd3d-d122-ee816f8c4859,f21beba8-29fa-c67a-3ffd-21a725db22e1,2024-01-01T00:00:00,1,0,0.98,7.3,0,fresh,2024-01-01T00:00:00,False,
e1461c10-d80c-0b45-5e89-009bf2244a39,b405510d-1fcc-5267-05af-d6394a343516,2024-01-01T00:00:00,0,0,0.955,14.0,0,fresh,2024-01-01T00:00:00,False,
6a9756e6-0754-35e4-dcca-64c9f6551716,3617f531-9a55-d06c-9b93-e2b59f9ddbf2,2024-01-01T00:00:00,1,0,0.807,71.6,0,fresh,2024-01-01T00:00:00,False,
770a8c94-6d7c-abb3-0b2c-f3543936ce3d,d9703d8e-6b92-cf46-ca91-039fc19ad631,2024-01-01T00:00:00,2,1,0.793,6.3,0,fresh,2024-01-01T00:00:00,False,
a3dca31d-4b2f-3d37-0007-4b9dd8bfb0eb,b9878832-bf30-e6b4-e0b4-0f3c73a67faf,2024-01-01T00:00:00,2,0,0.821,2.3,0,fresh,2024-01-01T00:00:00,False,
ae66a5c2-5535-ee6e-0f3c-a10950482ae7,83b66174-013e-881e-2675-b56b6d0b3737,2024-01-01T00:00:00,0,0,0.872,6.8,0,fresh,2024-01-01T00:00:00,False,
6f85fd88-4c1c-8573-7c61-d25944e0b76a,1b06f755-3b53-e28c-3118-f4f11a018ef7,2024-01-01T00:00:00,1,0,0.851,7.9,0,fresh,2024-01-01T00:00:00,False,
68e5c5f5-e0d7-70a7-71fe-365bef79cc14,2fd6e236-093e-483c-d41f-4d656f747b40,2024-01-01T00:00:00,1,1,0.78,34.9,0,fresh,2024-01-01T00:00:00,False,
5ebf202e-10e9-4b59-e18b-9a84e622e4e0,78ac376a-243f-b2a3-aff1-dbc7d3d13599,2024-01-01T00:00:00,4,2,0.487,18.7,0,fresh,2024-01-01T00:00:00,False,
252e95cb-8910-434e-7cbe-caea71b20160,9c01127f-5069-32fc-af40-97cc6e360982,2024-01-01T00:00:00,2,0,0.978,18.1,0,fresh,2024-01-01T00:00:00,False,
4540dd26-e828-ee95-5a44-b4892563b771,232183eb-c754-0fea-23b9-167a1ed0c7eb,2024-01-01T00:00:00,2,2,0.904,25.6,0,fresh,2024-01-01T00:00:00,False,
fb42fad6-5c84-a908-96f5-e5b94a73f9f5,ba25b822-f380-1e91-c3f0-4bfc1cd69db7,2024-01-01T00:00:00,3,1,0.514,10.0,0,fresh,2024-01-01T00:00:00,False,
a8a2b912-5bfa-c697-f876-c45a7213b850,9e5b596e-12be-f2c0-c2b6-5997e2df4e1e,2024-01-01T00:00:00,3,2,0.752,18.3,0,fresh,2024-01-01T00:00:00,False,
a8d321c5-4523-fd26-545c-f7e4631e8ab4,766a65ea-c560-0d9d-2437-6b25f8d9a86c,2024-01-01T00:00:00,2,0,0.884,25.0,0,fresh,2024-01-01T00:00:00,False,
38f51b04-7db7-a71f-344b-f87dee009425,ee253237-d28b-76b0-1255-463a78b742fd,2024-01-01T00:00:00,2,0,0.995,9.9,0,fresh,2024-01-01T00:00:00,False,
f9353550-f5da-3e55-ae2d-0a2219ac410f,7927b1f8-1143-97c4-cbe9-9c0bbd63b0ff,2024-01-01T00:00:00,4,2,0.887,33.5,0,fresh,2024-01-01T00:00:00,False,
26917e13-d05c-030f-7274-e9a5508eef58,6c57b5c7-6649-b8d3-705c-68614f6e741b,2024-01-01T00:00:00,0,0,0.916,15.8,0,fresh,2024-01-01T00:00:00,False,
