event_id,user_id,group_id,action,event_timestamp,actor_user_id,is_privileged_group,is_anomalous,anomaly_class
4062f64c-0cdc-be77-54f8-19169ba9a04b,a491fb5b-bf23-8a35-2dba-a96c287997dc,c66f2e86-6739-8428-30cb-7bf17047767f,add,2024-01-19T13:00:00,3074c3d2-7e01-9b69-2874-2a6233706d95,False,False,
17e8a92d-eba6-8157-c543-163eb1c0d3c7,0c9df112-9773-340d-a919-f55e0a59a1ce,55940e3f-0734-ef1b-2112-9d308b5630b0,add,2024-01-30T11:00:00,72c6c7f5-f546-cdf1-968f-c899b016a850,False,False,
2966dfb4-af19-171c-e1d9-6bb811518106,1dcd19b6-9b5b-dacd-0d23-114395902129,ef605d98-bea6-be05-679d-328335a1fb09,add,2024-01-21T10:00:00,855ae58c-b875-2e74-91f3-cc84c160b498,False,False,
517e9254-97a7-3e98-01e9-785a1472a1dd,9f07f24d-cdf9-f369-e116-1999a9bba6cc,7b1344a3-a433-e0ad-1f98-5330e822a225,add,2024-03-03T14:00:00,adfbdcc0-c81b-0f80-f115-20cf7c6c4ae0,False,False,
b6b4a33d-da33-22e7-b4b8-0715800c81f5,7a5e5775-5f40-2620-27a9-8ff0024eeb77,f21cbb77-1495-1123-87ec-57d7af42ee60,add,2024-01-01T11:00:00,82f3a70a-fce3-34f8-d196-6b2f80c29528,False,False,
1b460010-1e6c-825a-73f8-933122091aa6,073c2617-5396-681e-d81d-75280901ed80,4d80d871-8d6c-06c8-8c79-063cac731b09,add,2024-01-24T10:00:00,551250dd-d9fc-929b-8bda-f4bb7a24518c,False,False,
8d3e3e14-e529-5a39-024a-ac9e3695d831,1a294b40-51dc-86e9-f5bb-e7c04ba49f08,a989d175-48a8-9dd6-36bc-bd135fc23fff,add,2024-01-14T16:00:00,1965390b-8a51-cdfc-06ed-6909dbb60356,False,False,
a6fd3e39-7750-d1e9-c603-bc89f43fb6eb,cfab1faf-16ae-0b89-371b-fd4c702ce8c8,9ddcd254-8e9a-3c76-5939-37a3323f6550,add,2024-03-06T00:00:00,3074c3d2-7e01-9b69-2874-2a6233706d95,False,True,group_membership_drift
baeb02a0-47fa-c851-8c8a-457a0930a828,d82fe5f6-fb6f-3722-85d5-b5ff9a60b969,a989d175-48a8-9dd6-36bc-bd135fc23fff,add,2024-01-17T10:00:00,3074c3d2-7e01-9b69-2874-2a6233706d95,False,True,group_membership_drift
e9ad7f3f-b4da-44f8-549a-5bcabe9008fa,acd1bd6c-015f-0a49-e0ec-1b81c1b414f7,99dc14d5-5bfe-ee0a-b42e-ca95e663befb,add,2024-03-19T08:00:00,3074c3d2-7e01-9b69-2874-2a6233706d95,False,True,group_membership_drift
23c17259-eda1-3fdc-a7a8-8cb3f3315983,d82fe5f6-fb6f-3722-85d5-b5ff9a60b969,50185d65-f714-1d74-8087-ee8e5094202f,add,2024-03-29T03:00:00,3074c3d2-7e01-9b69-2874-2a6233706d95,False,True,group_membership_drift
a23a6abd-f790-7a9f-2f77-51775b6aa2a5,042345ef-6bc7-3eda-9c85-4d078cba2591,1808dcc8-448b-1b47-efd3-16cd0cdf2212,add,2024-01-09T02:00:00,3074c3d2-7e01-9b69-2874-2a6233706d95,True,True,privilege_escalation_drift
847ee0e3-1dba-1f43-6840-4ab1d68726ea,79a1ddcb-cbf6-b34e-68c9-d1ea61c5e9d0,526a9f93-e3fb-8071-1496-ae10c47c8e6c,add,2024-01-27T02:00:00,3074c3d2-7e01-9b69-2874-2a6233706d95,True,True,privilege_escalation_drift
520a3b82-cbab-a531-37b4-018ca20148d1,8e768d1f-91d5-7a24-12e7-f73db62f8ff1,1808dcc8-448b-1b47-efd3-16cd0cdf2212,add,2024-02-16T15:00:00,3074c3d2-7e01-9b69-2874-2a6233706d95,True,True,privilege_escalation_drift
802545b5-e018-1bc3-2ccb-eaab76c64760,8e768d1f-91d5-7a24-12e7-f73db62f8ff1,e91d8af5-614a-3168-223c-5f17c0c1de7f,add,2024-02-21T15:00:00,3074c3d2-7e01-9b69-2874-2a6233706d95,True,True,privilege_escalation_drift
ae08bfba-1ff0-089c-19a5-7c0eff446742,8e768d1f-91d5-7a24-12e7-f73db62f8ff1,e91d8af5-614a-3168-223c-5f17c0c1de7f,add,2024-02-26T13:00:00,3074c3d2-7e01-9b69-2874-2a6233706d95,True,True,privilege_escalation_drift
4b6e9e83-284a-5a61-58d4-906a6ebd3b5d,8e768d1f-91d5-7a24-12e7-f73db62f8ff1,1808dcc8-448b-1b47-efd3-16cd0cdf2212,add,2024-03-03T16:00:00,3074c3d2-7e01-9b69-2874-2a6233706d95,True,True,privilege_escalation_drift
d925f841-fcf4-ff16-9723-d400c0d81b94,72afecab-437f-0bbf-c3cb-a0e662e15299,1808dcc8-448b-1b47-efd3-16cd0cdf2212,add,2024-02-16T16:00:00,3074c3d2-7e01-9b69-2874-2a6233706d95,True,True,privilege_escalation_drift
a2b6652a-f977-31fd-9845-095f62337c6e,72afecab-437f-0bbf-c3cb-a0e662e15299,e91d8af5-614a-3168-223c-5f17c0c1de7f,add,2024-02-22T14:00:00,3074c3d2-7e01-9b69-2874-2a6233706d95,True,True,privilege_escalation_drift
47591a2d-4229-d996-ae7f-55d9d2cabe3a,72afecab-437f-0bbf-c3cb-a0e662e15299,e91d8af5-614a-3168-223c-5f17c0c1de7f,add,2024-02-25T11:00:00,3074c3d2-7e01-9b69-2874-2a6233706d95,True,True,privilege_escalation_drift
