user_id,username,display_name,department,ou_path,account_enabled,account_created_at,account_last_logon,days_since_last_logon,is_privileged,privileged_group_count,is_service_account,password_last_set,days_since_password_change,mfa_enabled,source_freshness_flag,last_updated_at,split
718b9a18-45e1-9cd1-c970-07b5407fdae1,user_00000,Synthetic User 00000,Engineering,"OU=Engineering,DC=corp,DC=local",True,2020-04-29T00:00:00,2023-12-13T00:49:15.608566,19.0,False,0,False,2023-10-06T00:00:00,87,True,fresh,2024-01-01T00:00:00,train
c3af5294-11ee-e09c-421b-a82f5dd8f997,user_00001,Synthetic User 00001,Operations,"OU=Operations,DC=corp,DC=local",True,2022-08-25T00:00:00,2023-12-26T08:02:11.501249,5.7,False,0,False,2023-10-04T00:00:00,89,True,fresh,2024-01-01T00:00:00,val
1b9f9c94-159c-c176-13aa-86cd3a964fcd,user_00002,Synthetic User 00002,Legal,"OU=Legal,DC=corp,DC=local",True,2022-06-21T00:00:00,2023-12-27T00:25:20.252509,5.0,False,0,False,2023-07-21T00:00:00,164,True,fresh,2024-01-01T00:00:00,val
36325cee-a4cd-fc5b-3453-dd3bd5052b7c,user_00003,Synthetic User 00003,Executive,"OU=Executive,DC=corp,DC=local",True,2021-11-11T00:00:00,2023-12-28T10:51:13.143464,3.5,False,0,False,2023-11-13T00:00:00,49,False,fresh,2024-01-01T00:00:00,train
de7b2aaf-0c98-de3f-684c-120966e17a67,user_00004,Synthetic User 00004,IT,"OU=IT,DC=corp,DC=local",True,2022-01-08T00:00:00,2023-12-26T05:44:02.688138,5.8,False,0,False,2023-11-07T00:00:00,55,False,fresh,2024-01-01T00:00:00,val
fc02a85a-8884-2898-bb62-4abccaf0e7a3,user_00005,Synthetic User 00005,Engineering,"OU=Engineering,DC=corp,DC=local",True,2021-11-24T00:00:00,2023-12-24T08:05:33.918219,7.7,False,0,False,2023-11-19T00:00:00,43,True,fresh,2024-01-01T00:00:00,test
d0927350-761d-3c33-68dd-a93d420f68f2,user_00006,Synthetic User 00006,HR,"OU=HR,DC=corp,DC=local",True,2020-07-28T00:00:00,2023-12-17T02:16:37.835334,14.9,False,0,False,2023-11-29T00:00:00,33,False,fresh,2024-01-01T00:00:00,train
f1926e8b-c390-a92c-9715-7e85715b1dcf,user_00007,Synthetic User 00007,Legal,"OU=Legal,DC=corp,DC=local",True,2022-05-18T00:00:00,2023-12-21T02:05:44.310231,10.9,False,0,False,2023-10-31T00:00:00,62,True,fresh,2024-01-01T00:00:00,train
74e3fa95-3054-a9f7-e5f0-06caf3fb1989,user_00008,Synthetic User 00008,Operations,"OU=Operations,DC=corp,DC=local",True,2020-06-12T00:00:00,2023-12-20T00:28:54.386438,12.0,False,0,False,2023-08-06T00:00:00,148,True,fresh,2024-01-01T00:00:00,train
931a5fd9-3076-efdc-f8f2-882c7e8aa9de,user_00009,Synthetic User 00009,Operations,"OU=Operations,DC=corp,DC=local",True,2021-07-10T00:00:00,2023-12-22T22:34:33.846330,9.1,False,0,False,2023-07-09T00:00:00,176,True,fresh,2024-01-01T00:00:00,train
51767f17-6625-dce1-16ab-6bb9ad5cae74,user_00010,Synthetic User 00010,Legal,"OU=Legal,DC=corp,DC=local",True,2022-06-26T00:00:00,2023-12-02T16:13:19.470151,29.3,False,0,False,2023-09-09T00:00:00,114,False,fresh,2024-01-01T00:00:00,train
05d9e439-07ea-0f56-2367-42a1e697dd5a,user_00011,Synthetic User 00011,HR,"OU=HR,DC=corp,DC=local",True,2022-03-01T00:00:00,2023-12-27T07:23:46.477082,4.7,False,0,False,2023-09-28T00:00:00,95,False,fresh,2024-01-01T00:00:00,train
fb7d82be-6b45-1cd3-48df-4602aa0e1a0e,user_00012,Synthetic User 00012,Operations,"OU=Operations,DC=corp,DC=local",True,2022-04-08T00:00:00,2023-12-29T03:30:25.853776,2.9,False,0,False,2023-08-15T00:00:00,139,True,fresh,2024-01-01T00:00:00,train
528a4d4b-b3df-9a3d-f9a7-b26218c9dfe8,svc_00013,Synthetic User 00013,Executive,"OU=Executive,DC=corp,DC=local",True,2021-10-09T00:00:00,2023-12-31T21:36:00,0.1,False,0,True,2023-12-25T00:00:00,7,False,fresh,2024-01-01T00:00:00,train
2a03bfc8-9c04-5ef2-8ec3-70d0eadca961,user_00014,Synthetic User 00014,Legal,"OU=Legal,DC=corp,DC=local",True,2022-12-07T00:00:00,2023-12-29T02:38:27.090850,2.9,False,0,False,2023-10-01T00:00:00,92,True,fresh,2024-01-01T00:00:00,train
3e6f8be5-7d3d-b045-195c-a822f884787e,user_00015,Synthetic User 00015,Executive,"OU=Executive,DC=corp,DC=local",True,2020-01-25T00:00:00,2023-12-27T09:56:04.201004,4.6,False,0,False,2023-12-22T00:00:00,10,False,fresh,2024-01-01T00:00:00,train
f13aec99-c7a2-3b59-85d8-12aeb07a6a71,user_00016,Synthetic User 00016,Finance,"OU=Finance,DC=corp,DC=local",True,2020-11-30T00:00:00,2023-11-22T04:36:34.378245,39.8,False,0,False,2023-08-13T00:00:00,141,True,fresh,2024-01-01T00:00:00,train
c6e3272c-0a29-6d74-acd9-733e4a388819,user_00017,Synthetic User 00017,Executive,"OU=Executive,DC=corp,DC=local",True,2022-07-11T00:00:00,2023-12-21T23:57:26.991386,10.0,False,0,False,2023-11-07T00:00:00,55,True,fresh,2024-01-01T00:00:00,val
