event_id,user_id,group_id,action,event_timestamp,actor_user_id,is_privileged_group,is_anomalous,anomaly_class
e52d2eee-0446-a512-52fa-4a75753d80d5,3784d0b3-c584-efa4-74c0-2c5eea72b543,9f07691a-4618-9280-c3a0-cef085e899c9,add,2024-03-23T12:00:00,5cf24bed-dbc5-9f41-29b6-35f1f201d5fc,False,False,
5c303ec4-ae0e-2a65-a0a8-b2f50c60cfb4,65eb6d7f-209d-fb2f-a8f0-d056e680af5f,1e08d8a2-9472-b7d8-e1e0-e38e4f46fb0e,add,2024-02-10T09:00:00,4979c11b-c312-01e3-9af5-fab7375c7149,True,False,
c3d971df-1883-d8b7-cd23-9b2dae9f2f68,a435528f-1e1b-bd98-dcf8-b41bf33a885f,4d9673ce-92d7-e59f-164c-63d02c5afcc5,add,2024-02-12T11:00:00,93e8be78-0cf8-bb3b-529e-355cf36274d3,False,False,
44121546-dc61-cd40-3ca2-05d08f30ea69,af48522f-5167-3b70-bfb1-d78a8e5d0653,d8c67bcc-4a81-6da2-5170-d93b09d05cc4,add,2024-01-22T12:00:00,06c0e63b-f1d4-242c-ec33-ba3cb7bd2081,False,False,
7cc226e5-2069-8a37-2a6b-a4206c381c71,3a17b647-eeb1-ac4b-30db-a21e8f42679c,d6384633-7123-b531-e732-34b9048173db,add,2024-03-10T16:00:00,f6545f3d-725e-c0ff-49f8-102bb3eeb3c2,False,False,
fadc09f9-cd02-e119-fd21-8b2e278a1c26,47f5f2d8-da2c-b98d-6504-12fa8f5d3fff,138530cc-3b6f-6149-7d17-2b61fc607ed8,add,2024-01-30T13:00:00,2bd7cbbd-cdfc-0def-11b1-a53ec302b3b7,False,False,
4dad7e7b-9f9d-fac0-cc52-6eb1e88a5cc0,ef4b8ac8-4bd8-d12d-6f8f-96efd49f9ba3,1c893ee9-84c2-4dbd-6170-edecaa77e341,add,2024-02-03T15:00:00,452cd6eb-e7be-c1cf-12e2-e6d21e15dc81,False,False,
3c4858d6-1f3c-be2f-b0d6-b6e4d81483c9,085ce9d8-b06f-f786-9bd9-5560616a52df,d8c67bcc-4a81-6da2-5170-d93b09d05cc4,add,2024-01-31T09:00:00,a406e786-b02e-0528-90c1-b262bf941d59,False,False,
44cc7e09-d98d-8d4a-bbb7-69272b6135ba,2b2169be-0917-a1ba-a9d4-777573a88b50,05e1c657-5ae2-093c-76ce-71fe705cb621,add,2024-01-06T16:00:00,740e1948-7dd8-a834-f2c0-565d8551197a,False,False,
72fc13c6-97f0-9af6-6f63-a0a5e9a06cdd,10067df9-3786-caab-a26a-b15d81b31715,71132d05-f0af-a967-54c7-17c4f2bd357b,add,2024-02-27T10:00:00,d9b605e9-2880-002d-0d58-9aeb1cc55a01,False,False,
f5914e38-316f-e1e7-88aa-232ed3d6642f,01eb8fcf-1bf4-b22b-bf1e-9b367f4f6827,1e08d8a2-9472-b7d8-e1e0-e38e4f46fb0e,add,2024-02-01T13:00:00,b91b26f6-a358-78b4-fbca-794dc4bd0707,True,False,
dc106478-dd8a-ec00-03fc-fe09c56b6dc2,4ebae51c-8466-68e0-f0c0-f50e9c1d8e10,53e293fe-5055-70ef-53a8-af8eb5376618,add,2024-03-06T11:00:00,f6545f3d-725e-c0ff-49f8-102bb3eeb3c2,False,False,
9009c670-2699-bf9b-d5db-c59505bfb281,3cabbf47-beda-32ab-f6b4-b568158db43f,65bb041e-39a8-d1dd-f54c-eacf415897f7,add,2024-03-25T15:00:00,dd129a96-445d-c4c0-c730-cfae1791c5f9,False,False,
cb2fe03a-1a37-07ff-7ee7-b25b74e84b7e,36868f04-98c1-515e-dff9-086049013a04,e387023e-f211-ee4f-91a7-1cd1a61f253a,add,2024-01-27T15:00:00,db022cdf-2a03-9e3a-e503-5379605483cc,False,False,
fb1e8cc2-30bd-8429-381b-92e978848b6a,a6f71daa-6761-6089-6502-25105384a37b,9375186d-d40b-e6b7-6f35-b9193ef6fad2,add,2024-03-06T10:00:00,2abaefb9-5cca-2f14-dbaf-f42b0cac86aa,False,False,
0d557ecf-8bca-53cd-2281-0519bcf42a60,3f03d35e-d8c8-c97f-39db-5d261ba52504,05e1c657-5ae2-093c-76ce-71fe705cb621,add,2024-03-23T10:00:00,26bba8ea-8223-286b-6e53-61834d1b887a,False,False,
276e83b8-5970-d876-36e2-58ca58b10d8c,345b00d1-90e3-11aa-f9db-0c9c28d2e272,1e0e10c6-0cb9-0e2f-3ba7-a8252f66f525,add,2024-02-20T15:00:00,99b03598-8c82-a728-7290-db2d2f5b9530,False,False,
28c532c6-b8a1-0523-948c-150df27d644d,c9eae579-e5b2-f4fb-3677-c3e9daa608d4,1cd0618b-bd3b-9bfc-c3f2-fae9b31792f2,add,2024-01-18T15:00:00,63d9bde7-591a-1920-8b69-26c09ebe35eb,False,False,
1b7934ef-75c2-1660-683b-355c396952c9,396c2788-7c7b-75cd-1c19-5edb10f7d16b,d012404b-6394-5acc-933d-4bc32377a402,add,2024-03-24T14:00:00,d3ab56d3-2e93-b838-5ee4-0dcf19da8322,False,False,
eee5775a-2517-6d88-bcf3-2b2df9d13008,61351d06-212d-e610-24c4-08a93db53d9f,dce23824-75ba-f226-be72-43a6a410372c,add,2024-01-09T14:00:00,fad26856-9106-643f-4c54-0a9a3efddcf4,False,False,
a8863591-bc3e-50a5-26e8-116fceb8baab,7e8ba882-9649-f355-6697-b55f069a3407,138530cc-3b6f-6149-7d17-2b61fc607ed8,add,2024-02-08T09:00:00,72cbd943-a1ec-e183-26ad-63dc567c2615,False,False,
