event_id,computer_id,cve_id,action_type,action_timestamp,actor_type,remediation_latency_days,is_anomalous,anomaly_class
078ab755-81bf-348c-c7ab-b696d97f0947,a8fae309-7398-6b0c-5b35-642e471dcc40,CVE-SYNTH-2024-73302,patch_applied,2023-11-19T00:00:00,automated,43.0,False,
ff5ba30d-05b4-febf-4ab3-99f46adb2bd4,fa4246c9-8f2a-d998-5d1d-a8d02b741ccf,CVE-SYNTH-2024-81984,patch_applied,2023-10-13T07:12:00,manual,79.7,False,
25969823-1633-aca9-9357-6363f7cdf9cb,e64dd06d-b114-f785-73f2-ff35b69189b7,CVE-SYNTH-2024-06050,patch_applied,2023-12-12T19:12:00,automated,19.2,False,
7eccfaa8-78ec-b58d-765b-230809ddae48,f196d519-2a73-2864-d499-b77b27bd6f02,CVE-SYNTH-2024-79407,patch_applied,2023-11-14T19:12:00,manual,47.2,False,
c93420d5-7e13-4111-8f0c-0d014df28323,afa1fab2-0b8b-fd0e-f2a7-1ef847ba3938,CVE-SYNTH-2024-54085,patch_applied,2023-07-14T04:48:00,automated,170.8,False,
7e192919-793d-ca40-87b2-6c0ae47153f0,afa1fab2-0b8b-fd0e-f2a7-1ef847ba3938,CVE-SYNTH-2024-69420,patch_applied,2023-12-05T21:36:00,automated,26.1,False,
0d1b5628-e2b2-185e-40c9-e4b5495a7f3d,87f20aaa-eb47-be80-09c3-019b8b8f2f2e,CVE-SYNTH-2024-17174,patch_applied,2023-11-29T12:00:00,automated,32.5,False,
a733c334-cd2e-f5f8-dd4f-4e45ffd8900d,afb85520-66ad-a6d1-8007-f342f53ebe6e,CVE-SYNTH-2024-39286,patch_applied,2023-10-05T16:48:00,automated,87.3,False,
d102ca64-1c41-102b-fd0e-2798f8eafad1,9241083b-8fd5-ca85-be47-3a7fc47e5a54,CVE-SYNTH-2024-19238,patch_applied,2023-12-03T21:36:00,automated,28.1,False,
febb3a88-7b38-8148-0166-0acdfabed76b,b8932390-2fd5-3bfd-4b15-177991fed8b4,CVE-SYNTH-2024-64102,patch_applied,2023-12-17T00:00:00,automated,15.0,False,
b5cff564-3c72-e7f2-03ed-d06149a3d9ca,4be72380-b303-acb5-af5f-0d152d95085b,CVE-SYNTH-2024-79343,patch_applied,2023-12-11T02:24:00,automated,20.9,False,
8db8c8a1-b648-265c-1144-91327f5ca296,4be72380-b303-acb5-af5f-0d152d95085b,CVE-SYNTH-2024-14748,patch_applied,2023-11-12T09:36:00,manual,49.6,False,
7981b92a-5ff8-d0c4-e41f-01f647d69b6e,ea027958-6b44-1577-9020-81b11db40c64,CVE-SYNTH-2024-10716,patch_applied,2023-10-17T19:12:00,automated,75.2,False,
bdc7ea8b-2db6-da00-db2b-0b982d39acc8,a6594589-d9f6-86ff-5a20-d18b8d596360,CVE-SYNTH-2024-36853,patch_applied,2023-10-29T21:36:00,automated,63.1,False,
52ba0d99-92f7-f976-45c1-e58b1b9d0401,9aa9af1b-3ab3-5d77-3d05-971f9e2254ba,CVE-SYNTH-2024-41959,patch_applied,2023-12-02T21:36:00,manual,29.1,False,
f73652bb-cffe-4401-103d-bbbd4ea78a81,73b20cb4-0c5e-3ea4-fb63-bd8a3c320b4f,CVE-SYNTH-2024-40834,patch_applied,2023-02-19T09:36:00,automated,315.6,False,
69e7b7d0-69ca-53c1-de07-83f7cfe908de,48105329-1289-a1a1-856f-703e18524263,CVE-SYNTH-2024-21639,patch_applied,2023-04-21T00:00:00,automated,255.0,False,
e3e555e1-1faf-1e79-4ae5-9d904d4e4515,f74b2264-bb25-3791-0c0b-7a697a7474d1,CVE-SYNTH-2024-80482,patch_applied,2023-11-05T00:00:00,automated,57.0,False,
67e1d811-81bf-457b-dd2c-c0d8a7ab9a68,3bfc9b2b-20b2-44d6-2196-1b04bbcd9391,CVE-SYNTH-2024-80200,patch_applied,2023-12-09T02:24:00,automated,22.9,False,
005fcd26-ce20-a528-f308-9d27405a7480,f16beeb5-bfb2-a86e-b715-d0467bacb9f2,CVE-SYNTH-2024-23885,patch_applied,2023-12-02T02:24:00,automated,29.9,False,
30ac0131-0241-c420-8c7c-b4f4694e3b30,56d0dd04-bef2-26b6-e510-71ce5912d1a4,CVE-SYNTH-2024-15869,patch_applied,2023-08-27T16:48:00,automated,126.3,False,
8c93213b-3a91-513f-155c-19fd55b8d04a,04268a64-7739-da3b-6874-2215d47873cb,CVE-SYNTH-2024-28542,patch_applied,2023-12-23T09:36:00,manual,8.6,False,
09e2dace-fff1-14f7-b75b-fd03f8e771c4,15fec36a-45f1-952e-cbf1-ab4c5203cf80,CVE-SYNTH-2024-45743,patch_applied,2023-07-13T12:00:00,manual,171.5,False,
ae473b23-5a9e-a9a0-6fe5-d6c5a8c0e351,54c94561-92ef-1baf-7491-c3c2037f5a9c,CVE-SYNTH-2024-05274,patch_applied,2023-10-31T16:48:00,automated,61.3,False,
32fab394-3ad8-6c0b-096c-1046fd98b7eb,4662c6c0-5c04-ac67-268f-a0055fbb2e79,CVE-SYNTH-2024-40614,patch_applied,2023-11-11T00:00:00,manual,51.0,False,
a1671b5a-fd47-fb2f-7e6f-5968ba5570e5,aa9dc24c-a534-9a04-25e5-d39a9e47ff4f,CVE-SYNTH-2024-74776,patch_applied,2023-12-26T19:12:00,automated,5.2,False,
ccd90dca-e6e1-c627-81d0-ff5512ed15ff,4f3ef38a-fb82-9b31-f236-b0354e8ac555,CVE-SYNTH-2024-26667,patch_applied,2023-11-11T09:36:00,automated,50.6,False,
15a2f290-82eb-c27f-fb33-bc7a5d19a754,4f3ef38a-fb82-9b31-f236-b0354e8ac555,CVE-SYNTH-2024-23815,patch_applied,2023-10-11T12:00:00,automated,81.5,False,
9682ba20-b508-7d82-f3d8-d67060f9d649,279f3c9a-61d4-bffd-0f9b-e500562f77b6,CVE-SYNTH-2024-45157,patch_applied,2023-11-01T12:00:00,automated,60.5,False,
da0035cc-4ef4-1f32-4025-958fd35830b8,a8c1b3bf-6bfb-a5cf-0226-265c877be6e8,CVE-SYNTH-2024-83054,patch_applied,2023-12-07T21:36:00,manual,24.1,False,
bbd88187-dd74-c38c-b109-c10ffd9ff50d,2cf5f31d-a57b-fad7-0be7-b38d966f5888,CVE-SYNTH-2024-81010,patch_applied,2023-09-24T19:12:00,manual,98.2,False,
be3fa700-0068-dce4-0b3d-6f5324edf716,45103654-ce19-6ca2-1d9d-beddd0139da1,CVE-SYNTH-2024-86071,patch_applied,2023-11-04T16:48:00,manual,57.3,False,
286bbdb7-e42f-e179-b7b0-81280a802aa1,ccde8350-d953-3566-f9a1-fb9876296163,CVE-SYNTH-2024-79172,patch_applied,2023-10-24T02:24:00,manual,68.9,False,
717725a3-1e6b-3356-5ab3-cfe1de02a5bf,ccde8350-d953-3566-f9a1-fb9876296163,CVE-SYNTH-2024-80923,patch_applied,2023-09-29T14:24:00,automated,93.4,False,
67854757-0517-3873-c5cb-6a614b4faa1b,d0e629e1-12f1-e33a-66d1-dded3592bea5,CVE-SYNTH-2024-37984,patch_applied,2023-10-22T16:48:00,automated,70.3,False,
9e9a5418-672b-ef30-6963-260d0919fb57,d0e629e1-12f1-e33a-66d1-dded3592bea5,CVE-SYNTH-2024-35897,patch_applied,2023-12-16T19:12:00,automated,15.2,False,
f09ed27e-219f-570c-7298-bc3bb70dda71,89200cd4-6d43-46e7-5ac9-e6f15e3b9e03,CVE-SYNTH-2024-77043,patch_applied,2023-11-02T14:24:00,automated,59.4,False,
0bf3d508-5438-6a37-8268-dd29a6219900,89200cd4-6d43-46e7-5ac9-e6f15e3b9e03,CVE-SYNTH-2024-39093,patch_applied,2023-11-02T14:24:00,automated,59.4,False,
6777f53d-7061-9599-8c07-a4e8a31038fb,dba2a59e-60f1-fbc8-d596-673e0453d22a,CVE-SYNTH-2024-70733,patch_applied,2023-11-17T09:36:00,manual,44.6,False,
e6a1cdb8-a4cc-6a2b-a729-6d1a7e8ea44c,dba2a59e-60f1-fbc8-d596-673e0453d22a,CVE-SYNTH-2024-44710,patch_applied,2023-12-02T12:00:00,automated,29.5,False,
295813be-1db6-9643-5519-f782b043a03a,f651a424-9aa4-80d2-2107-d9f8831f1272,CVE-SYNTH-2024-26990,patch_applied,2023-06-26T00:00:00,manual,189.0,False,
efc41ee5-2f5a-9183-077a-a23f8e92659f,9173d4b3-9c14-b962-f277-11ea62c3ecef,CVE-SYNTH-2024-80188,patch_applied,2023-11-27T14:24:00,automated,34.4,False,
04826eb6-86c6-89b8-5ec8-84eec94f1516,0974a200-1215-8022-2c6c-19748bff5842,CVE-SYNTH-2024-30266,patch_applied,2023-11-13T09:36:00,manual,48.6,False,
da63a2d4-f7a7-e87f-7494-e099e5c5a62d,d55317f0-5bfd-4e40-aa1a-18176a4a91ee,CVE-SYNTH-2024-23349,patch_applied,2023-09-03T21:36:00,manual,119.1,False,
54474f59-df15-835a-202e-569833234371,3c425fa1-be5b-a8e5-cf10-bc95de751794,CVE-SYNTH-2024-23200,patch_applied,2023-12-04T12:00:00,manual,27.5,False,
8009c68b-a5c1-cad4-f972-f8bf9cdc3f9f,5290a292-0a06-d822-9a6d-0053195f893e,CVE-SYNTH-2024-04441,patch_applied,2023-11-29T04:48:00,manual,32.8,False,
b405d1ac-a410-e3c7-e574-1498cfd30238,d798f6d4-bf53-cdfa-e8f7-e40f7469a024,CVE-SYNTH-2024-46524,patch_applied,2023-08-03T07:12:00,automated,150.7,False,
a066da25-53e8-9bf2-a248-7d5789d76ed1,42249d81-f11d-e695-891b-6376e514c4e9,CVE-SYNTH-2024-32308,patch_applied,2023-10-06T04:48:00,manual,86.8,False,
0a10dc99-45e0-8d15-e190-de9eb6b8adbf,207f841a-c595-d639-dd43-15fdaa768eea,CVE-SYNTH-2024-70399,patch_applied,2023-10-25T00:00:00,automated,68.0,False,
e9fc1980-fdc6-7b35-bb13-aa53292ab2c9,207f841a-c595-d639-dd43-15fdaa768eea,CVE-SYNTH-2024-89638,patch_applied,2023-12-03T19:12:00,automated,28.2,False,
521d2b7c-2378-7404-8bbc-a2b917c93e15,88a7d404-ed6a-9520-9a91-9efd23c4eefd,CVE-SYNTH-2024-20988,patch_applied,2023-12-26T14:24:00,manual,5.4,False,
5b888a84-e950-7c67-0be0-96ed6d33efdc,88a7d404-ed6a-9520-9a91-9efd23c4eefd,CVE-SYNTH-2024-11148,patch_applied,2023-10-13T21:36:00,automated,79.1,False,
7c70234d-0f8f-7caa-a2ac-991096944f8c,88a7d404-ed6a-9520-9a91-9efd23c4eefd,CVE-SYNTH-2024-52179,patch_applied,2023-11-09T04:48:00,manual,52.8,False,
17c82f3b-d418-4150-3410-dd358722a01b,f38fab57-1dda-acbc-1429-e5f5fcaaf07e,CVE-SYNTH-2024-49598,patch_applied,2023-12-17T16:48:00,automated,14.3,False,
4c0e7c07-69e2-ca67-3902-0c81bf0fdc88,364ba946-eee9-b0d0-a6a5-9a4b23b156d3,CVE-SYNTH-2024-28709,patch_applied,2023-11-15T19:12:00,automated,46.2,False,
b97dedbb-02cf-395b-7d2b-10233b1d6d3d,c12f70f4-cf85-d4cb-643f-4fd8056ee52e,CVE-SYNTH-2024-29383,patch_applied,2023-10-24T02:24:00,automated,68.9,False,
6f4e367f-7b2b-9385-d0bc-e5517c24f639,befeb5d0-8632-9e7a-063c-c93983599ce6,CVE-SYNTH-2024-45306,patch_applied,2023-12-03T16:48:00,automated,28.3,False,
744c16b8-b58d-9133-3483-d07bd7e1540a,e61616f4-ab47-ccad-ad7e-0cb6969068e5,CVE-SYNTH-2024-61460,patch_applied,2023-12-14T16:48:00,manual,17.3,False,
74560625-dda5-0554-89ea-abf7cb21bc23,e8c128f0-efe9-6d0c-593e-35486060bac0,CVE-SYNTH-2024-04019,patch_applied,2023-12-02T02:24:00,automated,29.9,False,
2a5e3f1f-d18a-f3e4-5e31-6f880ffe726f,e8c128f0-efe9-6d0c-593e-35486060bac0,CVE-SYNTH-2024-57141,patch_applied,2023-09-02T07:12:00,manual,120.7,False,
0506900d-82c0-10dc-7983-d310be795118,bcb7e785-ef8e-ae33-65d0-685c25a480af,CVE-SYNTH-2024-56520,patch_applied,2023-12-09T21:36:00,automated,22.1,False,
ac043a0c-3e56-7978-1dd9-102d9f7b266a,bc683fc9-ddd0-a031-88e2-6864d5f78a75,CVE-SYNTH-2024-20851,patch_applied,2023-12-05T09:36:00,manual,26.6,False,
1e30882a-efd5-61cb-72e6-da01ecb77b8e,67a26f15-d063-000a-b8d3-79226cdb5356,CVE-SYNTH-2024-02803,patch_applied,2023-11-14T07:12:00,automated,47.7,False,
